Username,location,date,content,Rating
Ulysses,DE,"Dec 20, 2024","Kein Support via TemplateMonsterKein Support via TemplateMonsterWir haben seit über 6 Wochen ein Ticket offen bei TemplateMonster.com.Kein Support, immer nur vertrösten. Wir können aber nicht weiter arbeiten.Letzte Nachricht vom 03.12.2024:----------Please accept our sincere apologies for the delay. We understand your frustration and apologize for the inconvenience caused by it.Our team has been diligently working on th reported the issue with the page transitions on your website, but the problem is more complex than initially anticipated, and standard solutions have not been effective. We are committed to resolving this as quickly as possible and are currently exploring alternative approaches.While we cannot provide an exact timeline at this moment, please rest assured that we are prioritizing this issue and will keep you updated on our progress. Your patience and understanding are greatly appreciated.Please do not hesitate to contact us if you have any questions, we will be glad to help you!----------Erstattung wurde beantragt, denn das geht überhaupt nicht, wie dieses Unternehmen sich verhält.Absolut keine Empehlung.Date of experience: December 03, 2024",1
Armia Ghali,NL,"Dec 25, 2024","Scammers I do not recommend them.Date of experience: November 27, 2024",1
Steve Blisko,US,"Feb 17, 2021","WP Elementor Not EditingHad an issue with WP elementor. Tried to reach out to Elementor staff but no response. Contacted Template Monster support (Brittney) via chat. A problem that was plaguing us since last Friday was fixed on 10 minutes. Cannot say enough about Brittney's professionalism and responsiveness.  Truly impressed. SteveDate of experience: February 17, 2021",5
Customer,GB,"Updated Aug 22, 2024","The good, the bad and the very ugly......Firstly, the theme we bought is very good, Vendy Pro.  Suits our needs perfectly and has helped our business.  I don't want to leave them but as you'll read, we might have to.The support used to be amazing but then something happened and they have become slow and quite unresponsive to emails.  I recently renewed my support for Vendy Pro on themeforest.  However, I noticed that theme has not been updated there but has been on other platforms. (templatemonster).  I have asked why the update has not been updated here and no-one answers.  I feel cheated and have wasted my money.We have finally moved on and would recommends that nobody gives them any business.  This is not how you treat loyal customersDate of experience: August 08, 2024",1
BBQ Brands,US,"Mar 11, 2021","Great service and worth asking for helpI had some random small issues from a theme I purchased that delayed my website from being complete. The customer support rep I receive was named Brittany and she was very professional and fix just about everything during our chat session. One thing requires a ticket but I feel very confident it'll be taken care of.Date of experience: March 11, 2021",5
Kourosh Nivesse,FR,"Jan 27, 2024","Really disappointed by this theme where…Really disappointed by this theme where customer service is extremely unresponsive (48 hours for a reply). And the theme is really poor quality.As I have an artistic activity, I wanted to increase the speed of my site and increase its visual appeal.It was a terrible mistake to use this theme, which gave me a site speed of 9/100, which drastically reduced my conversion rate.Then, charging around thirty dollars for 3 free applications that can easily be found on the shopify store is really a load of rubbish.Pure anarchism and I will do my utmost, if reimbursement not made to shout loud and clear at what point your platform allows crooks to sell ""service"" that does not have a regulationDate of experience: January 20, 2024",1
Eze Kingsley,NG,"Mar 29, 2023","Great support and beautiful themeI purchased their mobileX theme and I must say I am really impressed with their incredibly responsive support. Support went far and beyond just to make sure the theme was running smoothly and to my specifications. I'll surely consider Zemez products for my next project. Thanks a lotDate of experience: March 27, 2023",5
Виктория Панская,UA,"Oct 1, 2021","Perfect themesI would like to share my experience using the Shopify theme from Zemez named Vendy. This is a really great web solution. It has a lot of smart features, diverse variations of Homepages, and the Lookbook option is quite a thing for any fashion store, in my thinking. Zemez team makes a great job! They create marvelous ready-made designs that are constantly updated.Zemez team makes a great job! They create marvelous ready-made designs that are constantly updated.Many thanks to the tech support team. Always friendly and professional approachDate of experience: October 01, 2021",5
Kits and Cogs,US,"Mar 18, 2021","Fast and accurate supportAfter spending hours researching how to disable showing stock quantities and trying various combinations of custom css and changing the inventory  settings in WooCommerce without success I finally reached out to Zemez. I was not even sure if it was a theme issue or not but figured it would not hurt to ask the question. I wish I had contacted them sooner. Not only was their response quick but they were able to provide me with the custom CSS that I would not have been able to discover on my own. Great support!Date of experience: March 18, 2021",5
Julia Blake,UA,"Aug 9, 2023","Fast Response TimeI have purchased one of Zemez themes at TemplateMonster marketplace. Once I needed help with the installation and had some other customization questions, Megan helped me a lot and really quickly. Thanks to a professional team my site is up and running well. Thanks!Date of experience: July 23, 2023",5
Wdk,ES,"Jul 26, 2023","Unprofessinal Company. Do not use.Do NOT use this company. Their refund policy is trash. If you are not sure about the theme you want you have no chance for refund. Many other companies offers refund so I suggest going with another company than Zemez. I installed the theme and I didnt like it all. Hard to work with, problems and time consuming. I gave up after a day trying it and then bought another theme from another company and finished my site in a day.But they still wouldn't refund me even days after the purchase so 169 usd in the trash. Very unprofessional to treat customers like this.Date of experience: July 26, 2023",1
Lefteris Kamontos,GR,"Updated Jun 3, 2021","Joke assistance!At my first issue they replied and resolved it. After that i had a few other issues and i still have, but they never replied. I tried to chat with Zemez indicating that from the 12th of May i have two open tickets but they told me to contact the template author and open a Ticket!!! Their jet plugins are giving critical errors to my website but they dont care. Avoid them!!Date of experience: May 07, 2021",1
Lucie Svobodová,CZ,"Dec 3, 2020","EXCELLENT AND VERY HELPFUL SUPPORTThe theme is awesome and the support is even better! They were always willing to help and answered very quickly. I also appreciated their screenshots which made it really easy to understand, even for a beginner like me.It was the best choice to get their theme. The support was really EXCELLENT, and thanks to them creating a website became a great experience, thanks!!!Date of experience: December 03, 2020",5
Mara,PH,"Jun 7, 2023","Great customer supportI recently used Zemez to set up a theme for my Shopify store, and I must say, it made editing a breeze. Their theme provided an intuitive and user-friendly interface, allowing me to customize my store with ease.What impressed me the most was their exceptional customer service. Whenever I encountered any issues, especially with plugins that accidentally overwritten some code files, Zemez was always happy to help. They were responsive and promptly addressed my queries.Overall, I highly recommend Zemez. They're an excellent choice if you're looking for a reliable and supportive team to assist with you.Date of experience: June 07, 2023",5
Mikki Swanson,US,"Mar 16, 2021","Britney was awesome!I was helped by Britney today and it's been a great experience!  Despite being assisted via Chat support, it didn't feel impersonal at all.   Thanks so much for helping me with my problem so quickly, Britney! :DDate of experience: March 16, 2021",5
Cindy,BE,"Mar 1, 2022","awesome theme, best support ever !Having some difficulties but support managed to reply to all my tickets within a few minutes ! What a great service !The website is very clear, easy and userfriendly (not taking my own dumb actions in account ofcourse :-)Date of experience: March 01, 2022",5
Vici,HK,"Jul 12, 2023","I have some issues when i set up the…I have some issues when i set up the theme. The Zemez support team is very helpful and very patient to explain all the details with the images how to solve out the issues. I am very impressed with their great support and the efficiency they responded to my email. Highly recommend this !Date of experience: July 12, 2023",5
Sandra Miller Waldrop,US,"Dec 21, 2020","Help with out of date templateI updated my Wordpress and ""broke"" my ability to edit pages. I knew this template was getting out of date. Zemez provides support for Template Monster products. They were able to put in a patch to allow me to edit until I can update my website template. Very happy customer.Date of experience: December 21, 2020",5
Laura's Art Design,CA,"Jun 13, 2023","I had a few issues Installing the theme…I had a few issues Installing the theme and the Team Zemez were so patience with me and offer solutions every time. I finally was able to install it and everything is running perfect. They are great! Service is amazing. Highly recommendedDate of experience: June 12, 2023",5
JAMES K. JUNG,US,"Dec 28, 2020","Thank you Britney!I am a web designer and I purchased a Wordpress template through Template Monster. I had a problem installing the theme to my platform until customer service connected me to Zemez and Britney who helped solve my problems. Britney is super helpful. She was patient and proactive with my issues. Sometimes these inquiries need highly interactive communication and Britney was always there for me when I was trying to solve the issue step by step. I had to purchase a service to be fair to further solve my issues but I am super satisfied with Britney's fast problem solving and kindness. Thank you!Date of experience: December 28, 2020",5
Arto Abraham Tudjarian,BR,"Dec 26, 2020","Best one ever!Hi there, my companie is in Brazil, São Paulo, i didn't believe the suport could help me, but i was wrong! And they did, and has been wonderfull!!!We are getting a professional website as big companies have. Thank you so much!!!Date of experience: December 26, 2020",5
Manuel,NL,"Updated Dec 3, 2020","Support service is great!The theme is very good, but the support service is excellent! They are always willing to help you with any problem you have, Alice always helps me solve any problem and gives me many solutions. Highly recommended!Date of experience: December 03, 2020",5
Ariel Woolf,IL,"Updated Jun 7, 2021","Rude, unprofessional and unhelpfulContacted them because for some reason they responded on the ticket I had opened on TemplateMonster regarding a theme I purchased. Only after a day of chatting did they clarify that they have no connection to the theme and that everything and anything they do would be custom as they are not related to the theme. It was not clear why they were on my ticket, and they seem unfamiliar with basic ecommerce concepts like layered navigation.Also, the FB messenger rep was rude and unhelpful.Unimpressed.Date of experience: June 07, 2021",1
