Username,location,date,content,Rating
M.K.,DE,"Nov 14, 2024","TrashEven in germany this is complete trash, dont buy it!!!Date of experience: November 14, 2024",1
JonZ,MY,"Mar 8, 2022","Useless benQ warranty servicesBought a gvv2480 and it stopped working in 4 months time. Wasted a lot of time trying to reset the driver but ended up being the monitor problem. Sent to warranty center for 2 times but the problem hasn't been solved. Warranty service didn't even contact me or wrote anything. I told the warranty service about every single detail for the problem. If anyone sees this review, pls do not buy their monitor, their warranty services are incredibly useless and bad.Date of experience: March 08, 2022",1
Piyush Pant,IN,"Nov 26, 2021","Made a mistake by going for BenqMade a mistake by going for BenQ instead of LG. Screen started showing issues within 6 months of purchase and it's been 20 days since technicians checked my monitor and still no update when or if it will be fixed. Really disappointed.Date of experience: November 26, 2021",1
John Barnett,GB,"Mar 15, 2022","PD2705 monitor returnPD2705 monitor not connecting to Macbook Pro.Several days wait to get a response. Collection arranged. No one arrived! Three weeks and many calls later, still no collection. Their service stinks.Keep away from BenQ!!Date of experience: March 15, 2022",1
Ryan Leach,US,"Mar 15, 2023","Avoid ThemBy far, it has terrible service. If you buy anything that requires a license to purchase from them. When it comes from them do expect it to renew with ease. They will sell you overpriced tech to then not provide any support afterwards. Do not buy from BenQ. There are other alternativesDate of experience: March 01, 2023",1
Scott,GB,"Jul 29, 2022","I really despise these kind of…I really despise these kind of companies.   Website set up to look like they are sold from the UK.   Place an order and then find buried in the website they are from Holland and a German company.   Due to brexit i prefer UK firms and would not have ordered without this misleading information.Turned up late due to shipping delays (suprise, suprise)Ordered a GS50 at a cost of £699.   Product couldnt play a consistent picture, buffered, stuttered and stalled every 30 seconds.Now going through a painful return process where Benq dont trust you and want videos showing the issue.  Really dont like this kind of behaviour or morals and wont use againDate of experience: July 29, 2022",1
DomD,AU,"Jun 24, 2020","Useless warranty and RUDE staffI bought a monitor of a friend which was still fairly new and I started to get some glitching. Monitor is still under warranty and I have the invoice with the serial number. I spoke to someone from BenQ call centre and they were very rude and arrogant. They will not cover the minor issue under Warranty as I didn't physically buy the product.Will be replacing my monitors with another brand.Date of experience: June 24, 2020",1
CN,US,"Oct 10, 2018Verified","I called a few times to get questions…I called a few times to get questions answered and never got in touch with someone immediately, always had to leave a message and wait a few hours or a day. And then I was given incorrect information on the phone, which lead me to purchase a product that was lacking what I needed. And it is frustrating that they don't offer phone guidance for calibration.  Other companies with similar products do, and are actually less pricey, which is why I switched over...much happier.Date of experience: October 10, 2018",2
Phil  B. ,US,"Oct 25, 2018Verified","Serious issues with shippingOrdered a 2050 projector from BenQ on Oct. 4; it's Oct. 25 and I still haven't received it yet. I was home for most of the time during the scheduled delivery days, but FedEx claimed they couldn't deliver it, (although they never left a door tag, in 5 ""attempts""), and ended up returning the package to BenQ. It's been re-shipped and is supposed to arrive tomorrow...we'll see if it works out. To their credit, BenQ has been responsive and communicative in response to my issues, but it's been frustrating to wait 3+ weeks for my projector.Date of experience: October 25, 2018",2
Brair Omar,CA,"Jun 23, 2022","I got the worse experienceI got the worse experience.  I sent a projector for repair and it took them 40 days to send it back, in fact they sent me a survey asking me how they are doing before they fix my projector.  When I asked to escalate the issue, the person I talked to resisted giving me any contact person and at the end he told me his supervisor will call me, and I knew from the tone of his voice that no one is going to call; that is exactly what happened. I won't recommend it to anyone and I will make sure that our colleges's managers know about that.Date of experience: June 23, 2022",1
Will A,US,"Aug 7, 2018Verified","Horrific customer service. I'm done with benqAfter a 28 minute hold time, the customer service rep was incredibly rude when I called for a refund. He was demeaning, threatening and provided a fake name before je just hung up. Worst customer experience I have had in decades... so much so that I will never buy a benq product again. I made sure to tell my network the same.Date of experience: August 07, 2018",1
customer,US,"Dec 13, 2018Verified","The projector arrived quickly but after…The projector arrived quickly but after less than a month I'm already having problems with the refurbished projector.  They do not have any in stock to replace it with so I have to wait 2 weeks for them to repair it.  Not a great experience for a product I've only just received.  My rma request was not answered after 2 days so I called them and they immediately issued a shipping label.  Hopefully they can fix it or replace it with a unit that performs better.Date of experience: December 13, 2018",2
steve birkin,GB,"Updated Dec 5, 2020","BenQ PD2720U 4K monitorBenQ PD2720U 4K monitor. Amazing display and competitive price - there are some retailers out there charging substantially more for the same product from the manufacturer! Strange but true.Display arrived promptly within a week. Quality is extraordinary. 'Display Pilot' software changes colour profiles on the fly, amazing stuff, requires update for Mac unfortunately. Email to BenQ and work-around version of software provided within couple of days.So far, I'm impressed with everything except the software, Display Pilot update for macOS 11.0.1 urgently required please guys. Apart from that I'm knocked out. Well done!Date of experience: December 05, 2020",5
