Username,location,date,content,Rating
Anna Burrows,US,A day agoInvited,"keeping me safer than before from  all…keeping me safer than before from  all issues of intruders  trying  to get into my files .   Took care of all my needs  and scanned on regular  weekly basic  run  and quinine  all viruses  trying to do harm  until end of week and we went over together    Date of experience: January 12, 2025",5
Kellie Garris,US,37 minutes agoInvited,"TotalAV well done!I've been using TotalAV for several months now, & I am thoroughly impressed! It provides top-notch security and is incredibly easy to use.  The interface is user friendly, & it offers comprehensive protection against viruses, malware & phishing attacks.  The real - time protection gives me peace of mind, & the VPN feature is a great bonus for enhanced privacy.  Additionally, the performance optimization tools helped speed up mu device.  Overall, TotalAV offers great value for the price, & I highly recommend it to anyone looking for reliable cybersecurity! Five stars all the way.Date of experience: January 13, 2025",5
Mathew Moore,CA,18 hours agoInvited,"This is my favourite antivirus I have…This is my favourite antivirus I have had total av on and off more on then off often over the entire time. I had total av when they very first came out on my android phone and pc. The new update is so amazing i feel this is awesome.Date of experience: January 12, 2025",5
Donald Anjal,US,2 days agoInvited,"IT WILL BE GREAT IF YOU RESUBMIT YOUR…IT WILL BE GREAT IF YOU RESUBMIT YOUR REQUEST TO MY BANK FOR MY NORMAL JAN 2025 MONTHLY PAYMENT OF $14. 99. They incorrectly rejected your request for this month's payment. I have instructed them not to do that again to your monthly requests. Thank you (wanted to contact you right away)Don Anjal 128911175Date of experience: January 11, 2025",5
Norman L. Mitchell Sr.,US,3 days agoInvited,"Great Customer ServiceYour consent notices to me showing a cleaning has been done or asking me to choose area(s) to scan are great. A great reminder for one that is always on spin dry with daily activities. Date of experience: January 10, 2025",5
A Van Altvorst,NZ,2 days agoInvited,"TotalAV is easy to install and use.TotalAV is easy to install and use.Price was excellentThe graphics are fantastic, as I can see what is happening as it happensThe scans are fast, and as I said before, you can see it happeningI am delighted with my purchaseThanks, TotalAV Date of experience: January 11, 2025",5
Sharon M. Clees,US,3 days agoInvited,"TotalAV is the bestTotalAV is the best!  Thank you for upgrading my protection  and not having to worry about anything happening to my laptop while on the internet.  Keep up the great work you are doing for others like me online!Date of experience: January 10, 2025",5
C.C.,CA,3 days agoInvited,"Just A Thank You For Great ServiceI don't have a negative experience to report. I love the fact that you do scheduled clean-ups. I need to get more involved with what's going on with this laptop & a little refresher for sure. I love the fact that I don't messaged once or twice a week telling me I need to upgrade on & on....it wasn't reassuring. TYDate of experience: January 10, 2025",5
JB,US,2 days agoInvited,"Fast and EasyI was surprised at how easy it was to install TotalAV. I also expected it to take much longer. I like that TotalAV doesn't waste their customers' precious time.Date of experience: January 11, 2025",5
Willa Stewart,US,3 days agoInvited,"Your computer is total protected with Total AVmy computer have not been infected by any viruses or malware since using Total AV over the past 2 yrs. I have a high confidence level that my computer is always safe.Date of experience: December 10, 2024",5
