Username,location,date,content,Rating
Connor,GB,6 days ago,"I've had 10+ years of useful tools from themI've used IObit programs for going on ten years now.The uninstaller, smart ram, system care, driver booster, etc etcAll of their tools have proven massively useful to me.The uninstaller especially as I just adore how brutal and merciless it is in uninstalling whatever the thing is. Perfect for uninstalling MS Edge browser which starts in the background (as can be seen in the task manager) and doesnt allow you to uninstall it by default. It even goes digging into the registry and straight up moIests the program you were uninstalling by removing all traces of it. I just love that part. The only reason I'm dropping a star is the annoying as fk popups, and the dodgy installation process where they set the ""cancel"" button to continue instead of cancel. Essentially trying to trip you up if you dont want to install other programs like their VPN during installation, or if you're trying to uninstall one of the programs. IObit, remove that annoying ass design and I'll give you 5 stars. Date of experience: January 07, 2025",4
MK Ho,HK,4 days ago,"ExcellentExtremely helpful to sort out the cause of my problem and help to solve it.Date of experience: January 09, 2025",5
RnR,US,"Dec 24, 2024","iObit Driver Booster (v12)iObit Driver Booster (v12)If you have a manufacturer-provided driver tool, such as those from Lenovo or HP, it's generally best to stick with that. However, if you find yourself needing to fix problematic drivers, I suggest trying the free version of iObit Driver Booster.Before using it to resolve a vulnerability in the drivers of my Microsoft Surface Pro, I read many reviews. Ironically, Microsoft hadn't properly managed or updated these drivers. While Driver Booster offers a lot of optional (almost spam-like) features, as long as you carefully read through and only install what you need, you should be fine. I ran the software and its contents through several security programs like #Crowdstrike, and I didn't encounter any issues.Date of experience: December 12, 2024",4
J. J. Jacobsen,FO,"Nov 28, 2024","I registered renewed software, issues resolved!I registered renewed software, there were days left, that than were missing, they quickly fixed it, and now everything is just super!I'm really satisfied, I've used their software from many years now, literally all their security and update software!They just do their job, without interrupting my daily work on-line!Thank You for that!Date of experience: November 27, 2024",5
Max,GB,"Dec 4, 2024","I downloaded Advanced System Care and…I downloaded Advanced System Care and then signed up for the Pro version which I have had for just over a year. I actually have no idea whether it speeded up the PC or anything else BUT what I do know is it slowed down the usage of my PC because of the continual pop-ups trying to sell me other products (feels very dodgy). It's also very unclear among all the various options what the software is actually doing. I have now removed the software and will avoid in future.Date of experience: December 03, 2024",1
Dashlane Customer,US,"Jan 5, 2025","My experience with iobitMy place an order for their main service of several of their items and I goofed everything up and I had to call them and they were very pleasant they fixed everything and they refunded me one because I paid twice all in all it's a great experience the only thing I could suggest to anybody reading this is to take it one step at a time instead of trying to do everything at once they backed me up on everything they gave me a really good offer and I am extremely pleased if I can get it all put together and working properly LOL!Date of experience: January 05, 2025",5
Milo Del Mundo,PH,"Nov 16, 2024","Long Time SubscriberI have 3 software from IOBIT (ASC, DB, IU) and I've been using them for years. The support team always assists in resolving problems in time. The use of 2Checkout is very helpful in tracking down your subscription. IObit should consider offering Special discounts for long-time subscribers ( 5 or 10 yrs) or opt for a Perpetual License with a discounted price.Date of experience: November 15, 2024",5
John Grace,US,"Dec 7, 2024","IObit is not goodFirst, all these 5 star reviews read like they are being written by IObit employees.  There are obvious cues if you know how to look for it.  If that is happening, that should tell you something.Advanced System Care started out as pretty nice software package.  They have slowly divided the individual software programs into separate packages so you now have to buy 4-5 different bundles.  So costs have gone way up over the years.  However, it RELENTLESSLY, has pop-ups come up on your screen trying to get you to buy more of their products.  I am talking about multiple times a day.  And there is no way to turn it off except to completely uninstall this software.  I sent multiple messages to IObit which they just ignore.  This last part is pure speculation on my part.  The underlining feeling for the company I have is that they are kinda slimy.  I could never get in contact with anyone.  And just everything I read from other posts.  But that is really just my feeling and should be taking with some measure of caution.  Date of experience: January 31, 2024",1
Torben S. Jensen,DK,"Dec 13, 2024","I like the productsI like the products, of those i buys.All of the products i buy is for saftey of my computer, also scam of advertising.BUT i am BOMBARDED with SCAM popups from IOBIT - 24/7 - right upper corner lower right corner.. on and on all the time.IOBIT Don't care - they are ruthless annoying people with Scam.This is unbelievable. Instead of behave and send you a friendly Email with some good offers.NO - Total bombardment. They have always 10 new products when you buy one - as half of the products in the ""package"" you get, has to be bought in addition.Scam upon Scam - Daily. Date of experience: December 13, 2024",1
Henning Larsen,DK,"Oct 27, 2024","Jeg har igennem mange år købt flere af…Jeg har igennem mange år købt flere af deres programmer. De er virkelig gode ogSkulle der opstå et problem, så er der en god kundeservice! Så 5 velfortjente stjerner fra mig.I have bought several of their programs over many years. They are really good andShould a problem arise, there is good customer service!So 5 well-deserved stars from me.Date of experience: October 27, 2024",5
Sabzali Gillani,CA,"Updated Dec 4, 2024","I had used Iobit some time ago the ACS…I had used Iobit some time ago the ACS made problems withmicrosoft. So I uninstalled it. This time  purchased a bundle but didn't want to install the ACS. But when you buy something, they install many other free version programswithout consultation you at all. So I had installed 4 of them then my laptop said ""LOCKING"" and my laptop had shut down.  After 2 days just treid to boot  and to my joy, it booted. The next morning I booted the laptop and all of a sudden the decktop showed "" locking"" and it has shut off. So the first thing I am going to do is uninstall all of the and never talk of I O BITDate of experience: November 29, 2024",1
Robert,US,"Dec 20, 2024","Resolved one issue I had very quicklyResolved one issue I had very quickly. The software has a lot of features at a reasonable price.Date of experience: December 15, 2024",5
Jon Stoackley,GB,"Sep 17, 2024","They will make it hard to cancelActual functionality of software is ok however you PC will suddenly start showing you ads for other software (which is really hard to work out how to disable).Worst part is Iobit make it extremely hard to cancel the auto-renew feature. Takes a fair bit of searching to figure it out (you need to go to your Paddle receipt, log in there, then request help. Then ask the chat agent who will finally expose the link to cancel).Date of experience: September 17, 2024",1
Stan,US,"Updated Oct 15, 2024","I've been using their products for over 15 yearsI've been using 6 of their products for years (since 2009,) and have found them to be easy to use and effective.  I'm surprised at the negative posts, here, because I've made several contacts in the last 2 years, and have received prompt replies -- that actually answered my question/concern -- each time.  :-) Date of experience: October 13, 2024",5
Terje Skjærpe,NO,"Oct 9, 2024","Too invasiveHave used Advanced System Care for some time. Seem to work ok. However, during installation one has to be very observant to avoid installing other programs like iTop screen recorder, and others. After installation I am regularly reminded to download iTop VPN since my IP address is exposed and my PC is vulnerable, despite having another highly rated VPN installed. I am now tired of it.Date of experience: October 09, 2024",2
Doug Fignewtons,US,"Nov 26, 2024","Verifone billing is a scam nowThe product is an excellent product. However, since they moved to Verifone billing system, it feels like a scam company. Half the time the pages wont load, its impossible to find out how to unsubscribe. They took a good process and made it dirty and scam like. I have used IObit for well over 6-7 years, but this is the last. I will need to find another company.Date of experience: November 25, 2024",1
G.Marshall,GB,"Sep 23, 2024","This company is renowned for all of the…This company is renowned for all of the problems afore mentioned by others, previously. They use a payment agency, ""2 checkout /verifone"".Keep well away from this setup. If you were to have problems, it will be a miracle if you do not get conned. Used this setup for years, it has become increasingly worse.I continuously receive renewal notices to renew, which they have recently implemented, thus forcing me to demand an immediate refund.Which I finally received. To myself, the whole setup is a blatant conn.Date of experience: September 23, 2024",1
David Dixon,GB,"Oct 20, 2024","POOR CUSTOMER SERVICEI have several iObit products - but I find it VERY, VERY difficult to contact Customer Services to enquire about my password, as I can't get access to my Account.I believe this is done on purpose to make it difficult to get in touch. They don't want to hear about complaints! Where is the procedure for making a complaint??Date of experience: October 20, 2024",1
Michael,US,"Nov 27, 2024","IOBIT Customer Service and Tech SupportIOBIT Customer Service and Tech Support is exemplary  and a model for software marketers to emulate.In this instance a subscription problem was found, reported to IOBIT CS and resolved along with a courteous note in less than 12 hours. Date of experience: November 25, 2024",5
ufologlt,LT,"Oct 15, 2024","If you like ads get this softwareAvoid this malicious software that spams ads for their other software even when you paid for the product. Better get Ashampoo WinOptimizer 27 which costs 16 euro for a lifetime license and has way more functions and does not advertise any other products that they have.Date of experience: October 02, 2024",1
ki Tou,US,"Oct 6, 2024","""permanent license""I bought a permanent license for Driver Booster Pro 11, but it automatically updated to Driver Booster Pro 12, and my previous license no longer works. They DONT allow you to revert to version 11 or re-download it. Like, Its LITERALLY a scam, and I'm SURE it's illegal to do so, if I own the perma license, I have the RIGHT to use it forever without it being taken away!Date of experience: October 01, 2024",1
Just Me.,US,"Sep 17, 2024","Yes, iobit.Have had this software for several years. I am not tech savvy and I'm working with older equipment and the software interface is very easy for me to navigate. Once I went from the freeware to the inexpensive liscence, my computer hums right along as long as I leave It on sleep at night. I have not had trouble with customer service, ever! Yet I hate how the ads pop up right in the middle of my screen, even for the freeware extras, right while I'm in the middle of work! So frustrating! If it's free and I'm paid, just auto update, please! As an internet amateur, my computer is safe, even from me and my DIY adventures.Date of experience: September 01, 2024",4
Dennis Watts,GB,"Sep 7, 2024","Tried free Driver Updater - Avoid! Installed free Driver Updater. Seemed to work initially in that it found lots that apparently needed updating. Compared results with a paid product. The proposed updates were years behind. So NOT up-to-date at all! Not good. Avoid this bit of software from them anyway. Date of experience: September 07, 2024",1
Brad Anderson,IE,"Oct 3, 2024","WAS a loyal customer..NO MOREI have been a loyal customer for many years and today I decided to cancel auto renew with driver booster pro and see that they have made it VERY Difficult to see where the ""Stop Auto Renewal"" button is so after a very frustrating attempt to find this (WITH NO SUCCSESS)  I decided I will cancel ALL of my products with them!This is a very deceptive practice aimed at confusing people into staying with the company. so I am now asking them to CANCEL ALL PRODUCTS and ALL AUTO RENEWALS! Shame on themDate of experience: October 03, 2024",2
Terry,GB,"Jul 18, 2024","I have used Iobit Advanced System Care for too many years to rememberI have used Iobit Advanced System Care for many many years and I have never had a problem with it. Just recently I had a major PC problem and could not restore my PC. Bought a new one and Iobit transferred my old license over to my new machine with absolutely no problem. Brilliant keeps my PC running just fine.Date of experience: July 16, 2024",5
Consumer,GB,"Updated Aug 20, 2024","Great service as alwaysRecently replaced a laptop and as the IObit licences were for one PC only, I couldn't use them again. I used their online enquiry form and within a short time they were back to me by email with helpful answers. All now working and very happy. It's not the first time I've needed support and and have always found them most responsive and helpful.Date of experience: August 19, 2024",5
RichK,US,"May 22, 2024","BUYER BEWARE- I might write a review…BUYER BEWARE- I might write a review once every 5 -7 years so IObit is a real problem. I needed an uninstaller to remove some files from a larger file uninstalled. IObit was recommended. I buy their Uninstall product and find out they have added other products I do not need or want for free this year but set up an automatic renew for 2025. Yes I have filed for a refund and to stop the auto renewals. Date of experience: May 21, 2024",1
