Username,location,date,content,Rating
Miriam Mendez,US,7 days ago,"Well what I love most is that the phone…Well what I love most is that the phone is light weight. I am also pleased with the service provided. No matter where I go I never lose connection. Thank you!Date of experience: January 06, 2025",5
Tammy Hillson,US,"Dec 12, 2024","QLink Wireless gave me excellent service for years! QLink Wireless gave me excellent service for years. Anything I ordered came on time they automatically shipped new SIMs cards and I loved the auto payment you pay two months and get the third payment free. Date of experience: December 12, 2023",5
Frank Collins,US,7 days ago,"I'm trying to get my phone number…I'm trying to get my phone number ported to a different phone company. I need the information so I can do this. You can please contact me at (937)703-8136 so I can get the information from you. The number I'm trying to port is (937)567-2570. All of my doctors, friends and family have my old phone number. So it's important that I get this number back.  Thank You, Frank Collins III Date of experience: December 08, 2024",3
Jack TupperLick,US,"Dec 18, 2024","Will miss Qlink they are real good 😊.Will miss Qlink they are real good 😊.. if I had the billions I would buy this company from ISsa Asad the founder. Because this is one of the best LLine companies their pay as you go service affordable and top tier. Date of experience: December 17, 2024",5
Velma Del Moral,US,"Dec 16, 2024","Loved this company never had a problem…Loved this company never had a problem or any network issues. Sad that they don't exist anymore, I don't like new company because my information will be everywhere againDate of experience: December 15, 2024",5
Ashley N,US,"Dec 14, 2024","I love this company!I love this company!! They are the best in my opinion. My phone has never lost service, had any calls dropped/lost, and my calls are always crystal clear.. not to mention when I signed up I got 2 free months of Amazon Prime which I actually saved and used it when I needed it which was around black Friday and Christmas 😁🎁... I also love that I get a text message each month from them saying that my service has been refilled and to what date, that's always helpful.. thank you Q-Link!! Date of experience: December 06, 2024",5
Ray Adkins,US,"Dec 20, 2024","I’m having trouble logging in to my…I’m having trouble logging in to my account,my email isn’t working or it’s the area I’m in, and I never really set up a password with the account and it was always my phone number for password, but I would like to use Babyteddy1! For my password my account number is 21332178Date of experience: December 20, 2024",4
Thomas Young,US,"Dec 18, 2024","I love the service ,I git from yawll.I love the service ,I git from yawll.  I don't like how these other companies keep pretending to be qlink and trying to trick me into signing up with them  However ,I do need a new phone . I brought mine with me ,and didn't get yawlls free phone., But mines wore out now. Can you fix me up ? I can buy it from you....Date of experience: December 17, 2024",5
Traci England,US,"Nov 24, 2024","I have relied happily on Qlinkwireless…I have relied happily on Qlinkwireless for many years. I am sorry for the company ending its service for me. I am having trouble getting my new sim card from Assurance wireless, and am just so happy that I still have phone service with my old reliable Qlinkwireless! I have never had a problem with this company!! NEVER!Date of experience: November 23, 2024",5
Bianca Jackson,US,"Nov 28, 2024","I’m enjoying this service and the phone…I’m enjoying this service and the phone get out any area , most importantly no drooped calls . I will continue to use qlink wireless 🛜 for the best service.  Recommend to anyone who wants great service.Date of experience: November 27, 2024",5
Denise,US,"Dec 2, 2024","Assistance for low income The idea of helping those in need with means of communication is wonderful. I am so grateful for this service. Thanks to those behind this program. Very much appreciated.Date of experience: November 01, 2024",5
Sharon E. LaLond,US,"Dec 16, 2024","Love my Qlink account always…Love my Qlink account always dependable!!! Hope I never lose this provider!!! Please I want to stay with Qlink forever and no one else!!!!!Date of experience: December 16, 2024",5
Michele Lazarus,US,"Nov 26, 2024","Thank You!!…They are very helpful and I very much appreciate your offer of a sim card ,it's a excellent program and I just wanted to say ""Thank You !!""                        Sincerely,                         Michele LazarusDate of experience: November 25, 2024",5
Shauna,US,"Nov 24, 2024","You guys saved me from having no…You guys saved me from having no communication with my friends and family. I can't thank you enough... I believe my new Sim card was just either thrown away, lost or stolen though. I'm not sure how to go about getting it back or replaced. Date of experience: August 05, 2024",5
Kimberly markwalter,US,"Nov 20, 2024","I'm greatly appreciative to have your…I'm greatly appreciative to have your services. my renewal of services come in every month on time, the quality of my calls are excellent, I receive and send my messages with no problems, as well as my e-mails, thank-youDate of experience: November 20, 2024",5
John Lang,US,"Nov 20, 2024","I only have one problem when I call a…I only have one problem when I call a landline it shows up as a Spam call I called to get that corrected I like to have that taken care of as soon as possible thank youDate of experience: November 20, 2024",5
