Username,location,date,content,Rating
Eric Boakye,GH,"Dec 21, 2024","How have not received my 3 withdrawalHow have not received my 3 withdrawal Date of experience: December 21, 2024",1
Clara Edem Daku-Bedzi,US,"Aug 31, 2019Verified","The fastest way to callI started using VIP for my foreign calls not too long but am loving what am experiencing thus far. My sister have been with them for over 5 years now & she’s always happy with the results as well so she inducted me into the family. I recommend it to everybody to use it. It’s fast, safe & secure.Date of experience: August 31, 2019",5
Ju,US,"Updated Dec 20, 2021","Call Privacy Concerns!Been a VIP Connect user for 10+ years. I would rate this service as fair to good on most days.However I've recently noticed that calls made to Nairobi (actually Kenya as a whole) display a local number on the recipient caller ID rather than the callers number. I found this quite suspicious and notconvinced calls are guaranteed privacy.This wasn't the practice when I started using the service.If a call recipient has Truecaller app installed it displays the call as initiating from some random Kenyan numbers and names not related to the caller initiating the call/VIP account holder.Date of experience: December 20, 2021",3
James Nwaba,US,"Feb 16, 2019Verified","I was deceivedI was deceived. I was advised that $10 will give me 204minutes but it gave me only120minutes. Moreover my calls were interrupted several times at a rate of $1.00 per five minutes.After the first purchase, though not satisfied, I said let me try again, may be it was an isolated case and thus recharged but it became worst. Most of the interrupted call happened after the recharge proving that it was not isolated case.I'm disappointed beyond measure.I want my money back!Date of experience: February 16, 2019",2
Laurentiu Traineanu,US,"Mar 10, 2021","March 10March 10, 2021 VIP has been servicing my cars over the years, many years. They always did right by me. They are highly professional and knowledgeable and they always go beyond the extra mile for their customers. I will never go anywhere else to have my car serviced. Thank you VIP!Laurentiu TraineanuDate of experience: March 10, 2021",5
Rodrigue Samezard,US,"Oct 16, 2019Verified","When I open this account last week I…When I open this account last week I added a $10 credit which allowed me to make clear international phone calls. I was so excited that I have finally found a reliable phone provider. TO my recent surprise, I added another $10 credit the other day but I have not been able to hear a word from any one I have called  to date. That is not what I look for in a international phone provider.  If the quality of  service does not improve, I will have to look for one that can provide acceptable quality of service.Date of experience: October 16, 2019",2
Hailu Churnet,US,"Apr 12, 2020Verified","I should have known sooner about VIP…I should have known sooner about VIP Communications. But late is better than never, and VIP Communication is here to stay!VIP Communication is much better than any system that I have previously used, including  Whatsapp, Viber ( with all their ads and call interruptions ), and Calling Cards, which scheme on stealing money and provide poor service.VIP Communications is now my choice for connecting with friends and relatives abroad. And I am very happy with it.The system is efficient. You will discover that once you subscribe to it. You call their 800 number, next dial the access code that you are given and then call your destination number and VOILA!  You are talking to the person you wanted on the other side of the globe.Date of experience: April 12, 2020",5
Blesilda Gebreyesus,US,"Apr 24, 2021Verified","We got cut offWe got cut off.  Then it seemed like the other person I was talking to was still on the other line, but what I was hearing was a repeat of about 4 or 5 lines of what she previously had said.  I kept listening for awhile then finally noticed it.  This resulted in eating up some of my time credits!!!Date of experience: April 24, 2021",2
Theophilus Odeniyi,US,"Mar 8, 2020Verified","VIP is good for its quick connectionVIP is good for its quick connection. A friend introduced it to me thinking it is cheaper than boss revolution. But the way I am being charged, I don't think it is. For transparency, I recommend that the company should display the amount charged for each call.Date of experience: March 08, 2020",3
Gechemba Caroline Gechemba,US,"Jun 9, 2020","I have used vip for a long time nowI have used vip for a long time now. I have been very loyal, but am greatly disappointed now. How can I use $5 in less than 5 minutes. The rates changed without them notifying us, plus several interruptions while talking. Am out.Date of experience: June 09, 2020",1
Mark Graham,US,"Jan 26, 2023","SCAMMER WEBSITEI decided to try their service and the scammed me $22. I sent a mobile top up and they charged my card the payment and never sent the credit. They also refuse to give a refund and there customer service is some Indian scammer. Don't trust this website the are a scammerDate of experience: January 25, 2023",1
oluwatobi kazeem,US,"Apr 13, 2019Verified","Good customer serviceI gave a 4 star because the call setup procedure  on the website doesn’t include you calling the customer service for final setup. I did all what the procedure says but when I tried to make a call using the app, it said my pin was invalid until I called the customer service and the lady had to do something on her end.Other than this, the call clarity was awesome and having a $10 bonus was a plus.Date of experience: April 13, 2019",4
Didi,US,"Jan 20, 2020Verified","DisappointingMade just two calls and since then my calls won’t connect anymore even though I still have minutes left. Don’t know the reason for that but it is upsetting considering the fact that I left my usual Rebtel to give VIP a tryDate of experience: January 20, 2020",1
WK,CA,"Aug 5, 2020Verified","This company is not honest about their policy and agreement. Avoid it not worth of your time.One of my family member referred me to download this app. The funny part was when you download it they don’t Reward you right away the $5 free credits as per what stated on their websites. I had to call to get that credit which is not fair it should be Automatically loaded. second thing I have got charge for extra which I’ve called to see what happen and they said they charge me extra bc they will have to converted to US. So not right everyone has no extra money to fund to grow the company. It’s not like boss revolution. I won’t recommenced this app to no one who lives out side of US.Date of experience: August 05, 2020",1
Caleb Shinyega,US,"Updated Jan 29, 2020Verified","It's effective and achievingI'm so exited to be able to speak to my people in Kenya after a long absence from them. You see what; it's direct, instant and no delay of having to wait as it's experienced using wifi.Date of experience: January 29, 2020",5
Dawit ,US,"Nov 13, 2020Verified","Convenient access for international callsChecking and Reloading funds is easy and convenient. Rates for international call are average. Also dialing out is odd but you will get used to it after using it a few times.Date of experience: November 13, 2020",4
Khadija,US,"Oct 13, 2019","A total scamA total scam. The rates advertised are wrong. Being put for hold for long time to pull out the account. Another put on hold to check the account, more hold to verify the credit and the calls. When I insisted to get my credit, she said that I will only get $5 dollars credits. I asked to speak to a supervisor, I was told that the supervisor is not available. I am still waiting for them to call me back. Wafin must take out the advertisement out of their site . I will wait till tomorrow to see if they call me back. Otherwise I will report them th the authorities in charge.Date of experience: October 13, 2019",1
Daniel Admasu,US,"Jul 10, 2022","Calls to Addis Ababa DisconnectedIn the middle of phone calls to Addis Ababa, Ethiopia phone calls disconnected twice with credit remaining announcements. Never seen this interruption before. Not sure what is the problem.Date of experience: July 10, 2022",1
Alemtsehaye Geleta,US,"Apr 15, 2020Verified","1.The automated voice we first hear is…1.The automated voice we first hear is very soft. Almost not audible.2. We tried at least twice, around 2 am Kansas time and there was no connection . Why?Otherwise excellent service.Thank you,Date of experience: April 15, 2020",4
Page Chapman III,US,"May 23, 2019Verified","My account was summarily suspended…My account was summarily suspended because of a period of non usage. I was overseas and needed to use it, and that is the first time I learned about the suspension. How about a littler warning ahead of time. ???Date of experience: May 23, 2019",2
Geraldine Hickey,US,"Dec 22, 2020Verified","I have an account with VIP that I have…I have an account with VIP that I have not used for years.I called them to activate it and they were very helpful and efficient.They even applied my old balance to my new account, now that’s good honest service !Date of experience: December 22, 2020",5
S. Marshall,US,"Sep 25, 2020Verified","The problem with VIP is if you don't…The problem with VIP is if you don't log into your account for a period of time that they deem to be too long, then they close your account even if you have money on it ( as I did). In the past I would have to call them and they would re open my account again. This last time they actually closed the account and opened a brand new account and even though they did transfer my money to the new account it was just all a real pain and I decided to close my account. They did refund what money I had left on the account. I will say this that their support team are very nice to deal with.Date of experience: September 25, 2020",1
Gemeda Desta,US,"Sep 21, 2020Verified","System set up is great also loading is…System set up is great also loading is good. But connection is not good most of the time it's very difficult to hear the person on the other end not clea9 at all.Date of experience: September 21, 2020",4
Haddy Ceesay ,US,"Jul 27, 2020Verified","Hard to understand customer serviceIt was really hard to understand what any customer service  was saying... and I was kept on the phone way too long. The lady kept putting me on hold every 2 min or so.and she could not find my account, and she was wanting me to buy more stuff from them too , I keep saying no thank you.Date of experience: July 27, 2020",3
Ree,US,"Mar 13, 2020","Services suck at timesAt times when you on the phone there is backgroung noise which forces you to hang up then try call again for the line to be clear. This has happened to me several times and i hate it. Also other times  when you try to call, it doesnt go through, so you are forced to call another time.Date of experience: March 13, 2020",3
Ida P,US,"Dec 14, 2020Verified","I'm so disappointed with VIP calling…I'm so disappointed with VIP calling card , l have been trying to make calls for a whole week...try to get someone to assist me but nothing.Date of experience: December 14, 2020",1
Aisha Conteh,US,"Sep 24, 2020Verified","Satisfied CustomerI needed help in making calls using my VIP account and a representative from customer service was able to walk me through the process with tremendous patience...thank you! Great team, great customer service!Date of experience: September 24, 2020",5
Mary smith,NG,"May 17, 2023","Those who expect to reap the blessings of freedom, must, like men, undergo the fatigue of supporting it. ~ Thomas Paine Sharing my thoughts to youThose who expect to reap the blessings of freedom, must, like men, undergo the fatigue of supporting it. ~ Thomas PaineDate of experience: May 17, 2023",5
John Osayawe,US,"Mar 3, 2019Verified","Your services is very poorYour services is very poor. I paid $10.00 for weeks back for phone calls to Nigeria. I tried that same day, I was not able to make any calls. Tried Today, 3/3/2019, the same result. I called customer service and they wee not able to resolve the situation either. Please I want my money refunded in full or I will dispute the charges with my credit card company. You have a week from today to do so before I file a dispute with my credit card company.Date of experience: March 03, 2019",1
Mohamed Altaib,US,"Jul 19, 2019Verified","the communication is very clear and the…the communication is very clear and the voice is never ever cut it , I'm so happy my friend  told me about you , thank you VI PDate of experience: July 19, 2019",5
Donald Parks,US,"Feb 14, 2020Verified","HelloHello. I really like. The help I received. Chime customer service the professional and courteous and help me out with a problem I had. Thank you, and I will always keep on using the service.Date of experience: February 14, 2020",5
Edwin Kimani,US,"Dec 15, 2019Verified","InquiryWhile making calls I am constantly disconnected, only to hear my account balance. Why? I still have sufficient funds.Date of experience: December 15, 2019",3
Julia Vitanza,US,"Dec 28, 2020Verified","Too many interruptions during my call…Too many interruptions during my call to my ill brother in the hospital. I was cut off by VIP 3 times. That is unacceptable.Date of experience: December 28, 2020",1
Adetayo Dina,US,"Dec 30, 2019Verified","The best way to enjoy the service is to…The best way to enjoy the service is to download the app.  I love the app's ability to access my stored contact, thereby making the call process easy.Date of experience: December 30, 2019",5
Gertruede Amoani,US,"Mar 11, 2020Verified","I had an representative who had a good…I had an representative who had a good knowledge about the product. I was very satisfied. I will recommend your company to my friends, thank you.Date of experience: March 11, 2020",4
Consumer,US,"Jan 7, 2020Verified","The call kept being disconnected to…The call kept being disconnected to tell me the balance. I did not appreciate that. It forced me to keep re-dialing to continue with my conversation. Not coolDate of experience: January 07, 2020",2
Emebet Foster,US,"Mar 26, 2020Verified","I like how clearly I can hear the orher…I like how clearly I can hear the orher person put it keept cutting me off.  I have to call again to finish the conversation.Date of experience: March 26, 2020",4
Getachew Nedaw,US,"Oct 7, 2019Verified","Hi this is Getachew last week you had a…Hi this is Getachew last week you had a promotion .I Sent my loved credit . But you sent them the same amount . That means without promotion . Why you do not gave me a promotion ?Date of experience: October 07, 2019",5
Imane ,US,"Jul 5, 2019Verified","I have been with another company for…I have been with another company for the past 22 years! I switched to VIP and was a bit nervous! The results were amazing! It was a quick, easy process! And the quality of the calls are excellent! Highly recommend this company! I wish I switched from long time ago!Date of experience: July 05, 2019",5
Sarah,CA,"Aug 21, 2019Verified","HorribleHorrible! ! Paid,  needed to make a phone call! Nothing  works!  Tried to call you at Customer service,  no answer ! Just terrible!Date of experience: August 21, 2019",1
PATRICK MCEVILLY,US,"Sep 22, 2020Verified","Best customer service experience I've…Best customer service experience I've had ever.  Lady was awesome and answered all questions first time.Date of experience: September 22, 2020",5
Rebecca ,IE,"May 23, 2019Verified","Great customer service!Resolved my issue diligently, followed up with me and made sure everything was working well. Great team!Date of experience: May 23, 2019",5
