Username,location,date,content,Rating
Cyrus Choksi,CA,"Dec 18, 2024Verified","Easy to use, clear connectionEasy to useClear connectionEasy to top upAuto dialing is greatDate of experience: December 17, 2024",5
Jayciana,US,"Dec 6, 2024Verified","most of the time connection is…most of the time connection is successfull.  sometimes the connections shows busy or does not get connection.  overall it is ok.Date of experience: December 05, 2024",4
Asit,US,"Dec 9, 2024Verified","Remaining minutes - Add unused monthly minutes to my normal balance . I don’t know why it’s not possible and customer service says a clear “No” . Can you guys be thinkful on it ? Date of experience: December 07, 2024",1
NB,US,"Sep 13, 2024Verified","To make calls to India phone numbersTo make calls to India, I have been using it via a local number as well as the KeepCalling app without issues as the ones that I call do not have WhatApp, etc. Both options can call using stored Speed Dial numbers.  The per minute rate is good.  Recharging the calling card online is easy and quick.  When visiting India, use the KeepCalling app too for reaching India phone numbers as I myself do not have India phone number.  Highly recommended.Date of experience: September 11, 2024",5
Vara Kakarala,US,"Dec 11, 2024Verified","better price, quality serviceGood service at reasonable price.Date of experience: November 24, 2024",5
Avi Joshi,IN,"Sep 19, 2024Verified","Excellent clear voiceExcellent clear voice. Great for persons who live abroad and have an Indian telephone number. You can still maintain your contacts in India with Indian mobile number at a fraction of cost.Date of experience: September 17, 2024",5
shankar iyer,US,"Oct 31, 2024Verified","Always easy to use--- easy connectionAlways easy to use--- easy connection. No drop in calls/during calls. Clear. Haven't had any single issue in the years I have using the serviceDate of experience: October 29, 2024",5
Krishna Srivastava,US,"Jun 27, 2022Verified","Dear PhoneIndia Management & Service TeamDear PhoneIndia Management & Service team,I had used few others phone services to call India, and may company calls me. But, I've been extremley impresssed with your service since I joined about a yr back or, so. Your quality of calls, connection etc is outstanding regardless what city I call in India. plus your cost is also very resonable. I get calls from many company to call India with cheaper deals etc, I completely ignore, and I'm very impressed with your service. Great job Phone India team, Feedback from a retired Management individual from one of the world top 3- automotive company.Thank You & Have Great day.Date of experience: June 27, 2022",5
Deena Dayalan,US,"Mar 6, 2022Verified","View from CThrough!Pretty easy to operate, connections and communication are good, no hidden charges, very straight forward, site is very easy to operate and informative, features are good. What else can I say? I am with phoneIndia for many, many years and I have no complaints about them. I have no hesitation to recommend them to others.Date of experience: March 06, 2022",5
Ratan Bhattacharya,US,"Jun 14, 2023Verified","I am using the PhoneIndia services fo4 7 yearsI am using the PhoneIndia services for over 7 years now. I call using the KeepCalling app and the calls to India are smooth, disturbance-free, and errorless. I will recommend anyone who wants to call India for a cheap rate they should try PhoneIndia plans.Date of experience: June 13, 2023",5
Baishakh Mishra,US,"Nov 5, 2024Verified","Great Service I have been using their service since 2015. The call quality is great and price is low. Features like speed dial - makes it really easy to use the service. Can’t ask more. Date of experience: November 04, 2024",5
Mohammedali Zafar,CA,"Nov 13, 2024Verified","Excellent long distance phone facility Great experience and easy to handle the super facility. Keep it up Date of experience: November 12, 2024",5
Indira Mysore,US,"Sep 19, 2024Verified","Poor customer service While the service is ok the customer service is poor . I am confused about the difference between phone India vs keep calling . They are different sites but app says keep calling . My account I was told is with phone India , not keep calling . When I asked the customer rep , he kept repeating they are different stores , not what the differences are . I know they are different stores . Why do we use that App , not the site ? Confusing where my account was. Date of experience: September 18, 2024",3
Pushpinder Singh,NZ,"Jun 14, 2023Verified","I am using it since longI am using it since long. I think I starting using it about 12 years ago. Going great. Very nice voice quality, no hidden charges, easy to make a call through app. After making payment for voice credit it immediately show in app.Date of experience: June 11, 2023",5
CS,US,"Oct 22, 2023Verified","High availability and hassle free callsHigh availability and hassle free calling.  No Pin needed once set up on phone.  Easy online account maintenance, convenient plans.Date of experience: October 20, 2023",5
vick,IN,"Sep 19, 2024","Worst service Liar and scamming people…Worst service Liar and scamming people , don't use this useless scamming Website.And you phoned India here is my account email address vikholland12@ gmail.com You scammed and didn't refundy money I have all proofs and emails from you and go go for lawsuits soon Date of experience: September 19, 2024",1
Ketan Vedpathak,US,"Apr 24, 2022Verified","Great serviceThanks for providing a great service.However, it must be mentioned that off late (past couple years), we're getting lot of background noise during our calls.This is not the noise introduced by either caller or receiver. It almost sounds like there's someone taking like in a parallel connection.Date of experience: April 24, 2022",4
"David R. Abraham, Ph.D.",US,"Sep 12, 2024Verified","ProfessionalEase of use in making calls, adding frequent numbers called, payment, and other ways.Date of experience: September 11, 2024",5
Aman Thakur,NZ,"Oct 2, 2024","Be aware people this website is a scam…Be aware people this website is a scam , i topped up $27 , money is deducted from my bank  Account, order is still not complete! I send  them mail as well still not received any reply , my order number is 7591728Date of experience: October 02, 2024",1
Jitendra Kumar Kakkar,TH,"Sep 23, 2023Verified","You should have 365 days validity or…You should have 365 days validity or higher than this package for Indian numbers with people living in Thailand or other foreign countries.Thank youDate of experience: July 05, 2023",5
RAVI JASTI,US,"May 15, 2023Verified","connection is not going thru even…connection is not going thru even though I am entering the correct phone number in correct format. after few trials, the connection goes thru. I get the message saying that ""entered invalid number"" some times even after just 5 numbers. I was typing them at normal pace.Date of experience: March 04, 2023",4
ramesh varanganti,US,"Nov 4, 2024Verified","Best quality.Best quality.. always available.. using over 8 yrs now..Date of experience: November 02, 2024",5
Mercy,US,"Feb 12, 2023Verified","This is too good and able to connect…This is too good and able to connect with loved ones always whenever needed.  Especially seniors who cannot access other online applications to make those calls.Date of experience: February 11, 2023",5
olga,GB,"Jun 21, 2024Verified","Good rates, best I found on googleGood rates best  found on google, don’t take some unreal unneeded fees. Straightforward, I used this website few times and will still be using it. Very good. Date of experience: June 19, 2024",5
Bobby Mehta,CA,"Mar 5, 2022Verified","After having tried various phone call…After having tried various phone call services offered , I find this is probably the best service as far as the value for money and the connection voice quality.Date of experience: March 05, 2022",5
Govindarajan Jagannathan,FR,"Jun 21, 2023Verified","We have been using this between France…We have been using this between France and India  for the last10 years or so. We always had smooth and reliable experience at an economical cost. mainly, it was useful to talk to elders who are not still easy with WhatsApp and like.Date of experience: June 19, 2023",4
Kanti Patel,US,"Jun 23, 2022Verified","Very good PhoneindiaIt’s very easy to add money and very convenient to call and talk . No dialing PIN number, directly call your numbers that’s you calling . Very good voice too .Date of experience: June 23, 2022",5
Rejane,GB,"Jul 2, 2024Verified","GREAT COMPANYGREAT COMPANY! Clear calls and great prices. I recommend Phone India to all my friends and family members. Thanks Phone India!Date of experience: July 01, 2024",5
Shashikant Patil,US,"Nov 17, 2024Verified","I never had trouble with service or…I never had trouble with service or billingDate of experience: November 16, 2024",5
Radhika Isola,US,"Sep 4, 2024Verified","Easy to access my accountEasy to access my account. Instant refill of minutes. Clear connection.Date of experience: August 06, 2024",5
R Kanthan,AU,"Jun 19, 2023Verified","Most of the times it is working very…Most of the times it is working very well, but unfortunately rarely things go bad. we accept in complex communication world, it does not work well all the time.Date of experience: June 16, 2023",4
Dharmendra Sinha,US,"May 9, 2022Verified","Happy CustomerI'm very happy with the services and the call quality to foreign countries is very nice. I would recommend others to try this service.Date of experience: May 09, 2022",5
Sunaina Sharma,US,"Updated Jun 6, 2024Verified","There is no direct custom contact…I don't like that there is a no direct phone number to Contact a live representative to discuss the issues. Therefore, I would appreciate to have a direct communication line to talk with an agent to solve issues which lately I have. Please provide me a live agent number. Date of experience: June 04, 2024",3
Venkata Adavikolanu,US,"Apr 23, 2024Verified","Been using it for more than 4  yearsBeen using it for more than 4  years. Very convenient, very reasonable and good connectivityDate of experience: April 22, 2024",5
Priya Praveen Kumar,NZ,"Nov 2, 2022Verified","Using for more than 10years with no…Using for more than 10years with no issues. Only thing is app can be bit more useful in letting us top up when we need more minutesDate of experience: November 02, 2022",5
csd,US,"Nov 13, 2022Verified","Calls To IndiaCalls are connecting to India, and call quality is good.  Also, the speed dial feature is excellent.Date of experience: November 11, 2022",5
Satadru Bhattacharya,GB,"Apr 2, 2024Verified","Mighty little useful appMust have app for dialling non-WhatsApp and toll-free international numbers at a very reasonable rate - top-ups as low as £2 (₹200) which can provide up to 2-3 hours of call-time to UK, US and EU countries from India.Date of experience: March 31, 2024",5
