Username,location,date,content,Rating
robin dobson,GB,"Dec 22, 2024Verified","The order arrived 1 day early less than…The order arrived 1 day early less than 3 days and well packaged. We already own a larger tablet from Oukitel and find it works very well and is well made. We now have a rugged 8"" tablet which is very good quality for the price paid and works well. Battery life is good and you can hold it in one hand ok as it is well balanced  even though it has a large battery. it looks the part stylish and rugged. I would say by the look and feel of it that it would survive a drop and on examining the charging port/ sim opening that it would definitely be waterproof. I am more than happy with both my Oukitel purchses.Date of experience: December 17, 2024",5
Signora Nawal,IT,"Dec 21, 2024","I haven't tried the products of this…I haven't tried the products of this brand (oukitel) yet, which seem good from reading the comments. I hope to try one of their products soon and give my honest opinion and share it on this page and on social media.Date of experience: December 20, 2024",5
Aidallogoni,AL,"Dec 10, 2024","Oukitel P1 just purchased in 11.11…Oukitel P1 just purchased in 11.11 sales with good discounts and is amazing .Bought purple 💜 Oukitel P1 it has a lot of great futures .A real bargain price with huge storage 8 GB RAM+256 GB ROM big enough to install many applications.I mostly wanted it because it's android 14.0 which means better system and faster data and because it supports 5g network .The smartphone is lightweight and beautiful design it arrived with screen protector and a spare one also the case . Recommend it and the store service too Date of experience: December 07, 2024",5
Pixie,GB,"Dec 12, 2024","⚠️⚠️⚠️ W39 Worst phone I have bought ever!!⚠️⚠️⚠️  W39 Worst phone I have bought ever!!! ⚠️⚠️⚠️After months of STILL waiting for a return label and refund, but yes you guessed it... Nothing.amazonoukitel.com Where's my REFUND?????⚠️⚠️⚠️⚠️⚠️ No return label or refund, even though in the email to my daughter they stated full refund. November 7th . Still no refund and no reply to messages.December 12 yes you guessed it. No refund!!! Date of experience: July 13, 2024",1
Paula Cruz,PT,"Dec 21, 2024","I own a mobile phone and I'm very happy…I own a mobile phone and I'm very happy with it, it's fast and I love the photos taken with the phone. Date of experience: January 15, 2024",5
Ajmal O,PK,"Dec 6, 2024","Oukitel is name of quality Oukitel is name of quality Oukitel manufacturing both rugged and sleek smartphone and tablets.In Budget price , with advanced features. Oukitel P1 is perfect.Date of experience: December 06, 2024",3
Robert Wallen,DE,"Dec 11, 2024Verified","Great RT7 Titan, bad tabletstand. Maybe productiondefaultBought the RT7 Titan. In my opinion the best Tablet I've ever had. Only the Tabletstand ist to weak. Itself ist very massiv but the hinge ist not strong enough in a angle of more of about 100 or 110 degrees. Ordered a new one for proudly 45,00 USD. Looking forward for the new one. I hope it will better working. P.s.: My save-coupon was not accepted. Very pitty.Nevertheless many greetings an thanks for the great RT7Date of experience: December 11, 2024",5
George Chen,TW,"Updated Dec 30, 2024Verified","You ssales clark help me to add Taiwan…Your sales clark help me to add Taiwan area. Truly helpful! Great shopping experience!❤️Date of experience: December 16, 2024",5
Mindy Sharp Gaines,US,"Dec 10, 2024","Oukitel Phones are the bestOukitel Phones are the best! I'll never buy another phone. They're very sturdy & reliable. The customer service is great. I love the camera as wellDate of experience: December 10, 2024",5
Mark Grancy,PH,"Dec 18, 2024","Devices that exceeds expectationsDevices that exceeds expectations. Plus great costumer service. Easy recc!Date of experience: November 09, 2024",5
