Username,location,date,content,Rating
TBR,NL,"Dec 19, 2024","Big scamBig scam. The product downloaded looked promising. But if you buy the activation it is not working and you have to download again the Ontrack software which is different ADN TOTALLY NOT working.DO never buy from this companyDate of experience: December 19, 2024",1
Carolina,US,"Dec 14, 2024","YOU WILL NEVER RECEIVE YOUR PACKAGE.YOU WILL NEVER RECEIVE YOUR PACKAGE.For 3 days my package was showing as ""out for delivery"" On the third day, magically I received a message that package was delivered. I was home. It was never delivered.I tried many times to talk to a human, but they only say that my package is delivered and stop communication.. This is a nightmare. If LASERSHIP/ONTRAC are not scam, they are definitely the worse company ever.Date of experience: December 07, 2024",1
Donny Klaehn,US,"Nov 5, 2024","I applied for a sales job working from…I applied for a sales job working from home.  This woman Sunny from HR asks me for a copy of my 4 yr degree and a Copy of my W2 - after I sent this job references. One of my job references contacted me. In 30 years I have never had any company violate my rights and ask for personal info.  I told this woman she was breaking the law and shove this job up her butt ---DO NOT APPLY HERE  Date of experience: November 04, 2024",1
Valentino Siviero,IT,"Sep 27, 2024","best softwareDuring my work as an electronics and telecommunications repairman, these days I had a problem with a 256 GB USB stick that was probably already too full and when storing the last data it entered RAW mode in read-only mode.The system recommended formatting?? I had data of my family members inside, I tried many software, but without results and searching online I found Ontrack Easy RecoveryI paid the subscription and received the software with the activation key, then I immediately put the tool to work which took 56 hours to extract and convert the data 96.8% practically all the memory.I have to thank Paul Huggins who kindly gave me some important tips right away. Date of experience: September 23, 2024",5
Dan Ismailescu,US,"Aug 16, 2024","99.9% recovery rateI do not have enough words to describe how grateful I am to Ontrack for saving me 15 years worth of work. I am a college professor and had over 220,000 files on a hard drive which I accidentally dropped. Thousands of hours of work which could have been lost if not for Ontrack. They managed to fully recover all but 217 files. This is 99.9% rate of success!!  I rarely leave reviews but their service was absolutely out of this world. And I may say for a very reasonable price. Kudos to Ontrack for providing top notch service. I will gladly recommend them to anyone who is in the unfortunate position of losing access to their data. Date of experience: August 16, 2024",5
Mark Gordon,AU,"Jul 20, 2021Invited","Fantastic, friendly serviceOntrack provided fantastic service in respect of data recovery due to a hard drive failure. The staff were friendly, and very open and honest about the whole process. No hidden fees or caveats, we knew what to expect right from the start. Regular updates on progress were sent to us. And above all else, Ontrack treated us with respect and compassion - we didn't feel like 'just another job'. Cannot thank them enough for their efforts. Highly recommend them and the service they provide.Date of experience: July 20, 2021",5
Litfin,US,"Mar 21, 2023","I highly recommend Ontrack!I highly recommend Ontrack!  Steller customer service and they keep you informed along the entire process.  Very easy to set up an account, track, pay, and pick-up.  They were able to recover ALL of my data from an external hard drive that just suddenly stopped working.  The external hard drive had over 211K of documents, photos, etc.Date of experience: March 19, 2023",5
happywithOntrack,US,"Aug 16, 2021","High Tech gentlemen in Ontrack, highly recommendOur data lost due to sudden power off. Our IT guy couldn't fix it and recommended Ontrack to us. We contacted Chris on Tuesday. He sent us an overnight pre-paid Fedex shipping slip with packing instruction. He received our hard drive on Wednesday and finished the job on Friday. Chris even thoughtfully confirmed with us whether the weekend hard drive delivery is safe or not. We picked up Monday delivery and we got it in the early Monday morning. See, super fast job and our data was completely recovered. Moreover, what we are happier with is Chris kept updating the job status by phone calls or e-mails. Over all, Ontrack is very trustable and very professional on job. They deeply cares the customers' needs.Date of experience: August 16, 2021",5
Matthew ,US,"Jun 12, 2022","iPhone damaged by salt water completely…iPhone damaged by salt water completely dead. Ontrack offered a reasonable price for recovery compared to other big companies. Excellent communication. Fast service. Professional company. No fee until they evaluate the iphone and tell you likelihood of success. 1TB hard drive included in price. They give you both the raw files sorted and a iphone backup which you can immediately restore your new iphone too. On Mac, copy the file to ~/Library/Application Support/MobileSync/Backup. Would definitely use again!Date of experience: June 12, 2022",5
Nina,GB,"Updated Sep 26, 2024","Poor value for money and not what I requested.The data recovery took 3 months to complete and the only information it downloaded were the files and info they KNEW I already had along with operating system info etc. which I specifically said I did not need (I asked for documents, images and downloads from a given time period.) When I complained I was told I could have the info I requested but had to pay even more money. Complete con. Date of experience: September 07, 2023",1
