Username,location,date,content,Rating
Pags,US,3 days agoVerified,"Great gear at a great priceI found exactly what I was looking for in these dimmer packs and, importantly, at a great price. I was worried when there was a shipping delay but I think that was on the part of USPS and not UsedLighting. And it didn't matter, anyway, because they arrived in time for my event, worked perfectly with my equipment, and I'm sure will continue to serve me well for years to come. Thank you! Date of experience: December 13, 2024",5
Brodon Creative Media,US,3 days agoVerified,"Always an amazing customer experience We've been a customer for years. Service is spectacular. Becky H. is always in touch with quick details and updates on every purchase.  Date of experience: December 07, 2024",5
Dante Mireles,US,4 days agoVerified,"I ordered the Swisson X-WL DMX…I ordered the Swisson X-WL DMX Transmitter and it works great the picture is a little misleading cause I thought I was receiving the X-WL DMX Reciever as well. Date of experience: December 12, 2024",5
Josh,US,6 days agoVerified,"Jamie!Jamie!!  She is the one who made my experience so great. She got me out of a bind within a few minutes. and everytime i see her she is so helpful and genuine!  She is the true reason i even use Used Lighting.  Date of experience: December 07, 2024",5
MitchS,US,"Jan 1, 2025Verified","Fast, Reliable, and Good ProductsThe shipping was fast, very well packed, and the product arrive in tact!  The price was unbeatable and I've enjoyed working with the Used Lighting team for each of my transactions.  Date of experience: November 25, 2024",5
Aspen Productions,US,5 days agoVerified,"Great valueGreat value. Super easy to buy and received quicker than expected.Date of experience: December 04, 2024",5
Bamasoundguy,US,"Dec 24, 2024Verified","Also a top notch experience and will always coming back. I've ordered several things from Usedlighting.com and have always been super impressed with how good of a condition the gear is in and the care and professionally way it is packed. Everything always arrives in excellent condition. Most gear also comes with the original accessories that no one else seems to give you. Shipping was quick and fair priced. Thanks so much! Date of experience: November 18, 2024",5
Chani Ninneman,US,"Dec 31, 2024Verified","Happy customer!This was our third order with UsedLighting.com - each time they've been fast, friendly, and professional. No complaints, will order again!Date of experience: December 02, 2024",5
Jef from nOt rEALITy cREATORs,US,"Dec 23, 2024Verified","The highs and lows of a good deal.Man Black Friday, screaming deals screaming deals. I got a power distro that's perfect for spot towers, perfect absolutely perfect! I also got a little six channel Elation sc6. I ordered away and all was good so I thought. Well, I had to check and see what was going on with my order. The expensive and large part of it had not arrived with the small inexpensive part of it. Upon checking I was informed that there's a lot of Black Friday deals going on and that they had overlooked it... my deal was a Black Friday deal... But that is irrelevant. They got right on it and I got tracking information the next day! unfortunately it went FedEx... It took about 4 days to get from Las Vegas to Seattle. But once it arrived it was a beautiful baby distro! Her name is Disty. And we are going to love her and give her compassionate guidance and someday she hopes to power a presidential debate or a rock show one or the other. Date of experience: November 19, 2024",3
Courtney,US,"Dec 27, 2024Verified","Great TransactionOrder shipped in a timely manner, great transaction, item exactly as described!  Thank you! Date of experience: November 27, 2024",5
MHI Lighting,US,"Dec 24, 2024Verified","Good experienceI have purchased a number of items from Used Lighting and everything has arrived just as advertised, serviced and ready to go.Date of experience: November 25, 2024",5
David G,US,"Dec 30, 2024Verified","They care about your orderI needed shipping completed before the Thanksgiving holiday and the Used Lighting crew made sure it happened.Date of experience: November 27, 2024",5
Brian,US,"Dec 19, 2024Verified","Excellent customer serviceI was a bit disappointed when the box arrived with a broken fixture. But, Matt had a new one on the way pretty quickly. The customer service was great. We haven’t tested the lights we got yet, but they looked to be in good shape. Date of experience: November 20, 2024",5
Chaz,US,"Dec 17, 2024Verified","Exactly as promised and priced right.Items were exactly as described and in fine working order.  We are happy to add these units to our fixture inventory.Date of experience: November 18, 2024",5
MaximilianHuber,US,"Nov 8, 2024","Awesome product...This site is awesome. The gear I purchased was still in great shape, even with some slight signs of use. Customer service was fantastic, and helped out immediately when I realized there was an item missing from my order. I would recommend this site to any industry professional looking for used gear.Date of experience: October 28, 2024",5
Victor Tilley,CA,"Nov 9, 2024Verified","As an international buyer it was great…As an international buyer it was great to have a quick detailed email from Used Lighting to liaise between us and the vendor. They have always provided excellent support in all purchases and this one is no different. I shop with confidence - and feel protected with UsedLighting.com.Date of experience: October 11, 2024",5
Mike Lynn,US,"Dec 19, 2024Verified","Good company to buy from Packing was done well nothing damaged in shipping and everything was in good working condition as described. Date of experience: November 20, 2024",5
Hudson Schlumberger,US,"Oct 10, 2024Verified","Wonderful experience with Usedlighting.comFirst major purchase from usedlighting.com, product arrived quickly on time. Packaging was very protective of the 2 lights I purchased, both fixtures were in factory settings. Overall great site to purchase from will do again in the future.Date of experience: September 04, 2024",5
Brent Schmidt,US,"Jan 3, 2025Verified","Great fixtures and they pack the gear…Great fixtures and they pack the gear amazingly!Date of experience: December 02, 2024",5
Happy Customer,US,"Dec 17, 2024Verified","We got exactly what we ordered in a…We got exactly what we ordered in a timely manner. It was packed safely and the instruments work perfectly.Date of experience: November 18, 2024",5
customer,US,"Dec 10, 2024Verified","Was contacted directly by a real humanWas contacted directly by a real human. And had help with any questions along the way. Great customer service Date of experience: November 11, 2024",4
LVD,US,"Jan 1, 2025Verified","ExcellentFast shipping, well-packed, gear works!Date of experience: December 03, 2024",5
Patrick Amador,US,"Jan 31, 2024Verified","Excellent selectionExcellent selection, great prices, and the gear works. I can't ask for more. I bought an Ethernet-DMX distribution node and convertor, saved over $4000 vs buying new. It's has cosmetic damage from hard use, however I tested the unit and the internals are working just fine. My console now has 8 universes and I have more money for lights. Fast, secure shipping was a cherry on top. I'll be doing more business here in the future.Date of experience: January 03, 2024",5
Elijah Mizysak,US,"Nov 29, 2024Verified","Great lighting!Great experience! The power cords were missing from my order, but other than that, would definitely use again!Date of experience: October 31, 2024",4
Darren Dunn,US,"Dec 12, 2024Verified","The process of giving me updates on…The process of giving me updates on each movement in till I received the gearDate of experience: November 13, 2024",5
Doug Magnussen,US,"Dec 17, 2024Verified","Fast shippingFast shipping, and always reliable gear.  I always know I will get what I need.Date of experience: November 14, 2024",5
Steve D,US,"Sep 12, 2024Verified","I trust Usedligting.com for purchasing used gear.I trust Usedligting.com. I have purchased serval pieces of lighting gear from Usedligting.com over past few years. My latest purchase was of a used Yamaha 16 audio mixer, and so far I have not had any negative issue with it. It arrived in a very sturdy road case. Date of experience: August 14, 2024",5
michealcbell,US,"Nov 21, 2024","Tell Your Friends!Great products, at affordable used prices. Customer service is quick with responses via email and chatDate of experience: November 12, 2024",5
Seitel Lighting,US,"Sep 7, 2022","I can't rave enough about Becky at…I can't rave enough about Becky at usedlighting.com.  I've made many purchases through the years, and each and every one, she diligently and cheerfully ushers me through the process of negotiating shipping with the vendor and helps me smooth out any issues with my orders.  It's because of Becky that I turn to usedlighting.com for all my capital equipment investments.Date of experience: September 07, 2022",5
Matt Recchia,US,"Jun 29, 2024Verified","Tell Your Friends!This site is awesome. The gear I purchased was still in great shape, even with some slight signs of use. Customer service was fantastic, and helped out immediately when I realized there was an item missing from my order. I would recommend this site to any industry professional looking for used gear. Date of experience: May 07, 2024",5
Andrew,US,"Aug 8, 2024Verified","Good customer service + communicationEasy to browse and check out, and quick communication from account manager in regards to order status. Shipped fast, and was palletized well + all units arrived just as described on the listing.Date of experience: July 10, 2024",5
Andy Gordanier,US,"Dec 10, 2024Verified","My experience is always exceptionalMy experience is always exceptional. Great communication, fast shipping, and all products are exactly as advertised.Cannot say enough good things.Date of experience: November 11, 2024",5
customer,US,"Dec 24, 2024Verified","It was a very easy purchaseIt was a very easy purchase. Fast shipping and packaged well. Date of experience: November 25, 2024",5
Bill Nobes,US,"Jul 11, 2024Verified","Great fixtures, good pricing, excellent packing.I generally have terrible experiences with used gear. One rare exception has been UsedLighting.com. This is my sixth order (I think) and I have never had any issues with any of the fixtures I have purchased. This order was for three Robe Spikies. Great lights with only slight wear and tear and a fraction of the retail price. Note: I stick with ""UL Owned"" because I trust them to have checked the gear and to pack it well.Date of experience: June 11, 2024",5
AVOS’ agency,US,"Nov 11, 2023Verified","We have come to trust the parent…We have come to trust the parent company over the years so we expected the same for usedlighting and we were right! Everything we have purchased has come in the exact condition described. We appreciate the communication and willingness to answer any questions we had as well. Thank you Used lighting!Date of experience: October 14, 2023",5
J Frink,US,"Jan 3, 2023Verified","Honest and ReliableI have made a number of purchases from UsedLighting.com.  I feel confident working with them knowing that they are part of the larger 4Wall family and I get the expertise and support that goes along with that.  We have picked up everything from moving lights to old school Molefay 9-Lights.  The prices are good, shipping is reliable, and they are honest about the condition of the equipment.  They have been and will continue to be my ""go to"" for used equipment.Date of experience: November 23, 2022",5
customer,US,"Dec 17, 2023Verified","Give them a call! Very helpful people.Used Lighting was very helpful in getting me the information I needed on some used gear and helped me make an informed decision. The product came quickly and appears to be in great shop, it shipped faster than expected even.Date of experience: November 17, 2023",5
Ruthann,US,"Nov 2, 2023Verified","Happy with the serviceI ordered the lights for our community theatre so I had them delivered to an address a little out of the way. There was a bit of confusion on the delivery, but the contact at used lighting did the follow up with the shipping service, found answers to my concerns and  made sure it all worked out.Our theatre purchases lights from used lighting whenever possible and we have been very satisfied.Date of experience: October 05, 2023",5
David Halver,US,"Updated Jun 30, 2023Verified","Wake Up! The ONLY source for Used Lighting!I've been buying used Lights from you guys for, geez ... 12-15+ years!?  First in Las Vegas getting super deals on old Fresnels (some marked MGM!) and a bunch of other vintage lamps (man, wish I'd kept some for myself); then here in LA (ONLY online place to Buy from in USA)!  By the way, if you've never dealt with these Guys, you'll be blown away by the High Quality of the way they Pack & Ship them!  Total 100% over-the-top Lighting Pros!Date of experience: June 02, 2023",5
Steve Kagan,US,"Oct 11, 2023Verified","Quick and easyA simple and easy to use website full of the information needed to enable a secure purchase. When the gear is in LA local pick up is offered. The shipping options are quick and carefree. I make many purchases each year due to the quality and purchase prices.Date of experience: September 12, 2023",5
Ricardo Cuento,PH,"Jun 6, 2023","A High Recommended shopI been looking for ligths that fit iI been looking for ligths that fit in my back yard,then a sales person step forward to me,approach of some help,so very impressived he got what I need,and he check the items and packed in secured,worked perfectly.so this company Usedlighting is a highly recommended in lighting equipment.Date of experience: June 06, 2023",5
SRB,US,"Oct 23, 2024Verified","Great productsGreat products, at affordable used prices. Customer service is quick with responses via email and chat Date of experience: September 25, 2024",5
customer,US,"May 20, 2024Verified","Will Be Buying AgainUsedlighting’s customer service has gone beyond expectations and has always been super helpful if a problem arises. I have had no issues getting the products I ordered or if I do they fix it immediately. Will definitely be buying again.Date of experience: April 22, 2024",5
customer,US,"Dec 26, 2023Verified","Great qualityPurchased a DMX Iris and it works incredibly well. I've been tracking the prices for years and this was the lowest I have seen. I immediately used it in a production of Pride and Prejudice and the iris was excellent quality. Thanks!Date of experience: October 26, 2023",5
Allan,US,"Nov 16, 2024Verified","Great Working ProductsFixtures were in great shape! Packed very nicely. Arrived in fast time. Definitely will order more ! Thanks!!! Date of experience: October 19, 2024",5
Production Manager,US,"Jan 11, 2023Verified","Excellent pricing and supportRecently took advantage of the Black Friday deals and had a great experience working with the staff and through the website. The moving lights we ordered have really improved our capabilities. This is not the first time I've worked with this company and will not be the last.Date of experience: November 24, 2022",4
Jake A.,US,"Dec 29, 2022Verified","Easy and awesomeEasy and awesome. UsedLighting had what I needed, sent it as quickly as they could, and followed up to make sure everything was as expected. They are my first stop when looking for lighting and I'd definitely recommend them!Date of experience: December 05, 2022",5
customer,US,"Jul 11, 2023Verified","Great Pricing, Fast ShippingUsedlighting.com offers affordable pricing for gear that is in working condition without need of repair or replacement. I was surprised at how new the used gear from their site actually arrived.Date of experience: June 13, 2023",5
NLHS,US,"Apr 5, 2023Verified","High School MusicalNeeded to get a few lights for the theater at our kids school, and immediately went to usedlighting.com and ordered what I needed.  They shipped quickly and arrived well packaged.  Worked perfectly (as expected) and they were hung and circuited within just a few days of being ordered.  Thank you.Date of experience: March 08, 2023",5
