Username,location,date,content,Rating
RJ,US,14 hours ago,"Fire BlanketsHello, I had a great experience received my order with no issues, However I have a friend who placed an order before Christmas, they were paid and email sent they were “on the way”, but she never received them.  She has reached out but can’t get a response ftom Prepared Hero.Date of experience: December 18, 2024",5
Bob Lawrence,US,22 minutes ago,"I can only reply to the ordering and…I can only reply to the ordering and shipping aspects considering that I am yet to use the product. Truthfully, I hoping to not have to use it.Nevertheless, I am delighted with the packaging and the apparent ease of use. The time from ordering to receive ink was a bit longer than expected; when the products arrived they were well packaged and seem to be in good working order.Date of experience: January 07, 2025",4
Cris moffett,US,A day ago,"Makes a great giftMy purchase was so that I could present them as gifts for Christmas. Each one who received one was so thankful after seeing advertisements about a fire blanket. No one has had to use it yet, thank God but it feels good to have a great plan in case it does, thank you Date of experience: December 25, 2024",5
Lorrie H.,US,21 hours ago,"Best Christmas Gifts!I gave these as gifts to my family/friends.  Everyone was really grateful and I feel so good about giving them away to help protect them from a possible disaster.Date of experience: December 25, 2024",5
KH,US,5 days ago,"Everyone who sees these blankets loves themI ordered a 4-pack of blankets before the holidays, one for my kitchen and three for my son who is a recreational welder; the order arrived very promptly and when my sister saw my son open his gift, she immediately said she wanted one for her kitchen so I am placing my next order now!  Everyone loves how much easier and cleaner the blankets are than a fire extinguisher.  I am glad I saw them showcased on Good Morning America!Date of experience: January 08, 2025",5
Lorraine Jackson Wise,US,6 days ago,"Prepared Hero Complete Fire Safety Kit ReviewThe experience was very positive. My daughter gifted me with one Prepared Hero Fire Blanket, which enticed me to purchase more. So, I did research on-line. There were various companies to choose from, but based on research, Prepared Hero was the most appealing. I loved the website's content and variety of products. The Prepared Hero Complete Fire Safety Kit had everything I needed and the price was great.Date of experience: December 18, 2024",5
oldwolf,US,6 days ago,"A must have on the homeAs a former volunteer firefighter, I've taken it on myself to act as the safety person at work before I retired and now for my neighborhood. I have bought a set of 4 fire blankets for the second time and have distributed them to my neighbors, while I kept 1 for myself. Prepared hero turned my on to these blankets and I can't imagine not having at least 1 in my house at all times.Date of experience: December 17, 2024",5
James,US,6 days ago,"Reliability experience correcting confusionI was suspicious after ordering a fire blanket.  Prepared Hero charged my credit card for two blankets and I didn't receive any.  I responded letting them know that I thought I was receiving one fire blanket and I have received nothing.  I was also charged for two blankets. I told them I no longer want any fire blankets and requested a refund for all payments made.  The bottom line is that Prepared Hero's apologized for the confusion and stated that they would refund both charges to me credit card account.Date of experience: October 29, 2024",5
Victoria,US,3 days ago,"Potential disaster diverted with our Prepared Hero ClothI purchased Prepared Hero for each of our daughter’s families for Christmas a year ago. Of course I got one for our home as well.While a son-in-law (contractor) was replacing a microwave above our gas stove, our daughter was helping. To keep any debris from getting into the cracks and crevices of our stove top we covered it with a handy dandy drop cloth.Very soon after the work began we all smelled gas!! Our daughter got off the stove top, where she had been “laying” to help with said microwave. There was a small hole in the drop cloth that was being burned. Obviously we had bumped the burner knob which turned on & we had a little fire. Little because I immediately grabbed my Prepared Hero cloth which did what it was created to do. Although the flame was small, it could have been a disaster. Again, thank you for selling to wonderful product!!Victoria (Vicki) SmithDate of experience: April 15, 2024",5
Rose Mary Sullivan,US,4 days ago,"A Must Item In Your Home!Thanks for your hard work in promoting fire safety. I've given each of my family members a PREPAREDHERO FIRE BLANKET as one of their Christmas presents. Date of experience: December 24, 2024",5
