Username,location,date,content,Rating
Honey,US,2 days ago,"I had a question about shipping date…I had a question about shipping date and received a response from Thomas in less than 24 hours. I would have preferred the ability to live chat but that function was not available at the time I submitted my question. Date of experience: January 11, 2025",4
Amy Mach,US,3 days ago,"INTERIOR ICONS WONT DELIVER THE REST OF MY ORDER.I've ordered the Saga table in dark emperador marble for over 6 months now. My order was delayed twice, and finally when it was being delivered, I ONLY received the base of my table. I'm missing the whole table top within my order. I speak to AIT (the delivery company) daily, and they reassure daily that they have not received the 2nd shipment of my order (the table top) and only received the base. They've also emailed Interior Icons from their end and also receive no response. I email the support email at Interior Icons and only have been told that ""this is escalated to management and someone will reach out"". It has been 2 weeks and no one has reached out. I'm not sure why there is no accountability taken. This is the most ive spent on a dining table, and it shows that this table is in stock. Interior Icons--PLEASE SEND ME ANOTHER TABLE TOP. That is the only thing that's needed to fix this order.Date of experience: December 31, 2024",1
Krikor Kirakosian,US,"Jan 2, 2025","These fools wrap their overpriced…These fools wrap their overpriced furniture in nothing more than tissue paper and place in a box and ship. The same piece of furniture has been shipped and damaged despite our warning the first time re packaging. When just asking for a refund, they claim they don’t give refunds for damages in transit. However, it’s the way they package it in store before delivery. Date of experience: January 02, 2025",1
E Ez,US,21 hours ago,"SCAMMER ALERT!!! REPORT THIS COMPANY AS SCAM. INTERIOR ICONS is a total SCAM. Please DO NOT ORDER anything with this company. Although their website looks legitimate, reviews are FAKE. I will explain to you how they are operating and making their money: So when you order furniture, technically you are bound to exchange ONLY. What they do is they will intentionally send you damaged furniture, and then you have to reject the item and have them process a replacement. So first strike is: They over charge you on shipping over $150 dollars. Then they send you shattered-broken-damaged items that they won’t refund you on and they will only offer a replacement that will take a couple of months and most likely it will be damaged again. They also do not respond to any emails. I requested a cancelation on a pre-order that was never canceled. Btw this happens to pretty much every single costumer. It’s their tactic. I found a website with customers reviews. Just google Interior icons reviews.  There is no phone number and their costumer service will only communicate with you up until they say they processed your replacement and they will stop after that. I also can assure you the furniture designers are not the few folks from Seattle in the photo they put on their website.  INTERIOR ICONS STOP Scamming. I’m in a process of taking legal actions so nobody else becomes a victim of fraudsters like them. I made a few phone calls and sent out a few emails. Please EVERYONE continue reporting them to your financial institution. I personally have reported them to major creditors and they are in a process of flagging them. Soon their website will be taken down. INTERIOR ICONS, DO NOT  respond to this review. Your responses are INVALID. Trust Pilot please contact me directly and I’m happy to provide you with all the evidence-information needed. You need to FLAG them as well. Thank you Trustpilot! Date of experience: November 09, 2024",1
Sally,US,"Dec 27, 2024","Great customer service. Nice product. The customer care team is very responsive and helpful. The ordered chairs arrived in good shape; they are solid and beautiful (with a low profile and clean lines).  Date of experience: December 04, 2024",5
customer,GB,"Dec 14, 2024","New Life. New Interior. Stumbled upon your site in the midst of me deciding to redecorate my home in the midst of my divorce becoming a solid reality. It’s amazing how your eyes and vision and style blossom when you’re only making decisions for yourself. Interior Icons has has made my decorating decisions easy. Date of experience: December 13, 2024",5
Joel Gershon,US,"Jan 3, 2025","Second Order with Interior IconsSecond Order with Interior Icons.  High quality, and well worth the wait.Date of experience: January 02, 2025",5
Jarl Varg,US,"Nov 20, 2024","Good experienceThe GoodEasy ordering experience and extensive product options. The shipping was quick and my items (Eiffel chairs) arrived in good condition. The Not so GoodI’m not thrilled with the quality of the metal legs, and the instructions were wrong. Simple enough I figured it out myself, but disappointed the diagram was incorrect. The VerdictI am overall happy with my purchase and would order from Interior Icons again. Date of experience: November 19, 2024",4
Shireen M,US,"Updated Nov 20, 2024","Quality stuff - true to depiction Ordered their Trieste chandelier which is a version of a Gino Sarfatti original. Ordered it, had some panic when I read the reviews about this being a scammy business but customer service was quite helpful, responsive and I was able to track the order reliably. I was still a bit skeptical. The light arrived as per their website- took 2-3 months but is well made, of good quality, as promised and depicted on the website. In fact, it sort of exceeded my expectations. Quality brass, no scratches, well packed and it even had the light bulbs in there (I’d ordered from Amazon not expecting these to be included).Date of experience: November 17, 2024",5
Harlina Senfleur,US,"Dec 28, 2024","I sent out an email almost 10 days ago…I sent out an email almost 10 days ago explaining that I received the wrong merchandise, and I need to exchange it but no one has responded. I don’t want my money back I just want the right people pieces. Date of experience: December 20, 2024",1
Sarah,US,"Oct 23, 2024","Quality, modern, and timeless stoolsI’ve been looking for quality, light wood, modern counter stools for about 6 months.  My search led me to Interior Icons.  The stools I’ve purchased are a perfect mix of modern and traditional (giving them a timeless look). They are made from solid white oak and have a paper cord seat.  I spoke with customer service in advanced about the process. Customer service answered all of my questions and Thomas was most helpful helping understand the production time. Immediately after the purchase, I received a email from Jennifer, my order concierge letting me know she would keep in contact about the order. Looking forward to my purchase arriving!  Thank you! Date of experience: October 19, 2024",5
Ailin Grison,US,"Oct 5, 2024","A very good experience We are so happy with our sofa! Great quality, and it looks exactly like the photos. We were a little trepidatious about buying such a big ticket item without seeing it in person but everything went smoothly. Communication was great and we received our sofa very quickly with excellent delivery service. All in all, a very good experience.Date of experience: October 03, 2024",5
BJ Kaveney,US,"Nov 12, 2024","Superb buying experience! Nice selection of furniture, especially if you like the mid-century modern look. Placed my first order yesterday. Easy to shop online, and prompt follow-up with very helpful and polite customer service staff. So far it’s an A+++ experience for this buyer! Date of experience: November 11, 2024",5
Jenna ,FR,"Dec 15, 2024","Sham chinese company I bought two items in two orders from this company and realized they were another scam company after the first arrived. The first order arrived broken and the chairs were not the size or quality expected. They wouldn't let me return, but sent replacements which I am now trying to return but big surprise, they aren't responding. Same with second order - chair that came was not the color pictured, they are making me send loads of photos and again won't just let me return it. Plus their return fees are high, so even if I get to return both I'll be out 200$. AVOIDDate of experience: December 15, 2024",1
Alvin L,US,"Dec 19, 2024","Poor post purchase supportInitial purchase was fine, but I needed a replacement part and they were not able offer any solutions other than to buy the whole piece again, which is super wasteful and costly. I probably would not purchase anything from them again knowing that there’s no support if anything goes wrong afterwards. Date of experience: November 01, 2024",1
Jenny K,US,"Nov 22, 2024","Shipping Fee??Ordering was great but very disappointed with the shipping fee of $299. If you are going to charge, which I don’t think you should on the large value purchases, you should charge based on weight/size not amount of purchase.  Now it is less than 24 hours from my purchase and you offer free shipping.  Please credit the shipping fee on my order! Date of experience: November 21, 2024",3
E.H.,US,"Sep 17, 2024","Good selection and prices , but expensive shippingI like the selection of products and the photos and supporting information are useful.  I have not received my item yet so I do not know about overall quality.  The shipping costs are way too high-especially in these days of free shipping from most companies.  Custoner service is not with a human so asking questions is challenging but you can't beat their prices so it is a tradeoff.Date of experience: September 16, 2024",4
Ray Tong,US,"Sep 11, 2024","Purchased a coffee table that arrived…Purchased a coffee table that arrived on time. However after a month it completely fell apart and broke by its own when I tried moving it. Not sure why the material was so weak but I emailed support and luckily received a refund. Wish the item didn't fall apart but happy to have received a refund.Date of experience: September 09, 2024",5
R-SF,US,"Dec 10, 2024","I asked for information about the materials and manufacturing processI asked for information about materials, manufacturing process etc and did not get an answer. Since no phone contact is available, relying only on chat/ email is not sufficient. Thomas tried to help. But ultimately my questions were not answered and the 3rd party reviews are really bad- so i cancelled my order. Date of experience: December 08, 2024",1
Brian,US,"Sep 24, 2024","Bar Stools Very pleased with the bar stools and the excellent pricing. The ordering process was simple and appreciate setting up the delivery as part of the process. Style will fit in perfect with the redecorating I am doing in my home. Will continue to keep my eyes open on your site for other unique furnishings. Date of experience: September 23, 2024",5
