Username,location,date,content,Rating
Attila,HU,4 days ago,"The shelf support is faultyThe shelf support is faulty, it was not welded parallel. The screws and dowels are undersized, joke category. I had to use extra washers to fix the shelf horizontally due to the faulty bracket and I had to buy new screws and dowels to fix it properly.Date of experience: January 09, 2025",1
Józsefné,HU,Updated 3 days ago,"The ordered item's quality is poorThe ordered item's quality is poor, needed to fix manually (more hrs). I don't know the supplier how can sell it... it's 1*, not recommended.Suggestion to supplier, check the quality before send out.Update: reply to vidaxl feedbackI didn’t get any mail, please write me if you really want to make a correct solution.Date of experience: December 12, 2024",1
Éva Szőke,HU,6 days ago,"Furniturs buyingThe furniturs are beautyful, I could build them easily. Everything arrived on time and freely. I like the sale projects and the auctions.Date of experience: January 07, 2025",5
Gergely Szöllősi,HU,"Jan 3, 2025","Very good purchasing experienceVery good purchasing experience, the website is easy to use, the prices are quite low but the quality is high, and the product range is wideDate of experience: December 09, 2024",5
Júlia Mátrai,HU,6 days ago,"The order went wellThe order went well, I got good quality products (carpets).Date of experience: December 03, 2024",5
Marianna Arvai,HU,"Jan 2, 2025","I got a terrible quality cabinet!!I got a terrible quality cabinet!!, I will never order from VidaXl again, it was the first and last time! Date of experience: December 20, 2024",1
Marcell Ágoston,HU,"Dec 6, 2024","Good product design, poor logistics. The product design is cool and the price is reasonable as well. I think the logistics could be better. I already ordered a couple of items and most of them had some damages. The graven ornament was broken on the wall mirror, the coffee table had scratches on the surface and marks of a drill on several parts. I ordered a set of bathroom cabinet including a mirror. Everything was packaged into one box, not surprising that the mirror arrived broken. Every time I had an issue, I received a fair treatment : either the cost was refunded or I could managed to get a replacement item. But this is causing poor customer experience. The products and the customer service is good, but the the packaging technology is very poor, I would recommend to focus on improving this.  Date of experience: August 01, 2024",3
Sandor Pomozi,HU,"Jan 5, 2025","Awful cheap material and one broken…Awful cheap material and one broken part. Date of experience: December 18, 2024",1
Mónika Schné,HU,"Dec 2, 2024","The product has a good price/value.The product has a good price/value ratio. The costumer service is available and reply within short time. Pls keep in mind that the answer is translated by a tool.Date of experience: November 18, 2024",4
Arpad Kovacs,AT,"Updated Jan 5, 2025","You will get the quality for the price. Good product.The shelfs quality is on the level of its price.For assembly you won't need any screw or nut which makes the assembly easier a bit but because of it it has also some disadvanteges as well.In general it is good product.Date of experience: October 25, 2024",4
