Username,location,date,content,Rating
Lauretta Breisch,US,"Nov 1, 2024","Been searching months looking for this…Been searching months looking for this product.  Everything I have read shows organic eggshells are a great source for calcium.  I take my bone density very seriously. Thrilled to find your website and this product ""in stock"".Thank you !Date of experience: November 01, 2024",5
Amie McGee,US,"Nov 4, 2024","I went looking for my favorite shampoo…I went looking for my favorite shampoo and found it for $1 less than usual and found my favorite moisturizer as well. Yay!Date of experience: November 03, 2024",5
T.J. Lowe,US,"Nov 13, 2024","Great service Free shipping.   Had item available that others didn't. Date of experience: November 13, 2024",5
Patty Garzio,US,"Nov 14, 2024","Easy to follow websiteDate of experience: November 14, 2024",5
Dale Vohs,US,"Nov 20, 2024","Finally found Powerbar Plus!Finally found Powerbar Plus!Ty Ty Ty Ty Ty!Date of experience: November 20, 2024",5
William Thrasher,US,"Apr 28, 2024","Excellent Customer ServiceI sent an email late Saturday night asking about my order.  Customer Service responded to my email and it was in my inbox first thing Sunday morning before Church.  Subsequently I asked a question.  They answered back within minutes, less than 10 minutes.  CS agents are very helpful and willing to assist.  Highly recommend this company.  Date of experience: April 28, 2024",5
Theresa Niffenegger,US,"Sep 10, 2024","Ripped OffOrdered Wednesday May 22,2024 credit card charged the next day as of today September 10,2024 nothing. Not sure how people are saying good customer service as I was not able to get through the phone number they provide none of my emails have been answered. Why the better business bureau is not looking into this company with all of the complaints is beyond me.Date of experience: May 22, 2024",1
Kirk Johnson,US,"Jun 1, 2024","I had been searching for Vitamin Code…I had been searching for Vitamin Code Grow Bone System for a few weeks because the company I was originally ordering from had been out of stock for a while. I deal with osteoporosis from weight loss surgery due to low levels of calcium. I have been using this product for quite some time and have noticed a huge difference. I searched on Google for this and this company was the first one that was listed with the same price as the other company. I immediately ordered it so I could continue my therapy with it. I’m grateful that they had it and will definitely order again from them. Thank you!KJDate of experience: May 31, 2024",5
Ray Coutermarsh,US,"May 1, 2024","Hard to find item readily available at HealthCentralHealthCentralUSA had an item which is hard to find in any other store given the seasonal nature of the item, and selection at the online store was tremendous. We were able to get three of those hard-to-find items. Date of experience: April 30, 2024",5
Customer,US,"Apr 26, 2024","Hreat surprise finding this company/siteHad never seen or heard of your company/site. I changed search engines and you popped up! So grateful to find you with awesome prices and variety of products/brands! Look forward to receiving my order and it appears I will be a repeat customer😀Date of experience: April 18, 2024",5
Sally Dattoli,US,"May 10, 2024","You sell Solgar Earth Source…You sell Solgar Earth Source Multi-Nutrients, my husband's vitamin of choice. They are hard to find, especially when you cannot get them on Amazon, so you were the first choice on the internet! Yeah for me!Date of experience: May 10, 2024",5
Brenda Harless,US,"Jun 19, 2024","You had what I have been searching forYou had what I have been searching for.   I use this in my recipes, especially cucumber and tomatoes.  My son loves it and I fix it for him as regularly as possible when the vegetables come in.    I am out and have looked everywhere for it.   Was glad to run across your website in my search for the Equal 4 oz jars.Date of experience: June 19, 2024",5
Glenn,US,"Aug 31, 2024","Total scamTotal scam.  As others have stated, the following will happen: You will not receive any product.  When you ask about your order, you will get an email stating they are now only focusing on ""health & wellness."" Refund is promised.  NO refund will be made. Any inquiries will result in an email from a ""JJ"" who does nothing.You will not receive a product or refund.Date of experience: June 20, 2024",1
JOSEPHINE C,US,"May 5, 2024","Health Central USA the only site which had what I neededHealth Central USA was the only place that I could find a specific joint health supplement and at a very reasonable price.  I will definitely some to this site first for all my vitamin supplement needs.Date of experience: May 04, 2024",5
Gregg Teslovich,US,"Jul 9, 2024","Two dishonest ads on their websiteTwo dishonest ads on their website: One says ""Free Delivery""; another says sale $12.21 (for a supplement) but charged $22.20. On checkout both turn out to be false. Never heard back after calling and also sending emails with screenshots to point out the misleading product descriptions.Date of experience: June 15, 2024",1
Teresa Olson,US,"Aug 7, 2024","Paid for vitamins I never received!I placed an order online through HealthCentralUSA for Solgar HyBio Vitamin C.  My credit card was charged the next day (6-19-24) but as of today 8-7-24, I have still not received the vitamins.  I recently sent an email giving all details of the order.  The site says they will respond within 24 hours.  I have had no response to that email from a week ago. All I want is the vitamins as ordered or my money refunded.Date of experience: June 18, 2024",1
Naz,US,"May 24, 2024","I couldn't find the product I purchased…I couldn't find the product I purchased anywhere at a affordable price. Although the shipping can take anywhere from 14-28 days. I'm happy that I found this company. Date of experience: May 24, 2024",5
mike cejka,US,"Jun 1, 2024","GREAT TO FIND SOMERHING LOST IN TIME Well I was happy to find a product I thought they stopped making , wow price reasonable but unhappy about no 45 discount on 1st order and couldn't find electric toothbrush proDate of experience: May 31, 2024",5
Roxanne Sours,US,"Jul 18, 2024","THIS SO CALLED COMPANY IS A SCAM… I…THIS SO CALLED COMPANY IS A SCAM… I can’t scream that any louder!!! All the negative reviews are ABSOLUTELY correct about this company.. everything you’re reading has happened to me.. “The product is out side your local delivery”… “I’m sending you a full refund…”   Never received my refund even after Multiple email exchanges.. BEWARE!!! This guy JJ is the only one who responds and keeps giving you the run around. Doesn’t really respond to what you email!! Date of experience: July 17, 2024",1
Eleanor Roosevelt,US,"May 30, 2024","I could only find this product on this… I could only find this product on this site for pink eye saved me visit to doctor and prescription cost but Shipping is expensive and more then my purchased item.Date of experience: May 30, 2024",4
Brian,US,"Updated Jun 19, 2024","STOP. Not Trustworthy.Made order with HealthCentralUSA but after several days received no ship date. When I inquired “JJ” emailed back that the order was removed from the system because I was out of the local shipping area and I could reorder using a different shipping mode. (That mode was well over $100 for the small items) JJ also wrote that a refund on my credit card was forthcoming. No credit on the card was made. After further investigation not on TrustPilot I see the BBB shows many complaints and an F Rating.Addendum: Today we received the refund on our credit card. This however does not change my rating or concerns. Date of experience: June 05, 2024",1
Prayerteamer,US,"May 21, 2024","I chose to purchase from you while i…I chose to purchase from you while i was looking on Amazon. My Prime free shipping would not apply, and I would have appreciated free shipping for this order from you, which was not offered.Date of experience: May 21, 2024",4
Debbie Robertson,US,"Jun 22, 2024","You have what we hav been searching for…You have what we hav been searching for in our local grocery stores they used to sell this and for whatever reason don’t anymore. So if we can get it from you we will be back.Date of experience: June 21, 2024",5
SheDell,US,"Jun 26, 2024","Carring hard to find products.Carring hard to find products.Pricing average. Shipping average.Orders received fast. Have ordered in past, Happy..Date of experience: June 25, 2024",5
Alyson Reeves,US,"May 14, 2024","Great price on an important itemGreat price on an important item: Weleda Arnica Massage Oil.  I was also able to buy a shampoo brand I really like but haven't seen in a while.  All-in-all, this suited me just fine.Date of experience: May 13, 2024",5
Lisa P,US,"Apr 25, 2024","No discount appliedI was happy to find a product on this site that has been unavailable for months in local stores. I signed up for email and texts because it offered a discount of up to 45% with no code needed. However, no discount was applied to my cart. I tried to call the Customer Service number provided to find that it isn't valid. I really needed this product, but probably won't order again - feels like a ""bait & switch"" scenario.Date of experience: April 25, 2024",3
P. Adams,US,"Aug 8, 2024","IT'S A TOTAL SCAM!!I have NO idea where the ""5-Star Reviews"" came from- If there were minus stars, that's what I would give. I read the1-Star reviews & word for word they ditto my own experience. Step 1: ""Oh, how amazing- Your company had the exact hard-to-find item I'd been searching for!"" Step 2: Pay with credit card. Step 3: A month later, nothing is received. Step 4: Get email stating they are now only focusing on ""health & wellness."" Step 5: Refund is promised. Step 6: I send an email inquiring why NO refund has been made, even after the longest possible allotted time. Step 7: Receive a fake answer about the credit card company taking longer to process than usual. Step 8: I wait awhile, still no refund & so inquire again. Step 9: Same BS response from ""TT"" or ""JJ"" or whoever. Lesson learned. Step 10: Write scathing bad review...Date of experience: July 17, 2024",1
Pam G,US,"Jul 25, 2024","THIS COMPANY IS A TOTAL SCAM!THIS COMPANY IS A TOTAL SCAM!! Don't order anything from this company. There is a official warning online from the BBB regarding the validity of this company claiming to see vitamins and various other items. It is NOT a real company and they steal your money!! BEWARE!Date of experience: June 19, 2024",1
Roger E Davis,US,"May 22, 2024","This company had just what I wantedThis company had just what I wantedBut entering my credit card information was difficult because the system made it hard to see what I typed.Date of experience: May 21, 2024",4
Noemi Willis,US,"Apr 27, 2024","I ordered from this company in the past…I ordered from this company in the past and was satisfied. This is the only company that have not ran out of the Solgar Advanced 40+ ACIDOPHILUS probiotics.Thank you. Date of experience: June 14, 2023",5
Palmetto Traveler,US,"Jun 30, 2024","Unavailable product promised but not deliveredI ordered a product that has become unavailable through other sources.  Their website allowed me to order multiple bottles, and I prepaid the order in full. I did not hear from the company for over one month regarding the status of my order, so I requested a full refund, which they issued immediately.  I will not be doing business with them again.Date of experience: May 04, 2024",1
Sylvia Prince,US,"May 7, 2024","I was unable to use my Apple PayI was unable to use my Apple Pay, but there was really no explanation as to why it did not work. Other than that, the ordering process was fine. Date of experience: May 06, 2024",4
Elle Ce,US,"Jul 5, 2024","Best Of Luck!I'm sorry to hear you're no longer in the ordering business. I've enjoyed your service in the past. My best to you in your future endeavors!Date of experience: July 04, 2024",5
Charline,US,"May 22, 2024","Great product descriptionsGreat product descriptions. Best part is the prices. The item I purchase was as much as triple elsewhere.  Easy purchase eexperienceDate of experience: May 22, 2024",5
Linda welch,US,"Apr 25, 2024","This is my first time I haven’t had any…This is my first time I haven’t had any experience yet. Looking forward to getting my order and what I ordered is the correct one will be a big deal to me.Date of experience: April 25, 2024",4
FCF,US,"Updated Jun 1, 2024","I found the original product not the…I found the original product not the newly packaged and new formula.  Saw some ratings on the ""new"" and wanted the old product.  You had it.5/28But found thr shipping costs too high and had t cancel the order Date of experience: May 17, 2024",5
Sarah Wittman,US,"Aug 3, 2024","I didn't cancel my orderI didn't cancel my order.  Health Central did - only AFTER they used my credit card to pay for the item that I ordered.  They promised me a refund which I never received.  Don't do business with this company unless you want to get ripped off.Date of experience: June 21, 2024",1
letha Steidinger,US,"Jun 19, 2024","You had what I have been looking for…You had what I have been looking for everywhere and no one else had it except Ebay which was priced outrageous. Date of experience: June 19, 2024",5
Licia Begle,US,"May 23, 2024","Horrible Customer ServiceJJ in customer service does NOT read questions that I am asking him and is giving me answers to things I didn't ask. He completely avoided answering my question and just cancelled my order without me saying I want to cancel my order. When I asked a follow up question, the answer he gave me didn't answer my question. Horrible customer service. Date of experience: May 23, 2024",1
Richard Calderon,US,"May 26, 2024","First time using this siteFirst time using this site. I'll give 5 stars when I receive my merchandise as promised in excellent condition.Date of experience: May 26, 2024",4
Robin Sandberg,US,"May 1, 2024","All payment methods failed paying with…All payment methods failed paying with iPhone. They say they take PayPal but they don’t. All this is in an effort to get you to enter your credit card number. Too many red flags.Date of experience: May 01, 2024",4
Heather Perry,US,"Updated May 19, 2024","On second thought I don't  think I should have given the review before I received my items.  The communication is vague Still waiting for the product!! I am starting  to believe it is not legit!!It was what I expect when ordering on line.  I like to know about the product, where it is made and good to know I can give feedback.May 16 but still have not received my items, I should not have given a review so soon! Date of experience: May 02, 2024",5
Lindsey Norris,US,"May 14, 2024","I was thankful you still had this…I was thankful you still had this product as most suppliers are out. Still haven’t gotten a confirmation email. Date of experience: May 14, 2024",4
Dan Childress,US,"May 30, 2024","Employee InteractionI have interacted with your staff a couple. They were very friendly and answered my question without hesitation. Date of experience: February 15, 2024",5
Theodora Kunec,US,"Updated Jun 27, 2024","Do not buy from this company.Do not buy from this company.I purchased an item on June 2,2024, they sent me a confirmation number but they never informed me if it was shipped.  I have not received it as of today, June 27, 2024. They did take the money from my visa payment.  On June 24, I sent them a letter inquiring about the item and did not receive a response . I called the phone number listed on their web site 8136681979 and they answered by saying that this is an unmanned number and I should send them an email instead.On June 27, I filed a dispute of this transaction with VISA.Date of experience: June 01, 2024",1
Tamara Buchanan,US,"Updated Jun 29, 2024","Don't buy from this companyUpdate: June 28, 2024. After placing this experience here and having the fraud dept of our credit card look into this transaction, we did get our money refunded. This took way too long. They never contacted us, we had to initiate all communication. They kept saying it was our fault that we placed our order incorrectly. What a headache. Save yourself some grief and don't order from them.  We placed an order on April 4, 2024. They charged the amount through our credit card. We have not received the product.  In good faith, we ordered another product on May 20, 2024. They, again, charged our account and this order, too, has not arrived. Even after 3 emails to them asking about the order status, and most recently, for a refund, we have not received any response. Order numbers 178379 and 188432. We have contacted VISA and have filed a dispute. Date of experience: April 02, 2024",1
Shawn Menorath,US,"Jul 29, 2024","This Health Central USA company is a FRAUD This Health Central USA company is a scam company. Don’t buy anything from them. I bought some coffees from them and they were never delivered. After a month, I contacted them and they mentioned something about me choosing a local delivery bullsh*t option and won’t be able to ship to me.  Why didn’t they tell me that the first week?  I had to contact them to find out after a month.  So, they went ahead and canceled my order and will issue me a refund. It’s almost 2 weeks now and I still don’t see a refund, yet. Been emailing them over and over but all they can say is that some orders take longer than others and they don’t know when I will get my refund. Ridiculous!! This company is a fraud.Date of experience: July 29, 2024",1
Suellen,US,"Updated Jul 10, 2024","Would not purchase from them againI never received my product so I contacted them & it said because chose local delivery. They are refunding my $. Did some research & would not use this company again.Date of experience: June 19, 2024",2
Mari,US,"Jul 4, 2024","I placed an order 5/25/24 for eyedrops…I placed an order 5/25/24 for eyedrops I cannot find elsewhere.  Order was confirmed and said they would notify me when it shipped.  It never shipped, but a charge of $54.98 is on my Citi card.  If you don't have it, and therefore cannot ship it, do not try to charge me for it.  So disappointed.  They were excellent eyedrops.I expect a full refund. M. A. LaneDate of experience: May 25, 2024",1
Deborah Sabin,US,"Updated Jun 26, 2024","This is a scamThis is a scam. Took my money May 17 but never delivered. Today told me I selected local delivery option, $9.99, but I’m not in local delivery area. Doesn’t show that on website. Other delivery fees start $100. Someone named TT gave me a lot of run around about how they do business/mostly wholesale. They’re “banking” on non-wholesale customers to pay and forget they ordered. They are also selling a product banned by the FDA for sale in the USA. They did start refund, so we’ll see.The refund did post June 18. Unless you buy whole sale don't even think of this place.Date of experience: June 11, 2024",1
Denise Phillips,US,"Aug 7, 2024","SCAM ALERT!!These people are scam artists! Do not trust them! They took my money, but never delivered my product. They've given the same excuses (lies) to other customers (victims), as well. They have a system in place. I've blocked & reported them. I just hope they get shut down SOON.Date of experience: June 11, 2024",1
KA,US,"Jun 6, 2024","fingers crossedI was able to find a product that is no longer being produced. On other sites, it is $75 and up. Here it was less than $15. This is my first experience with Health Central USA. Date of experience: June 06, 2024",5
RC,US,"May 13, 2024","This is an excellent product!I ordered Gly-Oxide because it’s not available in 80% of the retail outlets so I am hoping that you have this in stock otherwise I expect a full refundDate of experience: May 13, 2024",5
KAREN KNUTH,US,"May 17, 2024","Because it is availableBecause it is available for the first time and I am happy that you are more easier than other placesDate of experience: May 16, 2024",5
