Username,location,date,content,Rating
TinaD,US,3 days ago,"Disappointing that the ads mention…Disappointing that the ads mention discussed Dr Melissa like she has credentials. She has a Ph.D in educational leadership and a marketing degree. Sounds like a recipe to make great ads NOT great weight loss products. Beware of more snake oil! Date of experience: January 08, 2025",1
Stephanie Arthur,US,"Dec 21, 2024","Full refund not 50%I purchased the Keto Activate.  After one month of use, I didn’t see or feel any results. I wrote that I wanted to return the unused product. I received a return label but only an offer of 50% refund.  I have emailed again requesting full refund before proceeding to BBB, the FTC and the attorney general.  Stay tuned…Date of experience: September 20, 2024",1
Sarah Nicholls,GB,"Oct 8, 2024","Avoiding giving a refund stay away !!Bought a diet and fitness plan from helix bootcamp. Another Konscious keto scam product. States a 30 day refund no questions asked. Changed my mind as it's basically contradicted everything it says you can do ..such as eating carbs, no restrictions..yet it's a keto diet with no carbs. Asked for refund and I'm being asked why I want a refund ..another contradiction. I've filed a dispute with my credit card company. Feel stupid for falling for the bullsh*t. Lesson learnt !Date of experience: October 07, 2024",1
Nilda Balderston,US,"Nov 29, 2024","I purchased this product about six…I purchased this product about six months ago, but i just saw a payment to this company for a purchase I did not make but was billed $68.99 on my credit card...I did not sign up for any automatic renewals as I rarely do that until I test one bottle to see if it works....it did not.Date of experience: November 27, 2024",1
Daphne	Randall,GB,"Dec 8, 2024","Disappointing food and online app I paid the fee only to be told it is 1 month access only - when I checked out the recipes, they are rubbish - nothing special at all and completely unappetizing - yuk - i have been on Keto before and had access to a different company that provided excellent food choices - this one is not worth the money - very disappointed. Food choice to switch out seems limited and the food is bland and unimaginative.Date of experience: December 08, 2024",2
Erica Aguilar,US,"Jun 28, 2023","Emma is an incredibly solid product! Truly!Emma is an incredibly solid product! Hands down, the best supplement for helping with digestive issues, WITHOUT giving you the gas, bloat, gas cramps, diarrhea, and icky feeling. Truly!!! I have seen such an incredible difference in my digestion, without negative side effects. I cannot recommend this product enough to folks! You will see what I mean and will NOT be disappointed!Date of experience: June 26, 2023",5
Muneerah Crawford,US,"Aug 6, 2024","Before I buy any diet supplement I check out the complaints about the product on googleBefore I buy any diet supplement or anything I always check what others are saying about the product.  If someone spends money and they do not loose weight after 60 days, there is something wrong with that.  So I will never do business with this company.  With this many complaints, its obviously a scam.  If they were honest they would refund everyone within the 90 days since their product tastes horrible and it does not work.  They need to go back to the drawing board and then do market research to test the product before selling to the public.  the people who say it works are probably being paid and they probably never tried it or they are not overweight.  So far there is no safe or effective weight loss product on the market including the Ozempic injections which have horrible and dangerous side effects. Date of experience: August 05, 2024",1
Craig Wolf,US,"Nov 20, 2024","I ordered a 6 mo supply and have been…I ordered a 6 mo supply and have been taking it for 2 weeks. I started at a 1/2 scoop and have worked my way up to 2 to 3 scoops a day with coffee or sprinkled on top of fat free greek yogurt with added fresh fruit. I have 2 complaint;, 1. I scheduled a zoom meeting with them and was given an appointment time and date. But I was not provided a link for the meeting. So the meeting never took place. 2. In 2 weeks I haven't lost and weight yet. I have fluxuated down a couple 3 pounds but I am still at the same starting weight.Date of experience: November 20, 2024",2
Lottie  A Dixon,US,"May 26, 2023","KONSCIOUS  gave me a TOTAL REFUND! When I recited what my bank told me about how many times Konscious had attempted payment for one order that I had placed.  Also that their system would NOT allow me to complete my transaction after 3 or more tries, that my bank froze my account for ""suspected scam"".   Konscious did REFUND my entire payments.  I had also used another credit card, from a different bank, because I thought their system had not accepted the first credit card?  They totally REFUNDED All of My Payments within  3-5 days or less!  Thank you Konscious!Date of experience: May 25, 2023",5
Nancy S.,US,"Jan 27, 2023","I loved the meal planI loved the meal plan. Varied, easy to prepare delicious - best of all I lost weight. I ordered ""metobolic Energizer"" - jury still out. I felt really sick the 2 days I took it so I stopped. I got a quick response from the company that was initially generic followed by information about ""keto Flu"" I'm going to order Keto Activate, and try eating before taking the pills and give it a second try!Date of experience: January 19, 2023",3
Rachel Jones,AU,"Jan 10, 2024","EMMA Does NOTHING ... Don't Waste Your MoneyI wasted $500 AUD just to find out that EMMA dietary supplement does not deliver on any of the promises made in the advertising video. I was sceptical because the ad seemed too good to be true, but I wanted relief from my digestive issues so badly that I ordered EMMA and hoped for the promised results. I have been taking EMMA for four months and have seen NO IMPROVEMENT at all. Do not waste your money buying this.Date of experience: January 10, 2024",1
Brandii Palmisano,US,"Sep 3, 2022","I have been using the chocolate flavor…I have been using the chocolate flavor Konscious Ket Shake since march as a meal replacement. It's not only delicious but more importantly, it curbs my appetite all day. It's pricier than many other products but I feel it is definitely worth every penny.Date of experience: September 03, 2022",5
beth,US,"Mar 18, 2023","still struggling for resultsI have been on the mealplan since February and have seen very little results. I wish there were someway to give feedback each week other than the computerized answers. My husband and I travel quite a bit and therefore I am unable to follow the menus exactly. I love the recipes but I honestly think that each day has too many calories for my size and age!Date of experience: March 18, 2023",3
Jacqueline Mallouf,US,"Jun 8, 2023","It is a little early to be evaluating…It is a little early to be evaluating the efficacy of ""Emma"" but I will at least note my early impressions.After gut surgery, constipation was enemy #1.  I also could not tolerate cramping or products that would induce diarrhea.  Emma involves taking two capsules in the evening.  There has been no bloating, cramping or constipation.        My use of pain meds, post-op has become nil, but I continue using Emma for comfort and regularity.  Date of experience: May 03, 2023",5
Nancy,US,"Oct 22, 2022","Yummy Recipes!The recipes are delicious, great job dietary team who put these together! I also enjoy the Strawberry Cheesecake shake, great for a quick meal. The Activate was tasty, but I had to cut down to only half a scoop as a whole scoop made me not feel well. Besides I'm finding that I have plenty of energy as the diet has progressed. I don't follow all the daily recipes, but do follow the Keto guidelines.Date of experience: October 22, 2022",4
Joanne Brindley,US,"Dec 21, 2022","Delicious but frustratingThe meal plan is delicious and very easy to follow. Unfortunately, so far, I am not losing weight, which is extremely frustrating.  What I find more frustrating is there shipping company. My last order of Keto Activate, was placed on Nov 29th but didn't arrive until Dec 19th.  The product is yummy but you need to use it constantly which you can't do when it takes so long to arriveDate of experience: December 20, 2022",3
Ana K,US,"Jun 5, 2023","I have been taking Emma for a month now…I have been taking Emma for a month now & it has made some difference, however I have missed about 10 days out of 30. (I tracked it) I had no cramping.  I have had constipation issues for most my of my life so this has been better that stool softeners & laxatives and the product has herbal botanical properties. It does not just slide out like the video shows. I will give it the full 90 days perhaps it will become a daily ritual.Date of experience: June 04, 2023",3
Carly,US,"Nov 21, 2022","I love this product but shipping and supply issues make it hard to getI love this product. I actually did lose 5 lbs, which i was not expecting.  And it has helped with bloating.  Unfortunately my last order has not been fulfilled due to supply issues but i am looking forward to it coming back in stock. Shipping also took almost two and a half weeks with my first order so hopefully they can start keeping up with the demand because i have been recommending it to everyone!Date of experience: November 01, 2022",5
Leesa Kessell,US,"May 9, 2023","New product for me I received the supplement on Wednesday of last week. I took as prescribed, two on Wednesday and two on Thursday. I experienced some cramping and decided to not take it for the next two days. Started again last night taking only one capsule and have felt relief. With only six days of treatment,  I cannot say completely how the supplement is working. But so far so good!Date of experience: May 08, 2023",4
Lola,US,"Nov 11, 2024","ScammersOrdered product, cancelled before shipped. Got no product and they will not refund my money $495.00, they hang up on me when I call. It’s a scam. Also Elder abuse.DO NOT EVER Order from them or give them your credit card number. I cancelled my card right away.Date of experience: November 03, 2024",1
bonwat,US,"Mar 29, 2023","Konscious Keto is AWESOME!Konscious Keto is AWESOME!!  I was a big skeptic til I tried it. I was previously a WW person for many many year.  Keto is sooo much better. I've never felt better. I've got more energy and just feel happier. Also, Konscious Keto has coaches who are super helpful and part of my cheerleading squad. I highly recommend Konscious Keto!!Date of experience: March 29, 2022",5
R.,US,"Mar 30, 2024","Emma is a junk productEmma is a junk product, the company is a scam just trying to get your credit card order and trick you into purchasing more of their trash products. Stay away from this company they go by several names, Konscious LLC, Enclave LLC. Konscious Brands.Date of experience: February 01, 2024",1
FA,US,"Oct 18, 2024","I have put in for a refundI have put in for a refund.  It is not yet 30 days.  The response that I was told it takes 48-72 hours just to respond to my request.  I have dealt with many reputable companies and stores on line and this is not the response.  This is very unnerving especially with the BBB scores and other complaints. I hope they keep their word and give me my refund.   Date of experience: October 17, 2024",1
Smookler,US,"Oct 18, 2022","I have used the product for 2 weeksI have used the product for approximately two (2) weeks and have experienced a noticeable and positive change in my digestive process.  Although it is advertised and intended for females, I am an older male and it has performed amazingly.  I look forward to it's continued use and hope others will try emma and experience similar results.  So happy I found emma.Thank you.Robert S,Date of experience: October 17, 2022",5
nance k,US,"Updated Aug 8, 2023","Stomach Ache and Diarrhea with Metabolic Energizer but GREAT Results with EmmaUpdate: I am very impressed with the customer service of this company. They immediately refunded my order for the Metabolic Energizer without even being asked. I also want to say that I am taking the Emma and am feeling so much better!I had terrible stomach aches and severe diarrhea after taking the Metabolic Energizer. It was so bad I had to miss work for three days until I connected the violent illness with the Metabolic Energizer pills. I stopped taking the pill and was back to normal within 48 hours. Sad because I really wanted it to work.Date of experience: July 06, 2023",5
Carol Lubs,US,"Jun 15, 2023","Making a lifestyle changeI have been using the metabolic energizer for a couple of weeks and Emma for only three days.  I’m in week six of the menu program.  I’m fairly slim to begin with and looking for a lifestyle change. So far I have lost 3 pounds and 3 inches around my waist. I was not having problems with constipation before Emma but decided to give it a try anyway. I had another safe product that was working well for me. . I like the program very much and like the menu plan, particularly because it helps me to eat keto and gives me different choices that are tailored to me specifically.Date of experience: June 15, 2023",5
Beatriz Eguaras,US,"May 2, 2023","A MUST have!!  Constipated NO MORE!I have suffered from constipation for many years.  Have used too many products to list aside from living with much discomfort.  Emma has been an incredibly positive addition to my daily routine.  I am now regular and feel great!  Date of experience: February 01, 2023",5
Paige,US,"Apr 11, 2023","I feel great! I am using the shake mix Keto Active Dark Chocolate Truffle, it is working amazingly I have good energy, no jitters, I am focused overall I feel great! The taste is good it is chocolatey, I mixed it with vanilla oat milk. Date of experience: April 04, 2023",5
