Username,location,date,content,Rating
David Martinez,US,"Jan 6, 2025","Then again people still shop at 7-11..Then again people still shop at 7-11... Go to another store, All you are doing is spending your money and making 7-11 stronger. I worked at 7-11 as a store manager and will not work their again. The Leaders from the Rio Grande valley are a joke. No family skills at all but when the Leaders family pass away or get sick, they have all the time they need off and the employee at store level does not apply to this according to the Stripes Date of experience: January 06, 2025",1
Diamond Yvana Brown,US,"Jan 3, 2025","Hopefully The Employee That Called Me…Hopefully The Employee That Called Me “Nigga B*tch” Will Be Fired. I’ve Been A Customer Since 2023 & Have Never Had Any Issues The Employee Was Mad Because I Asked For My $1 Back That Was Took Off My Card When I Tried To Do A Split Payment But It Was Done Incorrectly & His Rude Ass Tried Arguing With Me Instead Of Just Doing Something So Simple So The Situation Could’ve Been Avoided & If You Don’t Like Black People Or Don’t Like Dealing With People Period Then Find Something Else To Do Cause Los Angeles Is Full Of Black PeopleDate of experience: January 03, 2025",1
Mariana Gonzalez,US,"Jan 2, 2025","A staff was very rude and always had a…A staff was very rude and always had a face in the morning and she like can I help you in moody way and not smiling . That’s  not customer service . The staff in the afternoon and night is better the lady is very rude 1688 Colonial BlvdFort Myers, FL  33907United StatesDate of experience: December 31, 2024",1
James,GB,"Dec 30, 2024","💯 shocking service from post office Greenmount 💯 shocking service from post office and other staff feel that they can do what they like the post office is run by staff that shouldn't due to incompetence. Date of experience: December 27, 2024",1
khAlrese,US,"Dec 25, 2024","saginaw michigan7-11614 Washington ave Saginaw MI 48607the workers at this 7-11 are rude and mean every time i go in here especially the older guy who works at night time. one time i had trouble with my card even and i told him i would be right back in and he could see I didn’t even pull off and I wasn’t more than four minutes and within that time he put everything out that I had to check out with back knowing i was on crutches snd had no help he said I took too long And I swear I didn’t take more than four minutes. He’s always rude and always rushing and just has a poor attitude every single time. Date of experience: December 01, 2024",1
Daniel Bourassa,US,"Dec 15, 2024","Stupid Commercial I think your most current commercial is the most annoying commercial on TV. It is enough to stop me from continuing to shop at your stores. Whoever put that ad on TV should be fired immediately. If I could give zero stars I would.Date of experience: December 13, 2024",1
Anthony Mark,US,"Jan 3, 2025","Poor Customer Service and Unprofessional Attitude – Avoid This LocationWe’ve been loyal 7-Eleven customers for over 20 years, but my experience at this location (7285 Crestway Dr, San Antonio, TX 78239) was beyond disappointing. Unfortunately, this wasn’t the first time my family or I encountered rude & unprofessional behavior from the staff here, but this incident was unacceptable! On Wednesday, January 2, 2025, I visited the store around 5 PM to pay for a car wash. When I inquired about the car wash, one clerk (Ricky) rudely stated it wasn’t working without any greeting or explanation, while another clerk (BZ - I guess) contradicted him and said it was functional. Both clerks didn’t know what’s happening in their location, displayed nasty and unfriendly facial expressions throughout the interaction, making it clear they were not welcoming or approachable to customers. Trusting BZ’s word, I paid and proceeded to use the car wash. Unfortunately, the car wash malfunctioned. The soap application did not work, and the system merely rinsed and dried my car without actually cleaning it. I returned to the store to inform the clerks, and Ricky admitted he had warned it wasn’t working. However, BZ dismissed my concerns, claiming my car parked outside looked clean because it was wet. Their rude attitudes and lack of basic customer service skills were extremely frustrating! After much back-and-forth and even waiting for BZ to test the car wash himself, he eventually admitted the soap function wasn’t working properly. However, instead of issuing a full refund as they promised at the beginning, they refunded only $5, insisting that since I had already used the car wash, I wasn’t getting more than that. Their unpleasant demeanor and refusal to resolve the issue professionally were infuriating. When I requested to speak with a manager, they laughed at me, ignored my concerns, and told me to come back the next day and that there’s no manager there. Their behavior was not only unprofessional but also disrespectful. Another customer in line even sympathized with me, acknowledging how poor their service was. In the end, my car remained dirty, I wasted my time and money, and I left feeling insulted. This location’s staff clearly lack the basic training and customer service skills needed for such roles. 7-Eleven management needs to take immediate action to train employees and ensure consistent service across all locations. I will not return to this store, and I plan to share this bad experience on Google Reviews, Yelp, and other online platforms to ensure others are aware of the unprofessional treatment customers might face here. Additionally, I will bring this up at our upcoming HOA meeting to inform all neighbors about this poor service to avoid this place.Until changes are made, I recommend avoiding this location entirely.Date of experience: January 02, 2025",1
Nathan Vaughan,US,"Oct 30, 2024","I've been coming to this location since…I've been coming to this location since I moved here last year. was just told I cannot sit outside after continuously purchasing products from this location. I was threatened with the cops being called on me. This was never a problem before the new hire ( the girl always smoking cigarettes outside when I arrive) I'm waiting for a sheetz to come to Charles town. 7/11 your policies and lack of customer engagement wont last. Date of experience: October 28, 2024",2
Michael Chaplain,US,"Nov 20, 2024","Choosing Cumbies over 7-ElevenSince the 7-Eleven store in Mattapoisett, MA became a corporate store, the service, product availability and quality has gone down hill in a hurry!  Most of the time they don’t have the products I want to buy, alternatives are unsat, and the attitude of the staff is “oh well, nothing we can do!”  The store is less than 1/4 mile from my house but I will now drive 5 miles to Cumbies rather than bring my business tom7-Eleven.  Y’all blew it!!!Date of experience: November 19, 2024",1
Harry Jackson,US,"Nov 6, 2024","7 - 11- 0 personality Waited a long time with great anticipation for the new store at 4617 Market Street in Wilmington North Carolina to open. Visited nearly every day giving the team time to adjust. Visited yesterday and will not be back. Staff was rude, belligerent and incompetent. If this is your best training I will stick with the Exxon a half a block away or any of several locations within a half mile radius. This store needs your attention and training!!Date of experience: November 05, 2024",1
Deb Boneschans,US,"Dec 6, 2024","Customer Service Location: Irving Blvd and Highway 12.White female with red hair would not allow me to use restrooms. It was 9:45 p.m. I had been there many times before even after 10 pm. and the other clerk, nice young black man. I told her I used them before without issue. This woman continued to lie to me saying the rule was in place for over a year. Very disrespectful. I hope ""miss karen"" gets a dose of karma soon when she needs to use the restroom on the road. I won't be back!!! 😞Date of experience: December 05, 2024",1
Brendan-peter,AU,"Oct 25, 2024","A dash of coffee with hot milk I much prefer Coles Express coffee over 7-Eleven coffee, it tastes like a dash of coffee with hot milk. Mainly tastes like hot milk being honest. The coffee machine at Coles Express, let's you choose the strength of the coffee, which makes sense. Stronger coffee for stronger review Date of experience: October 26, 2024",2
Mohammad Harb,US,"Dec 2, 2024","Rude as Hell and slow as hellSeems like there are new employees in the location on 70st address 7001 kennedy  blvd in North Bergen NJ It's 1:30 on my lunch break to have to wait 10 min on a line when others r in the back laughing while 1 is working alone . Than I guess the manager came out to help and she was so rude I understand busy but not even sorry for the wait she loudly screamed out cash or credit not even taking the bext customer I guess I will have start going to quick check or WaWas cause with people like one that was working is disappointing and embarrassing 711 to hire people like her . The last staff was excellent so helpful and nice but now u got rap music and 0 organization and customers service lucky I gave u goes 1 star cause I'm sure not everyone is like that 1 person she was chubby and mean. Thanks for your business good luck hope u guys at least speak to this person Date of experience: December 02, 2024",1
Arthur Davies,GB,"Nov 4, 2024","The most convenient convenient-storeThe most convenient convenient-store. It serves me as a college student, as it is not far from my dormitory. Most of what I need is in 7/11. The only thing that prevents me from doing a 5-star is the price. Very distance wise but not price wise.  Date of experience: October 29, 2024",4
DiegoKL82,BR,"Oct 2, 2023","IndeedIndeed, the quality of sold stuff here is quite poor, nevertheless, you have an opportunity to have a snack or a drink almsot on every corner of your city. Especially at night, when huge supermarkets are closed, while 7-11 is usually working. Maybe there's a trouble with staff here, but at the same time, all those I contacted were rather affable and friendly.Date of experience: October 02, 2023",4
