Username,location,date,content,Rating
Roger,US,"Jan 4, 2025","Prompt & ThoroughVery good product and pleased with how promptly it was delivered and the thorough way it was packaged to ensure the contents stayed frozen. . Date of experience: January 03, 2025",5
Sharon Rothman,US,"Updated Jan 1, 2025","Easy, quick and Well-PricedI easily shopped Food Service Direct website and I'm delighted I could find the product I've been searching for at a good price. Delivery was quick, and their biodegradable, refrigerated packaging kept my order fresh.Date of experience: December 22, 2024",5
Mike Yates,US,"Jan 2, 2025","Great service and fast shippingThey had the food item I have been trying to find in stock and was shipped very fast! Thank you for such a great transaction! I will be ordering more from you in the future!Date of experience: December 27, 2024",5
Terry Tallman,US,"Dec 31, 2024","We have been unable to purchase this at…We have been unable to purchase this at our local store they blamed it on the company. Thrilled to finally get it Date of experience: December 30, 2024",5
Gerry R,US,"Dec 16, 2024","Unreasonable delays and poor communication Order placed November 3rd.  Heard nothing until November 11th, telling me I needed to respond ""promptly"" if I wanted to proceed with order that they projected wouldn't ship until December 11th.  It is now December 16th and I've heard nothing.  Poor communication, poor service, unreasonable delays.  Date of experience: December 16, 2024",1
Jeff Alden,US,"Dec 19, 2024","Very well packagedVery well packaged! Great care was taken to ensure that the food product arrived safe and well frozen! I couldn’t be more impressed! Would certainly recommend you to anyone who would consider purchasing your products.Date of experience: December 18, 2024",5
Maureen VanBrooker,US,"Dec 20, 2024","☆☆☆ Cheese Fanatic!☆☆☆This was a one time purchase as a gift to a cheese fanatic. Super thrilled. Fast delivery. Great packaging. The cost was alittle cashy for an individual purchase, but it was well worth it when we saw his face, after he opened the box. Date of experience: December 20, 2024",4
Dale,US,"Dec 14, 2024","ups kept giving different days and…ups kept giving different days and times for delivery.  Since you authorized UPS, you are responsible for their actions.  Change services if you don't want bad remarks.  Fed Ex is crap too.  Try an independent.  As far as the product goes, there seems to be a lot of ""chips"" (pieces) of crab.  Not exactly what I expected.Date of experience: December 13, 2024",2
Charlotte Carson,US,"Dec 24, 2024","They sent my order to KentuckyThey sent my order to Kentucky, I'm in albany n.y,my address clearly states albany n.y, N ever order again,terribleDate of experience: December 20, 2024",1
Candlish,US,"Dec 27, 2024","The goods arrived at the agreed timeWell packedThe goods arrived at the agreed time, basically as we expected. Well packed.Date of experience: December 21, 2024",5
Kendall Young,US,"Dec 23, 2024","I received the product faster than I…I received the product faster than I anticipated. Product was still frozen as promised. Thank you so much! I will be ordering again!Date of experience: December 18, 2024",5
Anthony Menza,US,"Updated Dec 6, 2024","8 days since ordering and my order…8 days since ordering and my order hasn’t even shipped. Tried to cancel order and was told it’s against their policies? Why did you text message me saying you couldn’t refund, then after a bad review refund? Merry Christmas it may be the last one that your in business seeing others bad reviews, and my nightmare. For god sakes I only wanted 24 tomales to sample prior to buying case loads. I’ll go direct now. Bub-eye! Date of experience: November 20, 2024",1
