Username,location,date,content,Rating
ErinN,US,2 days agoVerified,"Really loved the ease of ordering and…Really loved the ease of ordering and that there was a drop so close to my house.  Unfortunately, a lot of what I'd originally ordered was no longer available by the time my order was picked and shipped, so that was a big disappointment.  Everything I did receive was top quality and I'll definitely be ordering again.Date of experience: December 19, 2024",4
Sarah S.,US,2 days agoVerified,"Thank you to everyone at Azure!Always a great experience with Azure and our community drop, our driver is always early and quick to help us unload with time to spare to spend with us. Thank you to our drivers, coordinators and to everyone at Azure!Date of experience: December 05, 2024",5
TAMERA,US,4 days agoVerified,"☆☆☆☆☆ Star☆☆☆☆☆ StarI Love Azure, they are  professional people who really care for their customers, and their products  are great, there standards are high I am so glad I found them, they are the best and I am confident of their organic products,  unlike the big corporations  who are  poisoning our foods. Thank you Azure Standard!!Date of experience: December 18, 2024",5
Jennie Edwards,US,Updated 2 days agoVerified,"Excellent communityI very much enjoy the community and quality goods that I can trust to be healthier for me and my family. The prices are comparable or better than at the grocery store, but much preferred for the honest growers and providers. I enjoy meeting my neighbors to unload the truck and be part of a group of discerning families.Date of experience: December 15, 2024",5
Dixie Jo Maskell,US,4 days agoVerified,"Missing the Pacific Northwest and fresh fruits and veggies!I am from the Pacific Northwest and how I miss the fresh vegetables and fruits!  The idea that I can get them trucked across the country and not sitting in a grocery for 6 months is wonderful!  Everything I received was fresh, organic, Non-GMO, and tasty!  The canning jars are a fabulous treat!!  Heavy duty, classy appearance and reasonable priced! I am a dedicated user!  Thank you!Date of experience: December 16, 2024",5
Arthur,US,3 days agoVerified,"Azure has absolutely terrible customer…Azure has absolutely terrible customer service.When I called in the message in the queue said there were 85 people ahead of me. I was able to leave my number and got a call back a few hours later.As far as handling what needed to be handled the woman on the phone sound like a wore out rag and did not understand or try to understand what I was trying to communicate.Absolutely terrible customer serviceDate of experience: December 20, 2024",1
Cathryn Stotesbery,US,4 days agoVerified,"Love the products and pricesLove the products and prices. Do t enjoy the transport and delivery trucking issues. Not a ""once-in-awhile"" experience, but seems to happen more and more. The delays are difficult for members to manage. Many times it means having to inconvenience someone else to pick up your order. Drop coordinator should not be asked to fill in for others either. I never can count on my order arriving on the date or at the time scheduled.Date of experience: December 14, 2024",4
Lisa,US,3 days agoVerified,"Excellent productsExcellent products, excellent company. Super fast shipping. Ship costs a little high, but no more so than having to drive to pick up location to get my order. Love Azure! Date of experience: December 20, 2024",5
Chelsea Bobbitt,US,3 days agoVerified,"Super easy to order and pick up!Super easy to order! I got several grains and beans to make bread and everything came in perfect condition. My sister-in-law did my first pickup for me and said it was super easy and quick to find/gather my things! Will be ordering again this month!Date of experience: December 14, 2024",5
Kimberly,US,13 hours agoVerified,"great prices but no guarantee I get what I orderI like that Azure has great prices on bulk items and I can trust their products to be from good sources. I don’t like that there’s no guarantee that the items I order are not guaranteed to ship. This happens more often than I would like. I know there must be a way to leave reviews on their products, but I can’t find anywhere on their site to do so. Date of experience: November 29, 2024",3
L. Roland,US,4 days agoVerified,"Everything has been so convenient …I love being able to have lower prices and quality food. Even higher quality for a decent price has been beneficial to my family. Our drop off location is perfect, not far at all from my home and the host is sooo sweet!!Date of experience: December 16, 2024",5
Fay T,US,6 days agoVerified,"Azure Standard keeps adding to the GF food options!Just recently, through Azure's product offering, we found Mama's Pizza Dough Mix AND IT WORKS!  We are ordering more of that and of their Pancake mix. Finally something that is closer to homemade without having to purchase multiple types of ""flour"" to make a batch.Date of experience: December 17, 2024",5
Debra Jane Hammonds,US,4 days agoVerified,"Expected it to be ready for us the next day instead of the night before!We were anticipating the ship time to be different than what it actually was, but since we were first timers last month, it likely was my fault in not seeing that the shipment had a different date of when it actually arrived to the place we receive the haul.  We didn't receive one of the items we were expecting - no biggie hopefully we will get it this next time. Customer Service was amazing!~ courteous and professional~ appreciate that immensely!Date of experience: December 16, 2024",5
Jen,US,3 days agoVerified,"While I have received mostly…While I have received mostly high-quality stuff from Azure, this last order they sent me some sunflower seeds that looked like they were wild bird food grade. They were all messed up looking. They also did not taste good. After reaching out to the company, they gave me a really hard time about getting a refund For the sunflower seeds. They even went as far to claim that this is normal for organic sunflower seeds. I’ve been buying organic sunflower seeds for a long time and they’ve never looked or tasted like this. Most of the dry goods have been good from them. But I will definitely think twice about ordering nuts or seeds from them after this last experience.Date of experience: November 27, 2024",1
BRODINO BROTH COMPANY,US,5 days agoVerified,"I contacted Azure In May 2024 to set up…I contacted Azure In May 2024 to set up a wholesale account. After many back-and-forth emails, my account wasn’t finalized until October or November. And since November, I have tried to add my location as a drop on the route. It is now January and my location has still not yet been added. How you doing?Date of experience: December 17, 2024",2
Sandra Hickey,US,5 days agoVerified,"i finally got thru on the phone to…i finally got thru on the phone to place a order and it arrived on time for Christmas.  I hope you update your phone service,  i ordered the cox creme honey and gave most of it away--it is so good and everyone who received it wanted to know how to order more.Date of experience: December 17, 2024",5
Jason,US,6 days agoVerified,"Great products with Quality Ingredients & Great NutritionI love the products that you offer and the care you take to make sure you have products with quality ingredients or are a quality ingredient.  I buy so many things from you that I can't get other places. Especially your bread flour that is milled using the unifine process that retains more nutrients.  I love that I can read about where your products come from also.  Thank you for offering great food with good nutrition that I can trust to feed my family. Date of experience: December 16, 2024",5
Addison Reyes,US,"Jan 6, 2025","Happy customerWe love using Azure, so many more healthy options, the truck drivers are kind, the people at the pickup we all work as a team if there is a problem your call center has handled it well, I have no issues. For such a huge operation it is done wellDate of experience: January 06, 2025",5
Irene Linauer,US,5 days agoVerified,"High High Standard for your products                                            Your standards for food products are…Your standards for food products are high and I appreciate that.  No shipping charge is another thing that I value!!!  I love the fact that you put thought into making sure that all the foods that are frozen, stay frozen and the way you put my items in a box, shows me that you value my purchased items.Date of experience: December 18, 2024",5
David Wise,US,4 days agoVerified,"Excellent serviceExcellent service, the receiver ALWAYS keeps us informed if the driver is delayed or any requests. Quality product, good prices, good idea.Date of experience: December 18, 2024",5
Alexis Jennings,US,6 days agoVerified,"Great experience, again!Our drop coordinator is awesome. She's accommodating, friendly, and very helpful. She genuinely loves people. She makes the whole drop go smoothly. If you can't be there, she has a place to hold your goods at her home until you can come pick them up. Thanks Caroline!Date of experience: December 18, 2024",5
Molly Zammit,US,6 days agoVerified,"Karen has everything ready to goKaren has everything ready to go. If she needs to call me (I do space things) Karen is kind, polite and we are able to figure out best time for me to come and pick up without causing her problems. Also, Karen's home is close to mine so pickup is easy and convenient.Date of experience: December 17, 2024",5
Mary Rosti,US,"Jan 6, 2025Verified","Azure, the retailer you never knew you needed.I started ordering from azure during summer ‘24. All of the products have met or exceeded my expectations. While many organic products at stores are out of my budget, I find azure prices to be pretty fairly priced. I would normally have to drive several hours to get the flour I like to use, so I tried the flour from Azure and liked it better than what I was using.Date of experience: December 13, 2024",5
SUSAN FREEMAN,US,2 days agoVerified,"Out of stocksI am always frustrated when the things I order don't come even when I ordered and put them in my cart the day after my last order. Date of experience: December 07, 2024",2
