Username,location,date,content,Rating
Ruth Wilson,US,"Dec 24, 2024","The level of service here is…The level of service here is unparalleled.  The staff was incredibly understanding and worked swiftly to fill my prescription while I waited. The pharmacist was not only efficient but also took the time to explain potential side effects and interactions with other medications I was taking. I appreciate their transparency and commitment to my well-being. The store also offers a fantastic loyalty program that rewards frequent shoppers, which is a lovely bonus. Date of experience: December 22, 2024",5
Kylara Jayne Unverrich,US,"Dec 17, 2024","Rite Aid pharmacy is a headache My disabled, elderly client just moved to the area a month ago and switched to Rite Aid pharmacy since it's the closest to her home (mind you she doesn't drive).It's been a headache since. This place can't even fill a prescription after a week and a half. They keep using the excuse of being under staffed.My client is diabetic and completely out of insulin!!!! We called it in over a week ago! We went last week to pick up her prescriptions and they filled 2 she had plenty of and never asked for those prescriptions to be refilled. Then two of the ones she did request to be filled they never refilled and still a week later haven't refilled! It's one excuse after another! They never answer the phones. You can't get through to anyone. Even the staff are rude and completely unhelpful.Should have taken one of the ladies staff members advice when we first transferred my client's prescriptions there.... She stated that they're completely understaffed and wouldn't recommend that if we want our prescriptions within a reasonable time we go somewhere else.Date of experience: December 16, 2024",1
Ann Barraza,US,"Dec 16, 2024","RUDERegarding Rite Aid on Painter & Whittier Blvd. It’s bad enough that their ice cream is always down due to their problems with their freezers, I called on 12/15/24 to see if they were up and running because I’ve been longing for a double scoop of chocolate cone, of course they didn’t have any chocolate which was on the menu so I went to get a gallon out of the freezer and asked if I can buy a cone, well I couldn’t because theirs no code to charge me, 🤦‍♀️ I asked if they sell cones and they told me aisle 19, which this man that worked there went to double check and all they had was two packages of waffle cones, I looked at the man and asked him can you just give me a cone and right away he said NO! I went back to the register and asked the lady who that man was and she said one of the managers… unbelievable… it’s bad enough nowadays that people are rude, people stealing, companies don’t give a hoot, there is no JOY or HUMAN KINDNESS in this world… this is so sad…Sorry for the long review, needed to vent… it wouldn’t have put them out of business to give me one…Date of experience: December 15, 2024",1
Berkeley Fuller-Lewis,US,"Updated Oct 26, 2024","Idiot untrained staff, totally mal-practiced easy RXDropped off a simple MD-written prescription from the Rite-Aid in Phoenix, Oregon. The young male staff member there was CLUELESS.He disappeared, returned and said we should check back THE NEXT MORNING (for an urgent Pain RX).The next morning I called.  They had done NOTHING since the imbecile staff member had not ASKED US about our insurance.  Told him we were paying cash.SIX HOURS LATER, nothing (despite their promise to text us).  We finally DROVE back there, the prescription was ready -- (no promised text), for only $8.49.  All that stupid delay -- dopes, from top to bottom. Pathetic.They are a total disaster area. Never again. Wishing Rite-Aid a happy ""hedge fund"" bankruptcy.Date of experience: October 23, 2024",1
Scott,US,"Nov 27, 2024","Purchased 8 oz Robitussin CF from Rite…Purchased 8 oz Robitussin CF from Rite Aid for 20 dollars, the exact same item is available at Walmart for 12 dollars.Date of experience: November 26, 2024",1
Renee,US,"Nov 20, 2024","Rite aid chestnut ave in Altoona pa the…Rite aid chestnut ave in Altoona pa the pharmacy people are very rude and treat the elderly terrible if you call there they are even worse no wonder these are closing down 👎 they should not be allowed to treat people the way they do I'm switching my mom's pharmacy and my sonDate of experience: November 19, 2024",1
Robin Narruhn,US,"Aug 26, 2024","Rite Aid in Lake Forest ParkRite Aid in Lake Forest Park - would not check if I could get a Albuterol refill- stated I got the script at a walk-in clinic - I have had this prescription for 20 plus years! I’m so sick right now I don’t have the energy to fight- she clearly won’t call my PCP - hell she praticsllly hung up on me! Might need to leave this horrible pharmacy! Date of experience: August 26, 2024",1
Jon L.,US,"Jul 9, 2024","Not at all surprised they are going out…Not at all surprised they are going out of business.  Terrible pharmacy service.  Always a long line.  Always one cashier.  I look forward to robots putting pharmacists out of work.  There should never be a judgmental, rude person between a Doctor and a patient.  All pharmacies have this problem but Rite Aid truly seems to have the worst, most unfriendly, and judgmental people in their pharmacies.  Just my opinion but I can understand why they are struggling to compete.  Date of experience: July 01, 2024",1
Linda,US,"Jun 29, 2024","Lebanon Oregon Rideaid pharmacy has…Lebanon Oregon Rideaid pharmacy has gone so down hill. I’ve been a customer for 22/yrs and today when needing my meds on the last day “none left “ they say their out of stock so I transfer to a different pharmacy which they knew closed at 2 and not open on Sunday. They had 2/hrs+ and told me they were working on it but instead went to lunch from 1:30-2 so there goes any chance of getting my meds 😡😡😡 that tells me they dk give a crap 😡😡Date of experience: June 28, 2024",1
Janis Surman,US,"Nov 16, 2024","Baum Blvd PittsburghBaum Blvd Pittsburgh. Dr calls in script and it doesn’t get filled until you chase it down. It will sit there forever with no action. In addition they don’t answer the phone. This is always. Time to move on.When you’re on meds you need them.Date of experience: November 14, 2024",1
