Username,location,date,content,Rating
Zsofia Dadi,US,"Jan 5, 2025"," Sleep Care CapsulesThis review is for the Sleep Care capsules.   I have bouts of insomnia with anxiety especially during the Holiday madness and I needed something to help me sleep without giving me feet of clay or irritability the next day, as OTC sleep aids tend to do.  These capsules worked like a charm.  I did experience pretty vivid dreams for about the first week of use which diminished over time, but I still wake up rested and in great spirits.  Highly recommend.Date of experience: December 01, 2024",5
KatePhillips,US,"Jan 2, 2025","Great quality products....Great quality products. Anyone can sell product but only few can sell great service! had inquiries about my order and they assisted and addressed all my concerns. I highly recommend mountain rose herbs Date of experience: December 23, 2024",5
ConcettaCStephenson,US,"Dec 26, 2024","Great quality...Great quality products. Anyone can sell product but only few can sell great service! had inquiries about my order and they assisted and addressed all my concerns. I highly recommend mountain rose herbsDate of experience: December 17, 2024",5
Becky Shepherd,US,"Jan 3, 2025","Shipping costs can be twice as much as the productI love the product but do not like to pay more for shipping than the product costs. I paid $9.75 for the lavender I orders and $9.99 for shipping. I chatted with a CS rep at the time of order. I was told there was nothing that could be done and if I want to save on shipping I should order more product. I was told I should order up to 4 lbs for the $9.99 shipping. I cannot afford to order in bulk nor do I need that much product. I order as needed. I am not willing to pay $20 for a $10 items. Going forward I will order from Amazon where I can get twice the product for almost the same cost and pay no shipping and I get it in 24 to 72 hours instead of 8+ days. The CS rep tried to convince me Amazon increases the price on all their products in order to cover shipping which is not true. We use Amazon fairly regular and even if I paid the monthly fee of $14 per month it would still be cheaper than ordering from Mountain Rose. Unfortunately I will no longer be using Mountain Rose Herbs. Since I'm not a big customer I'm sure they don't care.Date of experience: December 22, 2024",3
Corky O'Ryan,US,"Nov 29, 2024","Excellent Company Every single purchase I have made in stocking my apothecary has been Very High Quality herbs/teas/tinctures, including the packaging! I love this company! I can always see the care and hard work that goes into everything they do. I always feel proud I use a great company when buying and making “I care kits”for my family as well. Date of experience: November 27, 2024",5
Rita Hudgens,US,"Nov 23, 2024Verified","Clean Products that are Highly RecommendedI know the products are clean.The site is easy to use.My orders are shipped right away and packed perfectly to protect the products.2 Different Health Care Practitioners recommended Mountain Rose Herbs! Date of experience: September 05, 2024",5
L W,US,"Oct 5, 2024Verified","Excellence and Integrity Every product we’ve purchased from Mountain Rose has exceeded our expectations. We seek out high quality herbs, spices, body care products and more to keep our exposure to unhealthy ingredients in our food, personal care and home environment products to an absolute minimum and MRH tops our list for where to buy. Thank you all at Mountain Rose Herbs ♥️♥️♥️Date of experience: September 14, 2024",5
Shari Shane,US,"Dec 12, 2024Verified","Everything about Mountain Rose Herbs…Everything about Mountain Rose Herbs aligns with who I am as a person, a consumer and an herb drinker. I know I am getting a quality product that is helping the world. MRH is the only source for my herbs. IDate of experience: August 29, 2024",5
Lauretta Morikawa,US,"Sep 26, 2024Verified","It Works WondersThis is the 2nd year that I have used the organic mullein tea for cold and flu season respiratory issues that arise. It is added to mint tea for a go-to remedy for bronchial congestion. Each year I also give a supply of this organic mullein to other family members for their cold and flu season “medicine” chests. It. Works. Wonders. Date of experience: September 04, 2024",5
Deborah,US,"Oct 24, 2024Verified","Nothing but the best.I have been shopping at Mountain Rose for several years.  They have quality products.  I had a small issue with my last order.  I received a product I didn't order and was missing one I did order.  It was handled immediately.  I appreciate the excellent customer service as much as the superb product.Date of experience: September 08, 2024",5
