clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log,cluster,PCA1,PCA2,cluster_label,future_revenue,predicted_clv
00018c3f-5f99-4f68-a78a-016985759872,0.23287671232876714,0.4285714285714286,0.4902913594435405,0.5173807968919633,5.14166355650266,7.139850642994167,1,0.5272589604129838,1.080278726269338,Loyal Customers,0.1978243289668133,0.3168658624876328
000a5e19-8ebf-4d40-924d-d209e2526223,0.09178082191780822,0.7857142857142857,0.5551604019319281,0.3393425370930373,4.219507705176107,6.725297712939344,4,1.9801291397314795,0.9445696468784376,Loyal High-Value Customers,0.1978243289668133,0.26580454894700284
000b1f18-a74f-4e5f-9a94-d809ad51cc03,0.04246575342465753,0.21428571428571427,0.13362020484140213,0.24442512551526768,3.4657359027997265,6.405278043578317,2,-0.6785106423113187,-1.0692422806469757,"Moderate Spend, Low Frequency",0.1978243289668133,0.25773128431946846
0037c351-6d1c-4390-87d9-95c7a92c87dd,0.028767123287671233,0.4285714285714286,0.38935958385813224,0.409668523225004,3.091042453358316,6.910042660928271,0,0.9010681878061728,-0.5803356191496035,Loyal High-Value Customers,0.35894573552320314,0.3365310478246705
005e3c87-0c61-4077-8550-25ce1a71de7e,0.05342465753424658,0.7142857142857143,0.3538648028927695,0.23410937194530987,3.688879454113936,6.3634245766587485,4,1.2748935603003244,0.0792960042820014,Loyal High-Value Customers,0.35894573552320314,0.3938234773498489
0094cb0b-157b-48d7-a4a1-7192bbaa421f,0.21643835616438356,0.5,0.35155067636417087,0.3223007458123448,5.068904202220232,6.67487699857103,1,0.237928408126065,0.8218586530356231,Loyal Customers,0.35894573552320314,0.3900011646151745
00a47e0c-3a63-4eaf-9f9d-1f34cde948df,0.40684931506849314,0.21428571428571427,0.2435339763442369,0.44970030240132436,5.697093486505405,7.001728201419893,3,-1.0849599063622872,0.737910600779017,New Customers,0.35894573552320314,0.3995269438739106
00e004c1-e72c-4e4b-982d-705c057da15a,0.06575342465753425,0.14285714285714285,0.1739041586345985,0.42848645433407234,3.8918202981106265,6.954190291004325,2,-0.8659139595850063,-0.7617621591333799,"Moderate Spend, Low Frequency",0.28116657051237587,0.3233550087207927
00eb75a0-1a39-4ffb-875a-941f627cf3f6,0.1410958904109589,0.8571428571428571,0.5412667337072907,0.3047306881189972,4.6443908991413725,6.620086539774801,4,1.9572609492853024,1.2945046835712068,Loyal High-Value Customers,0.28116657051237587,0.3391540301976154
00f70dab-1b49-4960-a209-cc15896fb428,0.16986301369863013,0.3571428571428571,0.340502336955977,0.4182538923251625,4.8283137373023015,6.930426337412989,1,-0.0723253523659939,0.4744759468052904,Loyal Customers,0.28116657051237587,0.29942905810291914
00fb78a2-1942-4aaf-9485-d89e9df20176,0.33287671232876714,0.14285714285714285,0.08188644743714384,0.1993560973174881,5.497168225293202,6.207945955548642,3,-1.7672977263420315,0.1882689758079313,New Customers,0.28116657051237587,0.3248062326247251
0105497f-2226-438a-afc7-73772b2b28e4,0.6027397260273972,0.07142857142857142,0.03316562040974962,0.12046553997562487,6.089044875446846,5.726912892045055,3,-2.33075497481233,0.4311740313731638,New Customers,0.28116657051237587,0.32540045066210277
0139a00e-9db2-4aed-90ca-86af65625c53,0.2054794520547945,0.0,0.0430045558670012,0.3212566917211918,5.017279836814924,6.671703777367143,3,-2.0910739159740874,-0.3857546751386332,New Customers,0.28116657051237587,0.313894433571427
01839e56-cd7f-435b-bf16-559939a5c349,0.0013698630136986301,0.21428571428571427,0.09325941046568734,0.16904941162768447,0.6931471805599453,6.04930883679242,0,0.1689696605452618,-3.1178448452075425,Loyal High-Value Customers,0.28116657051237587,0.2778400911400456
0192679b-d9e5-4655-a528-399fe521ebaa,0.1,0.6428571428571428,0.3908050777147833,0.28580044840251406,4.304065093204169,6.557488331338735,1,1.0079902689910172,0.5140231709418762,Loyal Customers,0.28116657051237587,0.30601766000836833
01c52ac2-2f4e-4b29-991c-63c6596a19c0,0.13561643835616438,0.6428571428571428,0.4095630889023266,0.2998140668610576,4.605170185988092,6.604201244039771,1,0.9671163277173244,0.7659189618138991,Loyal Customers,0.28116657051237587,0.3205712304482669
01de9060-7085-4374-a6d1-b9e8b85e2344,0.12602739726027398,0.4285714285714286,0.25241685904653083,0.2635259079318994,4.532599493153256,6.478432834343407,1,-0.1016621394538146,0.1616203206361056,Loyal Customers,0.3928092070138206,0.37482188547607975
01f975d7-f719-483a-b806-2a9c83341348,0.036986301369863014,0.2857142857142857,0.3142846642901767,0.4641007616187414,3.332204510175204,7.032756644144939,2,0.1907151883049039,-0.7171351880446648,"Moderate Spend, Low Frequency",0.3928092070138206,0.3552249694876728
0224b164-ba43-40a9-bb0d-8aff8c135ca8,0.8205479452054795,0.0,0.024665826988417114,0.18426098856531992,6.396929655216146,6.132073956368573,3,-2.64953669014033,0.5550108028146747,New Customers,0.3928092070138206,0.4198242411334481
0263bcad-26ce-4e39-8756-76a6d12bd760,0.4315068493150685,0.0,0.07515008970302785,0.5613932922644327,5.755742213586912,7.220410412499818,3,-2.2406433735090063,0.2036617241924112,New Customers,0.3928092070138206,0.39657363746540325
02733f87-9ab9-4603-a5b3-b08e7fe6b82d,0.3219178082191781,0.07142857142857142,0.04102173474853641,0.14980720355727115,5.4638318050256105,5.933729496456744,3,-2.079294890382413,0.0039193861049408,New Customers,0.3928092070138206,0.40990879304963057
029ab24d-ce77-4ea2-8321-f307d5c6fe3c,0.32465753424657534,0.4285714285714286,0.3908958386926855,0.41130739697765056,5.472270673671475,6.91396595275885,1,0.0553048350046086,1.1113086545240596,Loyal Customers,0.3928092070138206,0.38960151636865525
029cf948-8686-4197-add3-9623687cf2d8,0.19041095890410958,0.0,0.03823153069781272,0.2856007886559987,4.941642422609304,6.556806764845421,3,-2.08102360567592,-0.4491556210009036,New Customers,0.3928092070138206,0.384490391309264
02b4549a-72bb-4677-8a7e-18757ad11530,0.0547945205479452,0.07142857142857142,0.06941432998909754,0.2558598055813218,3.713572066704308,6.449711840655116,2,-1.3525641963107773,-1.1790672738714898,"Moderate Spend, Low Frequency",0.3928092070138206,0.40736604917945657
03317eb1-66fa-4bb2-a9e5-68057f31e17d,0.10684931506849316,0.4285714285714286,0.33891151417151927,0.35583110449276023,4.3694478524670215,6.771775176427393,1,0.2645137571167628,0.2229311781660789,Loyal Customers,0.3928092070138206,0.39928227236516817
036304fc-d007-4255-adf4-786188e56c44,0.1684931506849315,0.21428571428571427,0.17811090211957506,0.3275168566900573,4.820281565605037,6.6905813738209625,3,-1.0043757995254867,-0.017705844870957,New Customers,0.3928092070138206,0.38923320359012803
036caeb2-2f89-4091-9287-af3c5cf6214e,0.5150684931506849,0.07142857142857142,0.06335617391807903,0.23323170097625295,5.932245187448011,6.359781459580641,3,-2.1672481996666617,0.3817701713270356,New Customers,0.3928092070138206,0.3853567371700747
03768312-d326-4577-a0dd-0774dad6b718,0.263013698630137,0.14285714285714285,0.17043241202588522,0.4198428511411802,5.262690188904886,6.934153752836668,3,-1.3683233236011183,0.2032008671377971,New Customers,0.3928092070138206,0.4342134685767918
03940843-01ce-4cac-a7f7-f56909fbe7e8,0.004109589041095891,0.4285714285714286,0.20260467302104873,0.21036650042219715,1.3862943611198906,6.259868229827056,0,0.8457731538325687,-2.171321101936727,Loyal High-Value Customers,0.5854052746952644,0.5297900345858357
03a144b1-0af9-438d-9b88-72ff77ae257b,0.057534246575342465,0.7857142857142857,0.47984883564244846,0.29245993286441024,3.7612001156935615,6.579959294593781,4,1.8759128414028692,0.4654741556546671,Loyal High-Value Customers,0.5854052746952644,0.4417020236021009
03f4141d-22ec-42c1-9d10-b36d1cef75b2,0.06438356164383562,0.8571428571428571,0.4699213664705561,0.26373388683451954,3.87120101090789,6.47920064764894,4,1.979723978524183,0.6002462051880884,Loyal High-Value Customers,0.5854052746952644,0.512242270954408
040a29e6-a48d-487c-b872-b89da9c5d6e9,0.36575342465753424,0.0,0.017723447402621263,0.13239936940796723,5.5909869805108565,5.816247692043959,3,-2.386141199241524,-0.0306801876026029,New Customers,0.5854052746952644,0.5219364506349865
041db95d-9b43-4c8b-babc-da9fba35712e,0.46301369863013697,0.6428571428571428,0.3794215351857481,0.2772941112853512,5.82600010738045,6.528031014366123,1,0.423419005153791,1.5699142427814412,Loyal Customers,0.5854052746952644,0.4938817511668395
044b04c8-41dd-4db9-974e-2646a8fc096d,0.09041095890410959,0.14285714285714285,0.1101777021993111,0.2698027112129745,4.204692619390966,6.501349728796916,2,-1.2045744262681135,-0.6703157949079805,"Moderate Spend, Low Frequency",0.5854052746952644,0.5531417721778914
04507997-5968-4525-bd22-fc3a7a78d1db,0.005479452054794521,0.4285714285714286,0.20687043898245247,0.21491707881152536,1.6094379124341005,6.280564364084881,0,0.7811875394773669,-2.004363351442256,Loyal High-Value Customers,0.5854052746952644,0.5490580600504672
046eaadb-ca28-401e-8a7c-e8a5edb613f3,0.07945205479452055,0.14285714285714285,0.24731865344117737,0.6112957501591039,4.07753744390572,7.304529396268832,2,-0.6710052896262975,-0.4798394037455593,"Moderate Spend, Low Frequency",0.5854052746952644,0.572791995964511
04801009-ecad-43fe-a85d-6b3963ada739,0.10547945205479452,0.6428571428571428,0.3356819824424837,0.2446206256837306,4.356708826689592,6.406054562993147,1,0.7929764175439614,0.4385501745630517,Loyal Customers,0.5854052746952644,0.5318918630271731
048b5a86-42b1-4d4c-ac73-eac12660ca71,0.40684931506849314,0.0,0.013565703709395598,0.1013398000906788,5.697093486505405,5.564673652285065,3,-2.438870003710583,0.0360504041881771,New Customers,0.5854052746952644,0.4869133220092929
04d1093f-b1e0-4e4f-b8ee-c30c16bcb0d9,0.1917808219178082,0.3571428571428571,0.2085030229530615,0.2539089634747451,4.948759890378168,6.442269429185225,1,-0.5851959796301961,0.2897639406112405,Loyal Customers,0.5854052746952644,0.5228960993726709
050950c5-c502-4713-86c9-f51953066997,0.1273972602739726,0.5714285714285714,0.34720918345187934,0.28212754098224274,4.543294782270004,6.544875409964454,1,0.5888364804718434,0.5173579611705396,Loyal Customers,0.6264838293507504,0.5747701394860898
0516ee71-aebe-47b0-8e05-5860b20cfc91,0.4534246575342466,0.0,0.10988147618554438,0.8208469732830301,5.805134968916488,7.596291846984399,3,-2.134683580712609,0.3097586739611386,New Customers,0.6264838293507504,0.559001658819157
052175a2-e7bd-4bee-8158-41776aa5ae11,0.009589041095890411,0.7857142857142857,0.4077823919248343,0.2475988835692507,2.079441541679836,6.417810132795502,0,2.2206006270981016,-0.8745151292270041,Loyal High-Value Customers,0.6264838293507504,0.5216300116562552
052a5dbb-8db8-49cf-80a9-97ef6e5d17cf,0.028767123287671233,0.6428571428571428,0.4041992821530508,0.2958042336185417,3.091042453358316,6.591056257459863,0,1.4892892466107126,-0.3187072695890029,Loyal High-Value Customers,0.6264838293507504,0.5428157385076094
053021b8-df8b-4eef-bc18-e5e78402f1a1,0.17397260273972603,0.3571428571428571,0.27044933922667186,0.33103585972238975,4.852030263919617,6.7010385653534605,1,-0.3301371763516455,0.34793896498352,Loyal Customers,0.4836796694701597,0.38323586812145216
0551a9cc-46f6-406b-a572-f1f033670aec,0.03287671232876713,0.7142857142857143,0.676099126578712,0.4529447732821982,3.218875824868201,7.008803510091616,4,2.589809957500776,0.4054314700466809,Loyal High-Value Customers,0.4836796694701597,0.37828331909556034
05556c3f-ee89-463a-8c10-4d3e165f3f47,0.024657534246575342,0.3571428571428571,0.28511308372393956,0.3492922477943837,2.9444389791664403,6.753601265815989,0,0.4039717781722787,-0.9747038746812312,Loyal High-Value Customers,0.4836796694701597,0.4672467058187146
05633b45-c77e-4da6-985d-990da9e0ef14,0.5041095890410959,0.07142857142857142,0.03871261956227596,0.14118439825464105,5.910796644040527,5.8772594778887575,3,-2.247292596745127,0.3161315278592287,New Customers,0.4836796694701597,0.441225338886604
05b3ab30-554a-4d9d-9199-9383b3afa038,0.0013698630136986301,0.8571428571428571,0.4425366078557802,0.24799820306228137,0.6931471805599453,6.419375844045977,0,3.018332715678929,-1.709313110933134,Loyal High-Value Customers,0.4836796694701597,0.45484440564854933
05c39379-0ae8-4eac-95a3-b77395d3649a,0.1917808219178082,0.4285714285714286,0.37247859878413697,0.3916533906800494,4.948759890378168,6.865870219608617,1,0.1768962838375294,0.7024049836450706,Loyal Customers,0.4836796694701597,0.4765768491135788
05d87886-8ce8-432f-b35a-af4f5cc8ba49,0.7315068493150685,0.0,0.03145842311988356,0.23500368122657636,6.282266746896006,6.3671231556334815,3,-2.584371171148708,0.4876048411929435,New Customers,0.4836796694701597,0.3892620966748406
05eb7f4b-146f-4e0c-a364-feed9c2f9cdf,0.07397260273972603,0.4285714285714286,0.2769540615816019,0.28971045177177224,4.007333185232471,6.570742896508415,1,0.1734410005311475,-0.1606276518961522,Loyal Customers,0.4836796694701597,0.478023785218088
0632c4e8-e17d-47cc-a5d2-47553678366f,0.015068493150684932,0.4285714285714286,0.3550151843672846,0.3730143214272344,2.4849066497880004,6.818016549782741,0,0.9955078739237438,-1.0804205078780629,Loyal High-Value Customers,0.425614523840416,0.3917628746916337
06523735-f7bf-4ba4-8db8-35b1a4247a47,0.07534246575342465,0.5714285714285714,0.40805189077946413,0.33262897811645986,4.02535169073515,6.705737009282876,1,0.990540877857461,0.2745971525750386,Loyal Customers,0.425614523840416,0.40421386747076293
06587aa3-88c0-4f6d-baa6-a27e2df9fcb9,0.010958904109589041,0.5714285714285714,0.34970705919954376,0.2841990108523391,2.19722457733622,6.552008475616226,0,1.4363900388952504,-1.1411008745326772,Loyal High-Value Customers,0.5454866372736465,0.5196910297430929
06613d47-9359-45e2-943c-70c6bccc934f,0.13424657534246576,0.5714285714285714,0.3671626781949813,0.298690980786909,4.59511985013459,6.600536943755997,1,0.6413290736649104,0.5949386563242414,Loyal Customers,0.5454866372736465,0.4772273429702974
