Username,location,date,content,Rating
California Native ,US,3 days agoVerified,"Solid Company and Process While it can be a challenge to fill the container with a bit of blood (which is mostly a simple learning curve issue), the whole process is smooth and the results fast. I will continue to use LetsGetChecked.  Date of experience: January 10, 2025",5
Carolyn,US,3 days agoVerified,"Efficient, and not as complicated as I thought The test was easier to use than I made it out to be. I did take it to a UPS store to drop off, which was not terribly inconvenient. The results came in quickly, which I appreciated. Overall, it was an efficient process. Date of experience: January 10, 2025",5
Rodney,US,2 hours agoVerified,"This was easy and discrete service This was easy and discrete service was fast got the results in a few days.Date of experience: January 13, 2025",5
Patsy,US,"Jan 5, 2025Verified","Convenient for monitoring thyroid condition.Read and follow the instructions.  It is good to have an option to monitor your health using a home test.Date of experience: December 31, 2024",5
Alicia,US,"Jan 4, 2025Verified","Easy collection and pick upI loved how easy it was to schedule a collection pick up with ups and how easy it was to collect and ship the sample. I received my results the next day! Very efficient!Date of experience: January 04, 2025",5
COLLEEN,US,"Dec 21, 2024Verified","Great experience I like how easy it is to order a test kit. The instructions are clear and simple to understand. Shipping was quick and test results were provided quickly and explained very well. Will be taking test results to my Dermatologist at my appointment. Date of experience: December 21, 2024",5
USA buyer,US,"Jan 2, 2025Verified","Very easy process and instructionsVery easy process and instructions.  Logged into site for results.  I will definitely use LetsGetChecked for future testing and evaluation.Date of experience: December 31, 2024",4
KayBee,US,"Dec 18, 2024","Trouble-shooting an issue w/ the websiteI called the company to help trouble-shoot an issue I was having so I was hoping IT could help.  I spoke w/ Ki who took my concern & was going to give to the IT department.  He called back in a few minutes wanting to try a few things to see if it would work.  He worked really hard w/ me & got my issue resolved!!!  I appreciated the time he took to get this sorted for me vs waiting for IT & he was polite.  Thanks!Date of experience: December 18, 2024",5
KEITH PALAZZO,US,"Dec 28, 2024Verified","Very well pleased with the testing…Very well pleased with the testing process. A bit slow getting the kit in the mail but after sending my sample it was only 2 days until they had the results. Date of experience: December 28, 2024",5
Rob,US,"Dec 10, 2024Verified","Fast and friendly help without a Dr. visit. Fast and friendly help without having to go to a doctor office and waste a half day between being at an appointment at a certain time and the waiting room.  The Dr. had my prescription assessment done and sent to the pharmacy in less than an hour total after I contacted them.  Date of experience: December 10, 2024",5
Kaylee Bowers,US,"Dec 23, 2024","Issues with scheduling in the website, but it was resolvedI tried scheduling a bio-metric screening through my work. It was not allowing me to actually schedule on the Lets Get Checked website, nor could I order an at home screening kit. I called and spoke with a customer service rep who was not able to fix the issue, so she placed a support ticket. No one called me back and I checked two weeks later but the issue was still happening. Then, I called again and spoke with Ki. He was very nice and initiated a three way call with my insurance to try to resolve this. The call lasted over one hour and Ki remained patient throughout. He placed a support ticket and I did not think anything would happen. I checked the Let's Get Checked website a few days later and I was able to schedule the biometric screening! Ki called me a day or two later to check in and inform me this was resolved. I greatly appreciate his assistance and follow up call! He seemed to genuinely want to assist me and cared about the issue. Thank you Ki!The 4 stars was due to the experience of the first representative not calling or emailing me to update, nor was the issue resolved until I called again. Ki's service was five stars though. Date of experience: December 23, 2024",4
Rylee Osgood,US,"Nov 26, 2024Verified","Quick & EasyI received my test in a timely manner and the instructions were very easy to follow. Once I had finished taking my sample, it was very easy to mail back in the packaging provided and I received results 2 days later. The whole process was very straightforward and user-friendly. I'd recommend LetsGetChecked to anyone looking to get results quickly and easily.Date of experience: November 21, 2024",5
Rhiannon,US,"Nov 26, 2024Verified","Great service & experience!Price point was good, clear directions on the test kit & it arrived quickly, very fast turn around time for the results, and the nurse that I talked to was extremely informative & helpful. Highly recommend if you want to keep tabs on your health!Date of experience: November 26, 2024",5
Jana,US,"Nov 20, 2024Verified","Quick and AccurateMy results were received quickly, and I feel confident in the accuracy.  I had a TSH done earlier with my PCP but preferred a full thyroid panel and thus was thankful to be able to do this through LetsGetChecked.  The two TSH results were the same, and it was great to get the other information. The only negative I can think of is that I wished the lancet needle was a bit sharper.  (Or perhaps my skin is too tough.)    Bottom Line:  I'm quite pleased and really appreciate this service! Date of experience: November 15, 2024",5
David,US,"Dec 4, 2024","Amazing Expert Simple amazing! I reached out about a kit I received in the mail and was blessed to speak with Ki! The gentleman gave me great advice, what an awesome company. I truly appreciate that conversation Ki, stay bless. Date of experience: November 19, 2024",5
Mary Morelli,US,"Nov 26, 2024Verified","Great communication They were in constant communication.  I was very slow in getting the sample and returning it.  Results arrived quickly.The only issue I have is UPS.  When I called to schedule a pickup they couldn’t recognize the tracking number and told me there would be a charge. I had to drive it to a location—which is not convenient since we are in a rural area Date of experience: November 26, 2024",5
Kathy Roberts,US,"Dec 13, 2024Verified","Excellent product and experienceEasy-to-understand instructions. Excellent communication. Quick turnaround with results. While I didn’t get the results I had hoped, the truth is the truth. Highly recommend.Date of experience: December 13, 2024",5
Caleb Greenwood,US,"Nov 1, 2024","Very disappointing customer supportVery disappointing customer support. I ordered two kits by mistake and didnt need both, but they wouldn't let me return one. Instead they gave me some spin rhetoric about how luckily I have a year to use it ... It was absurd to me. They shipped a kit but hadnt done any lab work but wouldnt refund me even partial.I had used Let's Get Checked a couple times before but after this experience I moved on to different companiesDate of experience: November 01, 2023",1
Glen,US,"Nov 3, 2024Verified","LetsGetChecked Is the Real Deal!The ordering process was very easy. The entire process was thoroughly explained. Delivery of my test quit was very fast. Once received, the fecal sample collection, packaging and return processes were very well explained. My results were available within 48 hours. I am extremely pleased with LetsGetChecked and will certainly order additional test kits.Date of experience: November 03, 2024",5
David,US,"Nov 18, 2024Verified","Great Experience When I Finally Received My Test KitThis was a very good experience and I will certainly use LetsGetChecked again.  The test procedure was very straightforward with clear instructions; the 'stick' wasn't painful at all; and the lab processed my submission very promptly - like 24 hours.  The reports are clear and easy to download and share with your healthcare professionals.  I can't provide five stars because it took two weeks to receive my test kit - unacceptable when you're trying to capture bloodwork and diagnose a health problem before exercise and diet change things.  Otherwise, everything was flawless.Date of experience: November 16, 2024",4
Brenna,US,"Nov 2, 2024Verified","Pointless Vitamin TestThe Vitamin test only tests for 3 vitamins: D, B12 and E. Why have this small of a panel when you also sell a Vitamin D test separately? Seems pointless and like a money grab. The lancets also hurt WAY more than any other at home test kit I have taken. I should have stuck with Everlywell- significantly better results, test and process. Date of experience: October 30, 2024",1
William,US,2 days agoVerified,"Prompt service.Date of experience: January 08, 2025",5
Julie Parkes,GB,3 days agoVerified,"Very quick and efficient serviceDate of experience: January 10, 2025",5
Kelly,US,"Nov 20, 2024Verified","Missing info in instructionsGood kit, however the mix of areas for instructions makes it difficult. If time is a critical piece of when to take a test it should be with both instructions areas... not only when you register your kit; meaning include it the instructions poster too!Date of experience: November 15, 2024",3
Lois,US,"Nov 14, 2024Verified","Web site deleted 1/2 the questions and…Web site deleted 1/2 the questions and then I waited 20 to send my answers of course, that did not happen. Then I had to redo entire form which included several pages in my health status, race, sexual preference. etc.A bit of a screw up. As a dyslexic, copying all your codes and then having to have spouse recheck was time consuming.Date of experience: November 14, 2024",1
Dennis,US,"Nov 14, 2024Verified","Skip the hassle. Use EverlyWell InsteadI bought two tests. The results for one test came back within a few days, but I'm still waiting on the results from the other test. It's been 9+ days, and I have tried to contact customer service on multiple occasions with no response. At this point, I may have to submit a dispute through my credit card. Skip the hassle and go with EveryWell. They have much better customer service.Date of experience: November 14, 2024",1
Mr Nash,GB,"Nov 9, 2024Verified","Excellent serviceExcellent service, as per usual. The NHS test gives a positive result only if the result of the FIT is above 12. This FIT gives you EXACT results. Much more informative, as a result above 4 means that you should keep a VERY close eye on it.Date of experience: November 09, 2024",5
Stephanie,US,"Nov 9, 2024Verified","Quick & Easy TestThe communications from this company through the entire process were exceptional. The test itself is simple to understand and complete. The turnaround for my results took less than a week. The only part I had concerns about was the amount of personal information that they required. I'm not certain it was all necessary to perform the test since I have used a different company in the past and was not asked as many questions. However, I would use them again next year, especially since they already have all my information.Date of experience: November 03, 2024",5
Rachel Woods,GB,"Nov 16, 2024Verified","Quick and easy peace of mind without the long wait timesThis was the second time I've used LGC and once again I was really impressed with how quickly I received my results. My test pack arrived within a few days and the instructions were very clear on how to collect a sample and send this off. My results were back within two days!! Amazing service and peace of mind. With my first test I received a call to go through my results and help me understand them. Would highly recommend and will definitely be using again in the future.  Thankyou! Date of experience: November 16, 2024",5
Clay Selene Peck,US,"Nov 20, 2024Verified","This was a clear and easy to use…This was a clear and easy to use product. Since we are self-pay, having the ability to do this test at home for an affordable cost was a huge blessing. The communication received from the app was timely and easy to navigate.Date of experience: November 19, 2024",5
Adam,US,"Dec 6, 2024Verified","Love your serviceLove your service. Only thing I would change is the method the blood is collected.  I’ve seen an ad for a company that has a small device that goes into the arm and the blood is collected from there.  Would be interesting to see!Date of experience: December 06, 2024",4
Christopher Twilley,US,"Nov 3, 2024Verified","They shipped our kits quicklyThey shipped our kits quickly. The tests were pretty strait forward and easy to complete. Results were delivered within a couple days with the option to consult with a nurse about the results if needed. I will use again. The Only con as is with most companies offering test kits is it would be nice to have kits with more options like one that includes ALL of the more common  STI’s like HIV, HPV, Hep C, HSV, etc. Date of experience: November 02, 2024",5
Glenn Evans,US,"Nov 13, 2024Verified","It was a good experience overallIt was a good experience overall. It took a little longer than I expected. The one improvement that could be made would be that there was no way to contact you, that I could easily find anyway. UPS didn’t get my sample off in time, and it looked like the progress of my test was delayed or even cancelled because of that. I wanted to get confirmation if I needed to get a new test, but like I said, I couldn’t find a way to contact you.  Date of experience: November 13, 2024",4
