Username,location,date,content,Rating
Denise Leite-Alves,US,"Oct 22, 2024","Horrible serviceWhen I called, I was so excited to find something that would ""solve"" my problem, that apparently, I didn't hear that I would be charged $499 just for a urine test and that I would have to pay another $495 for the consultation. Totally insane. Set a wait a time and money. Please do not be fooled.Date of experience: October 22, 2024",1
Delicia McCullough,US,"Oct 15, 2024","Horrible Customer ServiceI inquired about services at BodyLogic online and received a phone call. However, the representative was extremely unprofessional and failed to listen to my concerns. Instead, she did not allow me to finish my statement and proceeded to talk over me. I wish I remembered her name, but whoever called me from the Atlanta location (from phone number 404-602-0376) on Tuesday 10/15/24 @ 1:14pm is a horrible representation of BodyLogicMD Atlanta, and I would not recommend anyone to use this company.Date of experience: October 15, 2024",1
Stormy,US,"Updated Aug 22, 2024","Body Logic Franchise - Inflated PricingWhile I really like the Dr. I use, this review is for the larger machine (aka franchise - Body Logic which he works under). After being a loyal client for almost 2 years, Body Logic tacked on a $300 administrative fee with zero warning or notification. When you sign up with this company and take hormones, you are automatically committing to routine blood tests amongst other tests.  This is normal as they should be checking your serum levels routinely when you take hormones. However, now in addition to their already crazy high lab fees and urine test kits that I pay for out of pocket, Body Logic has decided to add on a $300 admin fee as well. It's ridiculous - I was warned about this place by other reviews that has similar comments and now it's happening to me. It's sad because I like my Dr that works under them very much, but I am very turned off by the larger functioning body logic franchise machine that you have to work through and their crazy prices and hidden fee's. I don't feel like a valued client to them even though I feel cared for by the Dr. in my area that represents them. It's also a bit confusing to get a hold of the right people since you are working through the franchise for some of the experience like lab work etc., Sadly, with these new admin fee add ons will be taking my business elsewhere. There are a plethora of hormone companies out there now. Do your research! Date of experience: August 19, 2024",2
Catherine Hankerson,US,"Updated Jul 14, 2021Invited","Disappointed in Lack of ServiceMy phone calls were recorded for response but never heard from Body Logic. My entire medication order was taken off auto ship when I requested that only one be removed. Finally, after repeated calls someone straightened out my account. This is not competent management. If I could purchase my particular medications elsewhere I would waste no time in doing so. Also, please give your telephone employees some telephone skill training, some sound like they were just awakened from a nap!Date of experience: July 14, 2021",2
Ala Web,US,"Jul 16, 2021Invited","After three months not much differenceAfter three months, I don't see much difference in feeling better yet.  It seems that a patient is supposed to figure out what strength of medications to try month to month to find the sweet spot.  I could use more concrete guidance.  The auto prescription service does not function well.  I ran out of meds although I've received an email confirmation that auto shipment should happen automatically.  It took almost 4 weeks and an email request to refills meds.Date of experience: July 16, 2021",2
customer,US,"Jul 14, 2021Invited","Great doctor, bloated businessI love Dr. Cooper and appreciate how much time and interest she spends with me. However, I am so unimpressed with the larger machine of Body Logic. I don’t feel like a valued client at all. Testing prices and supplement prices are inflated. And when testing kits are sent out, I feel like I’m back in junior high at the principal’s office, in trouble because I didn’t turn in my assignment on time.Date of experience: July 14, 2021",3
Ciele Poole,US,"Aug 27, 2021","I’m very pleased with my experienceI’m very pleased with my experience. There was an appointment mixup initially but I emailed my concierge Nina Friscia and she took care of everything, immediately! I met with my doctor via Skype yesterday and although I had my own issues with that, unable to set up early because of new iPhone & computer, (maybe lack of sleep also contributed) but the Team I work with got me in just on time. Dr Archer was patient and accommodating, What more could I ask for? So far I’m very pleased.Date of experience: August 27, 2021",5
Kristin T,US,"Dec 29, 2022","Hmm let’s see if this gets postedHmm let’s see if this gets posted. Tried twice before and ironically the “submit” just spun.  In short, save your money and do your research. This company will suck you dry. Fortunately I found a similar bio identical service for a smaller price, same labs, SAME PHARMACY and same treatment with zero hidden fees.  When my old doctor left (without notice by this company), I was defaulted to the other doctor in the practice. Somehow my fees went up by about $100 for a FOLLOW UP, not even a full visit. Beware of the snakes selling their oil!!Date of experience: December 28, 2022",1
Kristie Scarlett,US,"Aug 18, 2021Invited","Pro/Con reviewPros: the testing and result access was easy. Convenient to have appointments over the phone. Medicine has provided a noticeable change. Cons: Poor communication, you can never get ahold of anyone and they are not good about getting back to you. Still unclear exactly how the program is supposed to work and emails come from different addresses/people and is hard to get it organized/be able to search for old correspondence.Date of experience: August 18, 2021",3
Mary Beth Shaw,US,"Jul 15, 2021Invited","Dr Schultz Illinois - Feel Great againDr. Schultz is extremely knowledgeable on the subject of hormones and how they affect our bodies both mentally and physically. In addition she has a wealth of knowledge on nutrition/diet. Her staff is so friendly and very helpful.   I drive 55 minutes to see Dr. Schultz & I look forward to learning something at every appointment. If you are wanting to learn about bioidentical hormones this company educates their physicians and is up to date on the latest research. Your health is worth this investment and they will make you feel great again inside and out.Date of experience: July 15, 2021",5
Ginny E,US,"Jul 15, 2021Invited","Very attentive and personalizedVery attentive and personalized.  I always feel as if they are truly interested in understanding my needs and assessing what approach and treatment will best serve what I would like to accomplish for myself.  My Dr. asks follow-up questions and does more than just go through the ""20 questions"" checklist.That is why I feel I am receiving value for my investment.  The investment is me and I feel 110% better than when I began seeing them in late 2019.Date of experience: July 15, 2021",5
LS,US,"Jul 15, 2021Invited","New patient portal creates ordering issuesManaging the supplements in the new patient portal is a nightmare. There’s no ability to ungroup when you need to. So you have too many of one type and not enough of another. Bring back the old functionality. Otherwise this is perceived as forcing patients to buy more than necessary which does not make me trust this company. Think of the patient.Date of experience: July 15, 2021",1
Sean Dicataldo,US,"Jul 14, 2021Invited","You place had no clueYou place had no clue ! I was charged a ton of money for a visit that didn’t even apply to my problem ! I will continue to give bad reviews on social media other websites word-of-mouth the body logic should not be practicing any business let alone claiming to be doctors !Date of experience: July 14, 2021",1
Shelly Gaatz,US,"Jul 24, 2021Invited","Amazing service!Everyone I deal with is very friendly and helpful. I am thankful to all staff who have helped me. Dr Kenneth Raskin is a phenomenal doctor and he has improved the quality of my life! He really listens, genuinely cares and uses his extensive knowledge to try to problem solve the best plan of care. Elizabeth and Meghan are extremely helpful always!Date of experience: July 24, 2021",5
