Username,location,date,content,Rating
Brett,US,"Nov 13, 2024","Selling CBD Flower as THCA I spent $80 on 4gs THCA Gelato and 5g Runtz ONE GRAM prerolls that all were about .3 grams of pure dogshit I expected topshelf quality since their site says 29 and 19%,and I got sent some unsmokeable garbage.The worst seedy brown green reggie you can find on the street is 100x more potent DO NOT BUY CHEEF BOTANICALS Date of experience: November 13, 2024",1
Bryan Almond,US,"Oct 22, 2024","Great quality!I've ordered the amanita+thcp gummies a few times. Never had a problem with shipping or anything. The gummies are amazing! They're really the only gummies I've had where I actually feel a high and not just sleepy.Date of experience: October 21, 2024",5
-David,US,"Apr 9, 2024","Great Customer Service Department (Peter)Peter was fantastic in helping me resolve a small issue with my order. He was always prompt with his return emails and he was professional as anyone can get. He quickly assessed my problem and solved it. This is the kind of customer support that every company should have. Its nice to know there are companies that still value their customers, Cheef Botanical most definitely does. I would recommend Cheef Botanicals to anyone looking to broaden their mind and soul. Great products / Great customer service / Great company. Thank you so much Peter!-DavidDate of experience: April 03, 2024",5
Denise,US,"Aug 16, 2023","Outstanding products & service!We love the CBD products provided through Cheef! Used for pain, anxiety, sleep, and mood. Love that the standard gummies enable us to remain focused and alert- and functional during the day! We had some concerns at one point, and customer service was beyond amazing! Excellent products AND service!!! Grateful!Date of experience: August 16, 2023",5
Susan Parker,US,"Jun 22, 2022Verified","Good sales on productsGood sales on products. Shipping expedient. Good general info about CBD oil. Support team weak. Sent several questions as I am new uninformed user trying product first time. Only got very brief answer to ONE of the several questions which was really not useful. Also trying to cancel subscriptions takes more time & work that it should. I do like the gummies & it has helped improve my sleep but has done nothing for any pain issues.Date of experience: June 22, 2022",4
Curmudgeon,US,"Mar 9, 2024","Every time I place an orderEvery time I place an order, everything goes very smoothly. Shipping is (relatively) fast. But then we're not talking normal ""Amazon""/""Ebay"" type of goods.All in all, always a great experience...guess that's why I keep coming back!Date of experience: February 29, 2024",5
Pat Vega,US,"Jun 5, 2022Verified","Good product 1200 Full spectrum cbd I…Good product 1200 Full spectrum cbd I have anxiety issues and Dr offered Xanax and antidepressant no way! Started researching CBD oil and finally found a good company the products don’t change always the same results, unlike other merchants And great CS department. I recommend CHEEF Botanicals for sure thank you !!! Happy Customer!!!Date of experience: June 05, 2022",4
Celeste,US,"Jul 9, 2022Verified","Love the CBD lotionsLove the CBD lotions! Delicate scent, moisturizing, even helps with my sleep. But a suggestion if possible: either may they be packaged in a squeezable tube, or with a different pump? It's hard to get the lotion out at the bottom of the bottle even when there's quite a bit left.Date of experience: July 09, 2022",5
Jennifer,US,"Feb 5, 2023","A bit strong for a 50 year old newbie.I got a upper respiratory infection 2 days after receiving my gummies, not the fault of the product but I did have to pick between congestion meds and the gummies. What little I tried worked well. A half gummy helped me sleep then when I woke up I was focused and able to get some housework done. Hopefully this infection will pass soon and I can go back to them.Date of experience: January 30, 2023",4
Anne,US,"Aug 3, 2022","I've just received my first CBD…I've just received my first CBD Cartridge - Sour Diesel. I can't say enough about it. I am very pleased with the product. The shipment came in within a few days of ordering. The cartridge came with a pen and a battery to charge it. The cartridge fit perfectly, was easy to assemble, My first toke was the best. Sour Diesel has a fruity, strong taste, very pleasing to the palates, the scent is heavenly and best of all my immediate gratification of relaxation and euphoria. This product is excellent. 5 stars.Date of experience: August 03, 2022",5
