Username,location,date,content,Rating
Yvonne Hutchings,US,17 hours ago,"Worked with Chandler Simpson at this…Worked with Chandler Simpson at this company to find a Medicare supplement for my husband a couple of years ago. He made it so easy, not pushy or aggressive at all, very patient, and actually went over and beyond my expectations. Kept his name and number and now working with him for my own Medicare supplement needs. Have recommended him to neighbors, friends and family members. I had lots of experience with many other brokers before I had the good fortune of dealing with Chandler. So happy to have him in my corner, especially since my needs are more complicated than my husband’s. Date of experience: January 02, 2025",5
Frank,US,17 hours agoVerified,"Taking time to learn our needs and answer our questionsOur rep was very knowledgeable and was easy to talk with.  We did a lot of our own investigation into Medicare but still had a few questions that were honestly answered.  Finally, our rep took time with us not rushing us into any decision.Date of experience: January 09, 2025",5
George Cervenka,US,3 days agoVerified,"Representatives are efficient and knowledgeable.After logging in to the website, I received a call from Mr. Chandler Simpson within minutes. Mr. Simpson reviewed the requirements for Medicare Part B, and sent a link for signup with SSA. We then reviewed various options for Medigap coverage, and I elected to choose Plan N with Ace-Chubb.We then reviewed coverages for Dental, Vision, Prescription Drugs and Critical Illness.Part D was elected, and Mr. Jordan Perry called later the same day to complete enrollment with Cigna. The representatives were knowledgeable and helpful. The process was straightforward and I am pleased with the coverages selected.Date of experience: January 06, 2025",5
matwwj,US,2 days agoVerified,"Thank you Evan Nichols.I was looking to switch from an Advantage to a Supplemental Plan but gave Evan the incorrect date for when I enrolled in the Advantage and was not approved but did not find out until after January 1.  Instead of just saying I was outside the enrollment date and would have to have only Part B until the next open enrollment, he took the time to look for another plan which he found. I will be forever grateful.Date of experience: January 10, 2025",5
C. Jones,US,2 days agoVerified,"Most of allMost of all, Giles listened.  He answered my questions, reflected back my decisions as I was making choices which helped me make correct comparisons. He was very kind and patient, particularly when I had to look things up and during the questionnaire.  I am very grateful to him.Date of experience: January 03, 2025",5
PJ Seifer,US,3 days agoVerified,"Fantastic experience!Amanda made my Medicare plan process very easy to complete. She knew what I was looking for and gave me all the information I needed to  make the right choice. I felt very trusting in her knowledge  in the different Medicare plans. She answered my questions with great expertise and was very personable.Date of experience: January 10, 2025",5
BHR,US,4 days agoVerified,"I was a little nervous about changing…I was a little nervous about changing my supplemental  insurance. I thinking about changng my plan to plan G, instead I ended up staying with plan F because Carri found me a great deal with a much lower rate. My contact was Carol (Carri) Connor and she was very helpful and put my mind at ease. She told me she goes by the name Carri I apologize if I'm misspelling her name. Date of experience: January 08, 2025",5
Jeffrey,US,2 days agoVerified,"The agent I spoke withThe agent I spoke with, James Collingsworth, was extremely helpful in navigating me through what would have been a very confusing process in finding and securing the Medicare Plans and supplements I needed at the lowest possible price. My hat’s off to him.Date of experience: January 11, 2025",5
customer,US,3 days agoVerified,"My advisor took her time My advisor took her time and explained every step of my enrollment progress.  She offered several options for Medicare supplement plans and I did not feel any pressure to choose one plan over another.  Date of experience: January 10, 2025",5
Mark Hawkins,US,4 days ago,"Beneficial unexpected callAlthough the call was unexpected, I am glad that Matt Brumfield contacted me. I had been looking at a plan G provider that had lower premiums than my current provider. Matt was able to point me to a provider that had even lower premiums. Matt was very knowledgeable, personable and helpful. He made the process of finding a new provider easy and even pleasant.Date of experience: January 09, 2025",5
Charlene Gibson,US,4 days agoVerified,"This was my first call to United…This was my first call to United Medicare Advisors. I had a lot of questions. They told me of rules for a Medicare supplement that I had to wait until after my birthday to change insurance. When I called back the lady was very pleasant, knowledgeable, and professional. She took her time explaining the different options I had and suggested the best one for me. She filled out the application over the phonewhich was a very quick process. She informed me step by step what was going to happen and reviewed everything with me. I'm very satisfied and will highly recommend United Medicare Advisors to others.Date of experience: January 02, 2025",5
Richard,US,21 hours agoVerified,"I was impressed with my contact person…I was impressed with my contact person Allie Perkins. I was clueless about Medicare and she made it easy for me to understand the process and get the plan best for me.Date of experience: January 10, 2025",5
