Username,location,date,content,Rating
Rose Hedgeman,US,5 days agoVerified,"Herbspro is an exceptional store to do…Herbspro is an exceptional store to do business with.  Customer Service was outstanding and helpful in resolving a concern I had.  I will continue to purchase needed items, as needed.Thank you, Herbspro!Date of experience: December 25, 2024",5
BJ,US,"Jan 6, 2025Verified","Best kept secretBest kept secret! Doctor recommended Balneol, for hygienic cleansing and pain relief, was so easy to order from Herbspro. Difficult to find in the stores but received my order in a few days with just a few clicks. Highly recommend both Herbspro and Balneol.Date of experience: January 06, 2025",5
Linda B,US,Updated 6 days agoVerified,"The bottle was frozen which it caused…The bottle was frozen which it caused the glass to shatter. Completely covered bottle with tape. Don't kngow if this will work.   Update as of 1/6/25: After receiving phone call from customer service i was offered either a total refund or replacement.  The woman i spoke with,Alexandria, was very nice and helpful,  i look forward to my refund.Date of experience: December 31, 2024",5
Dean,CA,Updated 3 days ago,"DON'T use UNIUNI to deliver you packages !!!It wasn't the fact that it took them a week to ship my order that I only left them a 1 star review.  It was the fact that they used UNIUNI to deliver me my package.  This is the worst delivery company on the planet.  They told me yesterday that I would receive my package at 10:12 am.  I waited until midnight for it to arrive only to wake up the next day to find out my package had been delivered at 8:16 am to my apartment building and left on the stairs in the back stairwell (where tenants have had packages stolen in the past) instead of to my apartment door like every other delivery company.  The fact that they use UNIUNI to deliver packages means I won't be a repeat customer...too bad.Date of experience: January 08, 2025",1
Greg W,US,6 days agoVerified,"HerbsPro is legit!I placed a second order because it works. Best prostate health supplement available in my opinion.Date of experience: January 06, 2025",5
Dana Browning,US,"Jan 3, 2025Verified","I was thankful to find this important…I was thankful to find this important DS Visibiome for my son who has severe digestive issues.  Shipping was great. It arrived still cold.Date of experience: January 03, 2025",5
Atousa Khoshrouz,GB,6 days ago,"Unreliable Service !! Would give 0 if i couldI ordered from HerbsPro on December 26th, and it's been a complete nightmare. My order hasn't even been dispatched, with no updates whatsoever. Customer service is nonexistent—they don't respond to emails and blame the manufacturer. It's completely unreliable and unacceptable. Avoid them at all costs!Date of experience: January 07, 2025",1
Bonniesun,US,"Updated Dec 31, 2024Verified","AAA+ Customer service I paid the full price for the 4 hair dye products,  why did you choose to send me the ones in damaged packaging that you aimed to get rid of?***********************Totally unexpected,  I received a call from the CS dept. Herbspro sincerely wanted to understand the situation and to resolve my issue.  They advised me on the steps they will take to ensure non-occurance.  Herbspro also offered to compensate me for the trouble. I am very impressed and felt they truly value the relationships with their customers.  Thank you,  Herbspro, you have earned one more loyal customer!Date of experience: December 24, 2024",5
Cross my mind with silver,US,"Dec 17, 2024Verified","Favorite soap, order up!I put in a large soap order twice a year with Herbspro as they carry some of my favorite soap, Nubian Heritage. It's great to know I can rely on them to have it in stock (sometimes even on sale! ) I have been a happy customer now for about 5 years. I greatly value their business & find Herbspro to be a wonderful company.Date of experience: December 02, 2024",5
shiful islam,SE,5 days ago,"As an international customerAs an international customer, I want to share my concern regarding the shipment process for a recent order. Unfortunately, the shipment did not follow the proper guidelines, which has been disappointing.Adhering to the correct process is essential for ensuring a seamless experience, and any deviation from this reflects poorly on the service quality. I kindly request your attention to this matter and would appreciate your efforts to resolve the issue promptly.Date of experience: October 10, 2024",1
Joanne,US,"Dec 24, 2024Verified","FAIR PRICING The items I purchased were fairly priced and were well packaged. They were shipped and delivered within a reasonable time frame.  I wouldn't hesitate to shop here again.Date of experience: December 03, 2024",5
KVM,US,"Dec 27, 2024Verified","Order took almost two weeks to shipMy order took almost two weeks to even ship. Would have been nice to get an email saying it was delayed. When I called customer service they said it would ship out Friday or Saturday. It didn’t end up shipping until that following Tuesday. We ordered directly through the website instead of on a third party thinking “buy local to save them fees” but I would have gotten it way faster through the third party. Probably won’t be buying anything directly anymore. Date of experience: December 26, 2024",2
Amanda Griffin,US,"Dec 10, 2024Verified","This been my third time ordering from…This been my third time ordering from you it’s been easy to place order products well advertised and prices are reasonable. Fast delivery I’m very much pleased with my teas. I’m a continuous customer always. Keep up the good work and thank you all. Merry Christmas Date of experience: December 01, 2024",5
Nynoshka,US,"Dec 16, 2024Verified","Good productGood product, it does its job, it arrived well, on time. I always use it, with excellent results, it reduces appetite. Happy with my purchaseDate of experience: December 15, 2024",5
david,US,6 days agoVerified,"The crackers always arrive broken and…The crackers always arrive broken and delivery take an entire week to arriveDate of experience: January 07, 2025",3
Carol,US,6 days agoVerified,"Good product. Slow delivery. The stuff is great! You need to work on delivery!!! It took way too long to get here.Date of experience: January 07, 2025",4
Anita,US,"Nov 12, 2024Verified","Burt’s Bees pleased. Purchased Burt’s Bees lip balm in a small round tin.  It is our son’s go to protector for sunny Colorado altitude exposure.  This product is difficult to source and typically much more expensive elsewhere.  Shipping was reasonable and product arrived on time.  Adding this company to future search locations going forward as first time experience exceeded expectations.  Date of experience: November 11, 2024",5
Kevin,US,7 days agoVerified,"Most of the order never arrived and the…Most of the order never arrived and the one that did was returned.Date of experience: January 06, 2025",1
Arnold Zwickel,US,"Dec 3, 2024Verified","An honest companyMy first order a few weeks ago had a shipping error. It was short one bottle I called & get an email saying they will check the problem for a few days. it took about 1 week and a credit was made on my credit card. I was impressed on the honesty so when I needed another product I placed an order for that new product Date of experience: December 02, 2024",4
Cookie C.,US,"Jan 2, 2025Verified","Smooth order process and I like the…Smooth order process and I like the updates. Date of experience: January 01, 2025",5
NANETTE CUTLER,US,"Jan 5, 2025Verified","I ordered the product that I needed and…I ordered the product that I needed and it came in the mail as promised.Date of experience: December 15, 2024",5
Jason,US,"Updated Jan 4, 2025Verified","Wrong item sentWrong item sent.  Have tried to contact customer service twice with no response.Update: after having to jump through a number of hoops to get my refund for an error that had nothing to do with me,  the refund has been received.  I would only recommend that they make the process quicker and trust that the customer is telling the truth (which would be indicated by the items shipped being sent back in their entirety or as indicated).Date of experience: November 03, 2024",4
Sandy,US,"Updated Dec 31, 2024Verified","You sent me the wrong itemsYou sent me the wrong items.  I wrote to you as you requested the same evening your package arrived (on Friday...which took 3 weeks to get to me), sending a picture of what I got. Definitely not the same item as on your website or what is pictured on your review request.******Once I was finally able to make contact with the company by phone, they provided me with a return label so I could sent the incorrect items back, and said they would issue a refund upon receiving my return since the item I'd ordered is now discontinued.Date of experience: December 12, 2024",1
Maria,US,"Dec 26, 2024Verified","Items arrived on timeItems arrived on time, packaging could have been a little better.Date of experience: December 25, 2024",5
Farrukhbek Mukhitdinov,GB,"Dec 28, 2024","This is a scam website which doubles…This is a scam website which doubles the cost by the time you go to checkout and doesn’t even provide the break-down of the total cost. Date of experience: December 28, 2024",1
Michael,US,"Jan 6, 2025Verified","Great productGreat product. Shipping very expensive and slow. Date of experience: January 05, 2025",3
Marcelo,CO,"Dec 30, 2024Verified","shipping is very expensiveshipping is very expensive, and the order takes too long to ship. Service is good, and everything is reliable, and at a good cost.Date of experience: December 18, 2024",2
George,US,"Aug 31, 2024Verified","Very satisfied new customerI discovered Herbs Pro on a computer search for one of my favorite products — Jasön Ocean Mineral Eucalyptus Deodorant Spray. It seemed to be out of stock everywhere until Herbs Pro! Ordering was very easy and efficient The price for the product was very competitive. I ended up purchasing several. The shipment arrived as promised — very quickly— and I am located across the country. Communication was great, letting me know the status of the shipment at every step. I have now installed the Herbs Pro app and plan to continue to be a customer.MassachusettsDate of experience: August 30, 2024",5
Mohammad Hamaad,GB,"Updated Dec 4, 2024","Good site for medical needsSorted out an issue that was rather minor but left me feeling slightly frustrated. However it was solved and a shipping refund was given to me. Good quality products will shop againDate of experience: November 15, 2024",4
Mikey Gallavan,US,"Jan 2, 2025Verified","Great value!Honest, on time, great website, great value!Date of experience: January 01, 2025",5
John Sutherland,US,"Dec 3, 2024Verified","I found the product I wantedI found the product I wanted at HerbsPro. They got it to me in a reasonable time at a good price with affordable shipping. I plan to purchase more in the future.Date of experience: November 18, 2024",5
Kathy Wong,US,"Aug 27, 2024Verified","Order arrived as describedOrder arrived as described.   Only imprudent would be if shipping time is shorter, esp since you charge for shipping.   Today's standard consumers expect AMZ std of service.Date of experience: August 27, 2024",5
Sandra Paskowski,US,"Dec 30, 2024Verified","I didn't like the amount of time it…I didn't like the amount of time it took to process and receive my order.  Date of experience: December 30, 2024",3
Jennifer Bates Heath,US,"Dec 21, 2024","NonshipmentPlaced my first order on 12/8/2024. As of today, 12/21/2024 this item (an in stock dog toy) still has not shipped. I reached out asking for a shipment/tracking update and I am still waiting without response. How can it take 2 weeks to even ship a single item?Date of experience: December 21, 2024",1
Dan,US,"Dec 5, 2024Verified","I ordered a specific formula for babies…I ordered a specific formula for babies under 6 months.  They shipped formula for babies over 6 months.  I sent an email asking for the original order to be fulfilled but all I received is the option to return the formula.  You shouldn't advertise that you have a formula that you don't have.Date of experience: December 05, 2024",1
Brenda,US,"Dec 22, 2024Verified","The order arrived quicklyThe order arrived quickly, but a bit roughed up in the packaging dept.Date of experience: December 08, 2024",4
Scott,US,"Dec 19, 2024Verified","When I was on line the reason I bought…When I was on line the reason I bought from your company it said delivery 12/2 to 12/5 so I bought from your company since I needed the product ASAP. Well that was false info on website. Did not receive till 12/10. Was very unhappy. I could of got it cheaper and  couple days earlier. Date of experience: December 19, 2024",2
