Username,location,date,content,Rating
Washington DC Lawyer,US,"Nov 15, 2024","Loyal customer for 10 yearsI've been buying Lola products since 2014 when there weren't any other clean, cotton-only period products. Lola was the only brand thinking about its consumers and our safety and comfort. I have used their tampons, liners, pads, and period underwear. Lola has been consistent with its quality of its products and have only improved from there. I was able to pause my subscription while I was pregnant which was great to not have to think about and keep clicking ""skip next order"" lol! I have also followed the company for years and have seen their efforts to increase accessibility to its products and reflect on whether they are being inclusive in the representation within the company. If you haven't switched over from a big brand with tons of chemicals, I suggest you switch over to Lola! They are tried and true. Date of experience: November 15, 2024",5
Julia,US,"Nov 12, 2024","Great customer experience!I've ordered this ph-balanced lube for years and it recently started burning when I used it so I switched to a different brand. However, I left a review stating this and their customer service is awesome! They reached out and tried to clarify exactly what my symptoms were and why I was unhappy and refunded my purchase without me even asking. Very solid customer service even if the product isn't working well for me anymore.Date of experience: November 12, 2024",4
Hasnat Ahmed,GB,"Oct 28, 2024","I was surprised by the abrupt response…I was surprised by the abrupt response to my query when I asked if my blue light card would be accepted. This was at the Lola concession at Victoria. I am a forces veteran and would have appreciated a more polite rejection, rather than 'ONLY NHS'. It's the second time I have received such 'cold' responses to my queries and I will not be going a third time. I will also let all my friends, ex forces colleagues, and friends know about my experience. I hope that Lola's customer facing training is given an uplift, as currently it is, in my opinion, unsatisfactory. Thank you for your time. Date of experience: October 28, 2024",1
Erika Siegelin,US,"Oct 2, 2024","They started sending me subscriptions…They started sending me subscriptions without me creating an account on their site. Had to create an account in order to stop the subscription. They merely used the information received for billing and shipping.Date of experience: October 02, 2024",1
Angie,US,"Aug 14, 2024","They changed my subscription without my…They changed my subscription without my approval.  I was getting product every other month and they began shipping it monthly.  Thus charging me the same amount every month instead of every other month.  I did not authorize them to charge my credit card every month.  And their computer system decided what product to send me, which was different from what I was getting.  Cancelled subscription after 2+ years.  Date of experience: August 13, 2024",1
Kathleen Williams,US,"Aug 27, 2024","If I could give zero I wouldIf I could give zero I would. I got a subscription for my 11 yr old daughter so we didn't have to worry about running out. They seemed to send just about anything except what was ordered. They even sent her a bottle of lube. I finally canceled my subscription after my last order went through.  Ordered two boxes regular pads... they sent one.  When I reached out they had the audacity to say ""we see it was delivered, check with your neighbors""...they didn't even READ the issue, that I only received half the order. So mad right now.  Date of experience: August 09, 2024",1
Stacy Benson,US,"Apr 27, 2024","Customer service seems to not exist and orders are shipped incomplete Customer service has gone down the toilet.  I've tried contacting them 3 separate times in the last 2 weeks and still no response.  My order was charged wrong and incomplete.   This isn't the first time having an order be shipped incomplete.   Unfortunately the first time I realized it too late.  Their company use to have awesome customer service, but in the last year or 2 it's gotten really bad.  I've been a loyal customer for many years, but I am thinking really hard about jumping ship and finding somewhere else to spend my money.  Date of experience: April 18, 2024",1
GM GB,US,"Mar 20, 2023","Beyond disappointed.For years I experienced nothing but stellar service, prompt shipments, and high quality products from Lola.  One inquiry a few weeks ago about a late shipment changed all that.  Lola customer service, no doubt overwhelmed by customers ""affected by inventory issues"", dropped the ball once too often.  Sadly, when their correspondence ended, so did my years-long subscription.Date of experience: March 19, 2023",2
Jenny Reidler,US,"Oct 31, 2020","Probably the worst brand of tamponsProbably the worst brand of tampons. I decided to give these a try and instantly regretted it after only seeing the applicator. I had nothing else on hand so had to use them. I have been using tampons for 20 years and never had such a hard time inserting a tampon! They leak like crazy and are super uncomfortable. Bring on the chemicals cause this hormonal lady does not need any more reason to be a cranky B. These remind me of the dollar store cardboard tampons as a teenager....Date of experience: October 31, 2020",1
Shanelle Chapman,US,"Nov 8, 2020","LOLA is a great companyLOLA is a great company. They have helped me educate my teen daughter on what natural products should go into a women’s body. She has educated herself and has been very happy with using a natural cotton product that will not harm her. Thank you again for for being an amazing brand educating young girls who don’t know the difference between good and bad products.Date of experience: November 08, 2020",5
Noel Campagna,US,"Sep 24, 2020","I love LolaI love Lola! When my husband and I cut chemicals and fragrances out of our home a few years ago, I knew my feminine products needed an upgrade.  I love how simple and discreet the packaging is-- a big change from all of that glaring pink packaging 😳-- as well as the ability to adjust or skip orders when necessary. Couldn't recommend more if you're considering making the switch!Date of experience: September 24, 2020",5
Renee Alnemy,US,"Sep 23, 2020","It’s a NO for me!I stopped my subscription after having pieces of tampons left inside of me after removing tampon. I made the company aware of the issue and received zero response. I’ve never had this issue with other tampons, so I’ll be sticking with nonorganic brands and the diva cup. I loved that this company helped women but had to put my health first, hope they get it figured out.Date of experience: September 23, 2020",2
Joseph Fanelli,US,"Sep 26, 2020","I have been using Lola tampons for a…I have been using Lola tampons for a couple years now and I can’t rave enough about them! I actually think...no I actually know...this switch to organic cotton tampons has changed my period experience! I have experienced less cramps, pms and bloating since I’m not inserting a commercial brand bleached endocrine disrupting tampon into my body! Highly recommend!Date of experience: September 26, 2020",5
Jessica,US,"Feb 20, 2023","Worst tampons!Wow, I see alot of people had the same issue. The tampons I used since I started my period were discontinued so I had to start shopping around. I tried lola, the super plus and super hurt me for some reason, so I tried a regular and when I went to pull it out, it unraveled inside of me. I have cotton bits inside of me, its painful and has a burning type sensation. Women should have products they feel comfortable with and don’t have to worry about getting infections. This is so unacceptable. As long as I have had my period, this has never happened to me again. Cheap products for an expensive price for something women need.Date of experience: February 20, 2023",1
Lacey ,US,"Aug 10, 2022","These are by far the worst tampons I’ve…These are by far the worst tampons I’ve ever used. They do not absorb anything. I use 10-15 tampons a day and almost leak through allof them because they don’t absorb anything. The applicator is horrible as well. They are difficult and uncomfortable to put in. They are also difficult and uncomfortable to remove because the string is extremely thin. These tampons are almost dangerous to use.. I would not recommend. Biggest waste of my money.Date of experience: August 10, 2022",1
