Username,location,date,content,Rating
Todd Caucci,US,"Jan 6, 2025","I ordered 5 itemsI ordered 5 items. Only 3 showed up. I emailed customer service. They confirmed my order and immediately sent the remaining items. Great experience, will definitely order again 👍 Date of experience: December 23, 2024",5
Pauli,US,7 days ago,"Always Misrepresenting/Mishandling ProductAlways misrepresenting and passing off inferior products. 2 months ago, I placed an order to try them out. I got 2 Vape pens that both arrived 1/4 low in the tank. They gave me 1 replacement. Ok, so I tried them again. This time order 3x 2500mg Diamonds and a Vape Pen. The Daimonds product page shows nice crystals on their website, but the tubs of wet, sticky gunk I got doesn't even remotely resemble crystals or powder. I later found a review site of others that received this gunk as far back as a last year. They don't let you know this and still have the pictures showing large crystals. I've never seen diamonds break down into a slimey liquid mush like this, and I've stored the same product for over a year with no problems. These people know what they are selling, they just refused to tell you before you buy it. The Vape Pens didn't leak while they were shipped to me. They were sent to me low. Maybe they are buying compromised product and reselling it? It looks like it now from my 2 experiences. For lack of any form of integrity, quality control or quality assurances, and not alerting people or remedying the problem after previous complaints about it, they should get 0. But, 1 is as low as I can give. Stop cheating people. When it happens this frequently and you ignore customer complaints, it's intentional!Date of experience: January 06, 2025",1
John Pacheco,US,"Dec 10, 2024","ALIEN MINT 4.5 GRAM OIL IS FIRE!!!Just bought the 4.5 GRAM EXTRACTS ALIEN MINT and it’s a phenomenal distillate oil. Taste slightly of mint, taste is pleasant and this oil is very potent and delivers a pleasant and relaxing experience. If you’re a rookie I would definitely recommend taking it easy with heavy dosing. My tolerance is so high that flower and most edibles and concentrates don’t deliver the high that I desire unless I consume ungodly amounts. I took about 15-20 massive hits and held each one in for 10 seconds. By the last hit about 15 minutes later I was feeling nice and toasty. Great product, fantastic price, high quality distillate oil, BINOIDCBD.COM never fails to deliver amazing products at competitive prices and shipping is usually fast depending if you take free ground advantage or priority mail shipping, can be anywhere from 3-8 days. BINOIDCBD.COM also has a decent incentivized loyalty rewards point program where you get a point for every dollar you spend and every 50 points is a $5 reward towards your order. My only problem is with only being able to use $40 or 400 reward points per order. So if you have $80 in rewards and you want to order something that cost $80 you can only use $40 and have to pay the rest and use your other points on a different order next time.  Hopefully that changes soon. Date of experience: December 08, 2024",5
Joy,US,"Dec 12, 2024","Customer service is absent.I've ordered many times, never s prolem. I ordered from the Black Friday sale and waited 2 weeks without an update. I finally messaged them, with no response. I go to look on my account for orders a few days later and my order is canceled. Never an email, never a response. I start a chat on their site and they finally tell me that I triggered their ""fraud system"". No sorry, just its gonna go back in your account. Customer service will either make you or break you. Theirs seems to be breaking. Date of experience: November 27, 2024",2
Candi,US,"Updated Dec 6, 2024","Dishonest Company - Buyer Beware Dishonest company. Won't post your review on their actual site if it's not 5 stars. I placed an order almost a week ago, that is still in their possession according to the USPS tracking info that they'd provided me. After finding out on other sites that the products I'd ordered were actually trash (unlike the back to back to back 5 star reviews on their website), I asked for a cancelation and refund. I was told a refund was not possible because the post office picked my order up on Monday. Again, tracking info says otherwise. Frustrated, I left my honest one star review following this interaction on their website and not only was my review not posted (surprise, surprise!) I can no longer log into my account. Seriously considering filing a complaint with the FTC. Buyer beware. Date of experience: December 05, 2024",1
Rhonda Leamons Marr,US,"Nov 29, 2024","Buyer bewareI purchased $298 worth of products the past year and was happy until one of the 7 gram vapes exploded in my mouth, burning my palate and my lips. They refused to replace the vape or give me credit because it didn’t happen within three days of receiving it. There are so many companies out there, I’d choose one with a good product and good customer service.Date of experience: November 01, 2024",1
A. Lloyd,US,"Sep 29, 2024","Not perfect but pretty freaking goodI have tried a LOT of similar sites to get THC products but Binoid is the one I am now using exclusively. Other websites consistently take TEN times as long to ship your order and I got sick of it so thank you Binoid for having normal, sane shipping practices. However I know Binoid consistently sends out defective products—they replace them with new ones as soon as you explain it to them but it still sucks that they sometimes can't just be careful and get it right the first time. For example, I once got a jar of 350mg gummies and there was literally no THC in them. Like, I tested it by eating a WHOLE ONE and I felt literally nothing. You don't take a 350mg gummy and feel NOTHING. It was a little insane. They were very understanding though and other than that I have had only good experiences.Date of experience: September 29, 2024",4
Brandon,US,"Aug 2, 2022","Binoid CBD second to noneMy experience with these guys has been fantastic. They fulfill custom requests, ship fast with tracking provided, are always running deals and including bonuses with bulk orders. They have been quick to remedy any order issues. Their lab results are easy to locate and access on their site. Couldn't ask for more.Date of experience: August 02, 2022",5
Brad,US,"Nov 7, 2024","Defective products, horrible customer serviceFirst, two of the four cartridges were defective.  I contacted customer service.  I sent them a picture and video of the failure.  They offered $20 off my next order.  Disgraceful.The two cartridges that do work are extremely weak.  I do not recommend this product or company. Date of experience: November 07, 2024",1
Austin G.,US,"Jul 12, 2023","Binoid - Only the bestBinoid - all around is a fantastic company.  They're at the forefront of phytocannabinoids and are constantly producing finer quality products.  If you stay a committed customer and take advantage of their savings / rewards program - it is hard to find better for less.As of the date of this review - by far their best is anything with THC-p and D9-PDate of experience: July 12, 2023",5
Charles Adams,US,"Apr 25, 2023","Don't listen to these bad reviews.For one it's not usps  Binoid ships through UPS and I can assure you I am no bot. I've been ordering from Binoid since 2020 an yes I've had a few hiccups on orders but everytime Binoid got me straight an their customer service goes above and beyond to make sure you get your order an if an order isn't right they make it up with extra goodies. I love Binoid these negative reviews are bs.Date of experience: April 03, 2023",5
Brian Smith,US,"Jan 19, 2023","I love love love BinoidI love love love Binoid!  Their products are always the best, and their prices (especially their “specials”) are insanely good deals for the quality of their awesome cannabinoids.  And best of all, you even get FREE SHIPPING.  I don’t have anything negative to say about Binoid (and I’ve bought from several other sources).  Binoid is my favorite online source for all of my thc goods.Date of experience: January 18, 2023",5
Robert Striglio,US,"Jul 11, 2023","Banging 💯👌👍I ordered the new Blazed 3g disposable disposable Unicorn Haze vape 5 days ago not including the weekend, so that's 3 days for shipping. It's banging, smacks hard. It has a light fruit flavor and quite a tad bit kushy taste. I am thoroughly pleased inside and out. Don't know what these one-star reviews are about, who paid you???Date of experience: July 10, 2023",5
Braden,US,"Jul 5, 2022","Best Value; $12 per cartridge if you know howI have purchased from Binoid many times in the past, and they are excellent if you know how to take advantage of sales and bundles. The largest coupons they regularly have are 25%, so you can get the $230 12 pack (which actually comes with 14) for $170 ($12 per cart). This is a fantastic deal, along with many others on Binoid. The quality isn’t anything special, but the price is unbeatable when compared to any other D8 online store.Date of experience: July 05, 2022",5
AB,US,"Sep 23, 2024","The company withholds negative reviewsI've purchased several items from Binoid CBD without issue. The product that I recently purchased was AWFUL. I left a detailed review and instead of posting the review, I was offered money ""to make it right"". After further reviewing the website, I noticed that they don't post ANY of the bad reviews. This company and website should not be trusted. Date of experience: September 02, 2024",1
Tyna,US,"Feb 11, 2023","This is my 3rd purchase from them and I…This is my 3rd purchase from them and I would recommend them to anyone I know.. awesome products at decent prices.. extremely fast shipping for me ..tried a new product the Delta 11 and absolutely no complaints here cannot wait to see what flavors they come out with..will definitely keep ordering and they occasionally throw in a gift..Date of experience: February 11, 2023",5
Valerie,US,"Oct 10, 2024","Bad customer service and slow to get packages to the post office Blame USPS for consistently failing to deliver on time. This happens every time I order. This time they’re blaming the hurricane. I ordered well before on 9/21 and paid priority mail. It’s now 10/10 and I still haven’t gotten my order. I spoke with Bono from their customer service team and he assured me there was a reshipment on the way, but that never happened. I was a regular customer but I’m fed up now. Date of experience: October 10, 2024",1
Gigi,US,"Jul 17, 2022","Site is easy to navigate with GREAT PRODUCTSThe site is easy to navigate to find what your looking for.  The prices are on part with most companies BUT Binoid has sales and a loyalty program to bring down the price to make your purchase even more affordable. The THCH gummies and the delta 9 gummies are my favorite. I have also enjoyed the delta 8 capsules and tinctures, and the trehouse gummies all were great I highly recommend this storeDate of experience: July 17, 2022",5
Allie,US,"Jul 23, 2022","Binoid is my go-to stop for all of my needsThis site is by far the best. We have been trying to find a reliable company with decent products and reasonable prices. After trying many products by Binoid through the past year, I wouldn’t recommend going anywhere else! And their customer service is amazing. Definitely give them a try!Date of experience: July 23, 2022",5
Mustafa Khan,CA,"Jun 16, 2024","decentThe selection was varied, and the atmosphere definitely left an impression. Whether you're new to this or a seasoned user, you might find what you're looking for or you might not. Either way, it's an interesting visit.Date of experience: June 05, 2024",3
Don,US,"Jul 3, 2022","High quality products at great pricesThis company provides high quality, clean oil that has a great taste and all at an amazing price compared to competitors, and plenty of offers for discounts and sales. Their selection is huge and I look forward to trying out more of their products. Highly reccomendDate of experience: July 03, 2022",5
Charlie Jerome,US,"Sep 20, 2024","SENDING OUT UNSAFE PRODUCTS CONSISTENTLYI've been using Binoid since before they moved out of California, and even after the move things were fine for a while. But then I started getting expired products, vapes that taste like soap (which means incredibly bad storage practices at some point along the line). I've told them, made it very clear that these things are dangerous! They either offer to send a replacement or ask for product back but hey, it's almost like I have to use the things to know they taste like soap. Sick of this disregard for public safety from them, dunno if it's a new owner or what the is going on with these people but I will be looking elsewhere from now on. I advise others do the same.Date of experience: September 20, 2024",1
Shane,US,"Aug 30, 2024","Sent multiple damaged / expired…Sent multiple damaged / expired products. They sent a few replacements. One i had to send back, expired product. Its been really hard to contact them, online chat says 24/7 and they never reply. Recently i placed another order to find out my account has been blocked due to replacements even though i did everything they asked, sending pictures etc. Really sucks because i like a few of there products.Date of experience: August 20, 2024",1
Jhon Grey,US,"Aug 20, 2022","Purchases a subscription of the Seven…Purchases a subscription of the Seven Wonders & I’m extremely thankful! I’ve take their Daily product and fell in love ever since ⭐️⭐️⭐️⭐️⭐️Hi, Myself Jhon Grey from United States. I am an afiliate marketer. Visit My website prodentimbuy.us/Date of experience: August 20, 2022",4
Steven Ribot,US,"Sep 9, 2022","Delta 9I absolutely love this company I’ve been purchasing my delta 9 products from binoid for about a year now and I wouldn’t change it. The amount of discounts coupled by the great prices is just unbeatable. I’ll definitely continue to purchase all my d9 products here as well as put my people onto binoid as well!!Date of experience: June 10, 2022",5
Loreebitcoin,US,"Nov 25, 2023","Great Company 👍I ordered the knockout blend disposable vapes and wow 👌 they are great. Shipping was a little weird this time but it was due to Usps not scanning package as company stated. Customer service is very good and all in all this company is satisfying for me and I must continue to shop here. Thanks Binoid. I've received my order and it's perfect 🥰Date of experience: November 17, 2023",5
Bill,US,"Oct 4, 2024","I purchased 3 vape pens my first orderI purchased 3 vape pens my first order. Had to give them all away. First, the terpenes were so heavy that all 3 pens tasted very artificial -- the opposite of what I wanted. Second, had to take several hits just to get a mediocre buzz. All 3 were not strong enough and tasted terrible. I wrote 3 separate reviews and Binoid refuses to post them. Notice that ALL their products are 5 star? That's because most are FAKE. Beware of this company and read the other reviews.Date of experience: September 04, 2024",1
Conner Woodyatt,US,"Dec 2, 2023","Customer Service/Shipping is the WORSTGiving 2 stars only because their products are okay, but the shipping is a joke. Order something on a Monday and you’re not getting it until the following Monday sometimes even Tuesday. Clearly says (2-4 days) and it still takes MINIMUM 8 days every time i order something. Trust me, don’t pay for priority shipping, these guys don’t care and will still take their sweet time processing your order and you won’t see it for 8 days either way.Date of experience: December 01, 2023",2
chris,US,"Sep 28, 2024","Poor customer experience!!!They do not have a customer-friendly way to use accrued purchase points. It isnt on their website, and I have to assume this is intentional. One has to email them and then wait (often a few days) to reply with instructions. Just placed my LAST order. NEVER AGAIN! Avoid binoid!Date of experience: September 28, 2024",1
Gregory Yourek,US,"Aug 3, 2022","Great companyI've always had a good experience with Binoid. Their website is easy to navigate and they keep it updated with their current stock. Their ordering process is quick and easy. They ship their products quickly. They have great prices and their products deliver. I would definitely recommend Binoid.Date of experience: August 03, 2022",5
Brian Behe,US,"Jun 4, 2024","I ordered from them several times I ordered from them several times . I ordered some armanti mushroom extrax which did nothing for me . No buzz anyways maybe some relaxation if that . But I let them know they offered to send me another product to try . I really enjoyed the other product. As well as a few thc p thc jd vape carts and blazed gummies . I am loving the 7 gram rechargeable vape right now . Slush series I got a sativa and I love how it works .I’m also a very high tolerance user . You just gotta know what products to buy. And their customer service is great.Date of experience: May 30, 2024",5
Stacy,US,"Jul 19, 2022","Excellent Products, Excellent Customer ServiceBinoid has been a great company to do business with.  The products are all great and at good prices.  Even better, Binoid has amazing customer service.  If there is ever a problem with your order or a product, they take care of it quickly and without any hassles.  I really appreciate the large variety of products and cannabinoids they offer.  And I love being able to get great THC products legally!Date of experience: July 19, 2022",5
Fran gsf Fran F,US,"Updated Jan 22, 2023","I ordered three mango flavored gummiesEdited after the company reshipped the correct items. Great customer service. I definitely appreciate their immediate action. Thank you!I ordered three mango flavored gummies. It is even noted on the packing slip. Binoid, you screwed me out of a lot of money and you sent the wrong product. The flavor of those not mango tastes awful. If I were able to send a photo and you will see the screwup.Date of experience: January 17, 2023",5
Adam Doe,US,"Nov 22, 2022","Good safe place to buy from.Shipping takes 3 days from west to east coast. Shipping is also always free. Lab tests are available on the website, and there are always discounts available. Good products from a transparent company. Definitely recommend.Date of experience: September 01, 2022",5
Darius W.,US,"Jul 7, 2022","Lazy introvert to lazy to go to a dispensaryMan I love this site, it’s pretty simple and easy to find what I want! I’ve bought from them several times and have had no problems. Plus they’re constantly having sales and promotions going on, so it’s easy to take advantage of their deals to get my treats at good pricesDate of experience: July 07, 2022",5
Alice,US,"Jul 16, 2022","BinoidCBD Shows Quality In a Sea of the SameI have been ordering from Binoid CBD for well over a year now, and am consistently pleased with their products (I include different things within each order) and very attentive customer service. I highly recommend them as a quality online option, which can be hard to find with the sheer number of options. I enjoy other sites but have Binoid as my go-to.Date of experience: July 16, 2022",5
Katlyn Queen,US,"Jul 22, 2022","Absolutely love it!Absolutely love it! This company has high quality products at great prices. I'm so amazed to have found them, their live resin vapes are top notch and they constantly have deals to help you keep getting your products - not to mention the rewards program. I love my THC-P vape and will always go to Binoid to order more!Date of experience: July 22, 2022",5
scott mccune,US,"Jul 23, 2022","Ordered the two pack of sugar extrax…Ordered the two pack of sugar extrax with thc-o & delta 9. WOW! Super fast delivery from Cali to the east coast. Excellent product! Superior to any other vape in this class. God bless Binoid! Can't wait to try more products...Date of experience: July 23, 2022",5
John Doe,US,"Oct 14, 2024","Bought a couple bottles of the 7000mg…Bought a couple bottles of the 7000mg edibles, and I’ve also ordered a 7G cart.Personally, the cart tasted like pepper, and I’m not really sure if it got me high. And then for the edibles, I took 7 (350mg each) gummies, and had absolutely no effect at all. I knew the prices were too good to be true. I also looked into the site more and noticed that binoid’s products don’t meet the requirements that make them legit. It has not been approved, and I would go to say that I would not be surprised if their products weren’t properly tested. I had high hopes for binoid, but truthfully, I just wasted money away on stuff that doesn’t work. It’s all placebo. Date of experience: October 11, 2024",1
OmiePlumey,US,"Aug 2, 2023","Safe to order fromI’ve orders several items from Binoid and every one of them was a great experience. The shipping times could improve a little but that’s not entirely their fault. No issues; order safely.Date of experience: August 02, 2023",5
Chris Vanworth,US,"Jun 4, 2023","Great products, fast shipping, and good customer service!They messed up my first order and sent the wrong flavors! Customer service was quick to reply, and they went above and beyond to ensure I was a happy customer! They ship fast, and they care about their customers! The quality of their products is awesome too! I highly recommend Binoid/Bloomz!Date of experience: May 05, 2023",5
Jorge,US,"Dec 20, 2022","Happy customerFast shipping to NY (typically 3-4 days). Their products are all top notch. I’m an edibles guy so, their THC-O and D9-CBD edibles are hard hitting and long lasting. As long as this company stays in business, they will always have a customer in me.Date of experience: December 12, 2022",5
David Mckitrick,US,"Mar 5, 2024","The products are good if they functionThe products are good if they function. Unfortunately 2 out of 6 of my disposables did not work and after a few back and forth with binoid realized it was more a hassle to replace them worth. So I decide instead to order a couple of vapes I had previously ordered and worked good. Payed full price and extra $10 for Priority Mail (2-3 days). Four days later look up the tracking and they still have not processed the order at USPS and they mailed it ground. I contact them and they tell me to come back tomorrow if it does not arrive. I explained the shipping method can't change during transit and they still mailed it wrong. I get told they will give me $9 store credit for the mistake. Keep the $10. I will go somewhere that wants my business.Date of experience: March 01, 2024",3
john lozowski,US,"Jan 20, 2024","Poor quality control?My wife and I were taking Binoid delta 8 cbd for insomnia with great results. We finished one bottle and opened another, took our usual 1/2 a gummy and we were stoned for a day and a half, not the desired effect. I made the mistake too of buying 6 months worth of gummies and since the buy date was more then 30 days they do not accept the return.So when you buy you cannot get the best savings because if you have a problems like this you lose both the cost and the product. I spoke to my physician and he recommended getting a legitimate medical marijuana card to get pharmaceutical grade products that have good quality control.Date of experience: January 01, 2024",2
Kelli M.,US,"Jan 27, 2023","I'm addicted to shopping at Binoid CBD!Binoid CBD is My New Favorite Online Shopping site! I found the Ocho 3g disposable Blue Razz THCP vape to be my favorite thus far. I highly recommend this place!Date of experience: January 26, 2023",5
Katy Rose,US,"Updated Oct 10, 2022","Super Amazing Customer Service!!I don’t know what was going on with the reviewer that sent them to another address but I purchased two orders , one for me and one for my friend. Ironically I live on the east coast and she is on the west coast.  We had no problems with shipment. They ran out of one strain and gave us each one gram cbd for free and that’s a great company.  They’ve been listening and helping me choose strains. Their stuff is pure , organic , not artificially flavored but flavored naturally , and they have so many strains of cbd and thc variety products that are legal under the 2018 farm hemp act.  Check them out.  You can’t go wrong and they do put their customers first !Date of experience: September 20, 2022",5
