Username,location,date,content,Rating
Carol Curtis,US,A day agoVerified,"Wellspring Meds ProductsWellspring Meds carries a variety of products some of which I've been unable to purchase OTC  and they ship exactly what is ordered and in a timely manner.Date of experience: January 02, 2025",5
Lou Massey,US,4 days agoVerified,"A company you can trust!Online ordering is simple, straight forward and can be done quickly. Your pricing is excellent, shipping is free and the payment process is easy and secure. Communications are clear and concise. You confirm my order and provide the shipping date.My orders are always correct and delivered timely. I highly recommend this company to family and friends.Date of experience: December 30, 2024",5
Bob from CT,US,2 days agoVerified,"Not All was happy with my 90 pill container…All was happy with my 90 pill container of Famotidine Tablets, until I looked at the expirations date of 03/2025.  I don’t expect to take 90 indigestion pills in less than 90 days.Bob Harris01/11/2025Date of experience: January 02, 2025",3
Lani 🌺,US,"Jan 6, 2025Verified","🌟💊 A huge shoutout to Wellsprings Meds…🌟💊 A huge shoutout to Wellsprings Meds for being my personal pill concierge! You guys deliver my daily dose of happiness with a side of organization. It’s like having a well-stocked pharmacy in my pocket! Your service runs smoother than a fresh jar of peanut butter—no bumps, just pure joy! Thanks for making my medication routine feel less like a chore and more like a treasure hunt. Keep up the fantastic work; you’re the real MVPs in my wellness journey! 🎉Date of experience: December 27, 2024",5
Michael Angelo,US,15 hours agoVerified,"Each purchase I have received high…Each purchase I have received high quality products at a very fair price. Fast, accurate service.Date of experience: January 03, 2025",5
Joan Oxford,US,Updated 5 days agoVerified,"Customer service is greatI'm happy with my purchase because the tablets are in a bottle whereas they can only be found in blister packaging in stores (which I don't like), the price is affordable, and the notifications regarding receipt of order and shipment kept me informed. Thanks, Wellspring Meds!Date of experience: January 06, 2025",5
Patty Wavra,US,A day agoVerified,"Reliable Wellspring!!…I have been purchasing from Wellspring for a few years now and am very happy with the customer service.Date of experience: January 02, 2025",5
Henry Grinchell,US,"Jan 6, 2025Verified","Fast Efficient Service and Competitive PricingI have ordered products from Wellspring Meds for several years, and I am very pleased shopping with them. The products are exactly as advertised. The service is very quick sometimes overnight, and the pricing is competitive. For me that’s a winning combination that keeps me coming back.Date of experience: December 26, 2024",5
Stephanie Clark,US,6 days ago,"The free 2 day express delivery is a scamI've been ordering from them for years and started having all packages delivered to a PO box and now the two-day shipping I've been receiving no longer exists. It used to ship same day but now sometimes it ships same day and sometimes it ships days later and sometimes I still get two day delivery and sometimes it may be an entire week. They tried to give me some garbage that they can't ship it via UPS or FedEx because they don't deliver to a PO Box which is 100% not true. Not only that they have 100% definitely shipped UPS or FedEx to my PO Box before so that is absolute BS. FedEx and UPS hand the package over to the post office and the post office delivers it to the Box. So if you're wanting to spend an extra few bucks to get the free 2-day expedited shipping don't even botherDate of experience: January 02, 2025",1
Juanita Cinclini,US,3 days agoVerified,"I appreciate the promptness in shipping…I appreciate the promptness in shipping my order.  When you have pains, you don't want to wait too long to respond.Date of experience: December 30, 2024",5
Pat H.,US,5 days agoVerified,"Pills are not in blister packs whichPills are not in blister packs which, if you have arthritis and use 6 a day, that's a big deal! Convenience and price are appreciated too.Date of experience: December 30, 2024",5
Daisy Davidson,US,3 days agoVerified,"I am able to buy large amounts of…I am able to buy large amounts of things I cannot find at my local store. They are incredibly fast at getting the order and shipping it.Date of experience: December 31, 2024",5
Pat Werths,US,11 hours agoVerified,"As alwaysAs always, the transaction was flawless.Free shipping and arrived quickly. I recommend Wellspring to everyone!Date of experience: January 03, 2025",5
Jan C,US,9 hours agoVerified,"Excellent  I have been buying these for a few years.  Excellent quality and fast shipping!Date of experience: January 02, 2025",5
Barbara,US,2 days agoVerified,"Good site Easy shopping experience, a lot of hard to find items, and fast delivery times.Date of experience: January 02, 2025",5
virginia armor,US,5 days agoVerified,"you pay attention to what i order and…you pay attention to what i order and do not try to sell me six other things just get my order correct and on the way to me as quickly as possible and it has always been correctDate of experience: December 30, 2024",5
Que Ball,US,"Jan 2, 2025Verified","So far I'm very pleased with my…So far I'm very pleased with my communication n result's from wellspring the price's were surprisingly affordable the shipment was fast secure I have 1 of those odd addresses I have a 911 address I have a uses address They're not the same designation So the make positive neither i nor them were being wrong on the address n didn't realize it they verified very few people do that I greatly appreciated they did i will continue with wellspring i don't usually give 5 stars but they earned it they deserve 5 stars from me I'm very impressed with how they do business n what they offer they are a big relief in my world please give them a try I'm sure you'll like them 2 n you might be highly impressed as well Date of experience: December 23, 2024",5
