Username,location,date,content,Rating
Evelyn Mousette,US,"Dec 5, 2024","Anger-SootheI ordered Anger-Soothe to treat a violent case of Munchausen Syndrome. I've been talking it for about 20 days now. I recently discovered that I've only been taking 2/3 of the recommended dosage. I got the measurements wrong. But even then I don't beat my ass all day and night like I used to. It's just once in awhile.Date of experience: December 05, 2024",4
Miriam Leah Schwartz,US,"Nov 13, 2024","They scammed meI bought one of their products last year to try and it wasn't for my daughter so I emailed them about returning it. Had no issues and got my refund. Months later, I was looking at my bank account and discovered I was being charged a monthly membership fee! I contacted the company and they eventually refunded me for ONE month. Not happy at ALL. Date of experience: September 05, 2024",1
VIRGINIA C. PALUCH,US,"May 25, 2024Verified","The Allergy Itch Ease has been a Wonder.I've purchased several bottles of their Allergy Itch Ease.  They come pretty fast and are well packaged.  My dog, Peanut has allergies and would constantly lick and or scratch.  Her eyes would also tear on occasion.  These natural granules have been a fantastic resolution to her allergies.  I'd rather give her natural than chemicals such as a medical injection.Date of experience: April 10, 2024",5
Hafsatu Kamara,US,"May 30, 2024Verified","A doctor I met online recommended…A doctor I met online recommended native remedies to me. I decided to try native remedy. I am always feeling anxious and stressed. I ordered pure calm and triple complex calm tonic. I followed the directions and started to use it, since then my anxiety is much better now. The reviews from other people I’ve read also encourage me. Thank you native remedy. I also ordered mucus clear, and high-rite, stomach saver and they work well. Date of experience: April 14, 2024",5
Shannon B,US,"Feb 21, 2024Verified","Good products but price gouging is a problemI like the company's products but I am not a fan of their practices. Their promos really aren't promos, as they cancel out free shipping which is otherwise quite expensive. Any coupons offered for a future purchase end within a time frame that would have the customer buying earlier than needed so are rendered basically useless. The products are on the pricey side to begin with. If I buy, I tend to buy elsewhere so I don't get gouged for shipping, but honestly I've replaced most of the Native Remedies products I use with other things due to their practices.Date of experience: January 07, 2024",3
Marina Wolak,US,"Jun 17, 2024Verified","A Native Remedy To Clear Mucus Build upI got sick the last week of April (fever, sore throat, congestion, followed by a really bad cough with a lot of mucus) and my doctor prescribed an antibiotic for 10 days and a 5 day steroid course for the inflammation in my lungs. I stopped coughing but I still had lots of mucus in my bronchial so I started looking for a natural remedy to get rid of it. I found Mucus-Clear and decided to give it a try. I took it 3 times a day (every 6 hours) and noticed a difference after the first week. And now, 3 weeks later it's all gone and I feel back to normal. From now on, it will be my go to if I ever have the same symptoms again. Date of experience: May 22, 2024",5
Jill C Smart,US,"Apr 26, 2024Verified","My Wisconsin Go To PlaceEasy to peruse and order website!Easy to peruse and order website!Timely delivery of product ordered.My first try with both CBD Roll-On which assists in relief of sciatica pain.Very pleased with easy to take in some water Immune Defense Mushroom Blend! And the pricing is reasonable for excellent natural products Date of experience: March 11, 2024",5
MATTHEW JOSEPH,US,"Feb 15, 2024Verified","I have only started using Sweat -Less…I have only started using Sweat -Less on 1/6/24 and thus far I am encouraged by the results. For over 15 years I have been searching for a means to control or eliminate my night sweats. I have discussed this with many doctors and have had several medical exams, but none have led to any helpful results. While it is still premature to give my endorsement of the product, it does seem to provide some relief.  For example, I have been experiencing some headache which may be a side effect. I will update after further uses.Date of experience: January 01, 2024",4
JR,US,"Sep 4, 2023Verified","Like day and nightMy son is 5 and was having ADHD-like symptoms and behavior was out of control, if was like he was on a war path. But he has been an angel since starting BrightSpark and Focus Formula.. it’s been about 2 months now. I’ll never forget the day we ran out of pills and weren’t getting the delivery till the next day.. he was a completely different kid, just couldn't deal with anything that day. These supplements have given us our sweet happy boy back!!Date of experience: July 20, 2023",5
ANN WATERS,US,"Jun 1, 2024Verified","Mucus reliefI was having a horrible time with mucus and nothing I was trying would help. Then I found native remedies and decided to give it a try. I just recently received my second bottle as it really does work. I would certainly recommend it to anyone experiencing the same issue that I had for so long trying namebrand products that were not working.Date of experience: May 06, 2024",5
Glenn M,US,"Updated May 7, 2024","Products are always on backorderProducts are always on backorder, i am even on the auto ship list for products and they always end up on back order and ones i do like they discontinue etc. I have done business with them for many years and i am getting very disgusted with this company. this has happened many of times.                                       Now i am told they are discontinued they always give a different answer every time.Date of experience: May 02, 2024",1
Fiona C,US,"May 24, 2024Verified","Great service & amazing products!I have a couple of subscriptions with Native Remedies. In my experience, they are a great company plus their products really work!! I have been a seasonal allergy & sinus headache sufferer for years & since using their tinctures and herbal tablets, my sinus headaches are history! Such a relief and I no longer have to take antihistamines. I have recommended them to other allergy sufferers and have had great feedback. Their service is excellent too. I am very happy to have found them!Date of experience: March 10, 2024",5
Doug B.,US,"Apr 17, 2024Verified","better than prescription as the only option.remedies are person specific. hopefully they work as well as described. outcomes will vary by individual. standing behind what you sell in case it doesn't work for that individual is key for return business. service after the sale is most important for return sales.Date of experience: March 02, 2024",5
Mimi,US,"Dec 19, 2023Verified","My husband was diagnosed with RLS years…My husband was diagnosed with RLS years ago.  He was put on different pharmaceuticals to treat it with little to no relief.  Someone recommended Native Remedies to me.  I found and purchased Leg Calm.  Finally relief for him.  And it helps him sleep better also.  For years now and then, We both use Native Remedies for different health issues.  Native Remedies is the best!!!Date of experience: November 08, 2023",5
Katie,US,"Apr 9, 2024Verified","Customer for lifeFinding this company, and specifically the product BrightSpark has been an absolute blessing! My son hasn't been diagnosed with Adhd, but he does have trouble focusing sometimes and just staying on task. He's a talker and at times gets easily distracted. He is 9 and he's just a kid so some of that is to be expected. These little pills have calmed him and changed everything.  He's making honor roll because he's focusing and finishing all of his work. His behavior is better and he can tell when he's missed a dose. He asks for his little ""vitamins"". Everything is just different in the best way. If your child sounds like mine, try it! It's natural and it 100% works for me. This company has a customer for life.Date of experience: February 24, 2024",5
